# ZTF DR2 lightcurve of ZTF18aahvndq
# --------------- #
# mjd_max_init:   58994.23253 (phot: fclump)
# baseline_range: 58894.23253 => 59785.92041
# baseline_corr (applied): 
# field rcid filter  flux_offset err_scale n_obs
#  626   34   ztfg      509.63     1.37     291
#  626   34   ztfr      -22.66     1.36     189
#  626   34   ztfi       85.76     1.77      25
#  1671  09   ztfg     1578.36     1.00      11
#  1671  09   ztfr     -603.59     1.28      14
# --------------- #
mjd  filter  flux  flux_err  ZP  flag  mag  mag_err  mag_lim  field_id  rcid  flux_offset  err_scale  in_baseline  x_pos  y_pos  native_ZP  native_ZP_err  native_ZP_rms  chi2dof  filename  
 58236.32499        ztfg  6068.63218  4760.11764    30.00000         160    99.00000    99.00000    19.05853         626          34   509.62506     1.37206           0  1225.01193   289.17809    26.26365     0.00008     0.04150     1.00130 ztf_20180428324965_000626_zg_c09_o_q3_sciimg.fits
 58237.17053        ztfg  -363.83971  3771.02537    30.00000         128    99.00000    99.00000    19.31143         626          34   509.62506     1.37206           1  1213.19062   294.45981    26.28683     0.00007     0.04353     1.00097 ztf_20180429170486_000626_zg_c09_o_q3_sciimg.fits
 58238.19078        ztfg -5638.93806  5364.23385    30.00000          48    99.00000    99.00000    18.92881         626          34   509.62506     1.37206           0  1215.41729   288.97908    26.28312     0.00015     0.04668     1.00081 ztf_20180430190752_000626_zg_c09_o_q3_sciimg.fits
 58242.22417        ztfg -1590.27210   720.79727    30.00000           0    99.00000    99.00000    21.10804         626          34   509.62506     1.37206           1  1218.45815   520.13779    26.30161     0.00002     0.02774     1.00149 ztf_20180504224109_000626_zg_c09_o_q3_sciimg.fits
 58242.22508        ztfg  -577.00895   684.92078    30.00000           0    99.00000    99.00000    21.16347         626          34   509.62506     1.37206           1  1218.74981   520.35250    26.30898     0.00002     0.02921     1.00156 ztf_20180504225081_000626_zg_c09_o_q3_sciimg.fits
 58242.25285        ztfr -1133.42064  1011.27547    30.00000           0    99.00000    99.00000    20.74040         626          34   -22.65673     1.36254           1  1222.96571   526.46314    26.27500     0.00001     0.02178     1.00136 ztf_20180504252801_000626_zr_c09_o_q3_sciimg.fits
 58242.25383        ztfr   685.60744   996.35402    30.00000           0    99.00000    99.00000    20.75654         626          34   -22.65673     1.36254           1  1222.84682   526.46983    26.27500     0.00001     0.02387     1.00123 ztf_20180504253785_000626_zr_c09_o_q3_sciimg.fits
 58243.17083        ztfr   442.36234  1194.36364    30.00000           0    99.00000    99.00000    20.55973         626          34   -22.65673     1.36254           1  1210.81240   266.95572    26.27500     0.00001     0.02444     1.00132 ztf_20180505170775_000626_zr_c09_o_q3_sciimg.fits
 58243.22840        ztfg -2450.80777   705.34239    30.00000           0    99.00000    99.00000    21.13158         626          34   509.62506     1.37206           0  1217.63858   270.64072    26.29832     0.00002     0.02809     1.00126 ztf_20180505228299_000626_zg_c09_o_q3_sciimg.fits
 58243.34005        ztfi -2180.31426  2251.69841    30.00000           0    99.00000    99.00000    19.87130         626          34    85.75988     1.77058           1  1232.04770   265.37097    25.76802     0.00000     0.02194     1.00152 ztf_20180505340023_000626_zi_c09_o_q3_sciimg.fits
 58244.17139        ztfr  -559.85841  1070.84962    30.00000           0    99.00000    99.00000    20.67825         626          34   -22.65673     1.36254           1  1217.18707   263.23245    26.27500     0.00001     0.02286     1.00136 ztf_20180506171331_000626_zr_c09_o_q3_sciimg.fits
 58244.22642        ztfg -2960.19834   722.57073    30.00000           0    99.00000    99.00000    21.10537         626          34   509.62506     1.37206           0  1222.41596   258.26672    26.32500     0.00002     0.02784     1.00158 ztf_20180506226343_000626_zg_c09_o_q3_sciimg.fits
 58245.19146        ztfr -8648.76396  3547.91549    30.00000           4    99.00000    99.00000    19.37764         626          34   -22.65673     1.36254           0  1216.24160   275.48341    26.27500     0.00012     0.07313     1.00122 ztf_20180507191458_000626_zr_c09_o_q3_sciimg.fits
 58245.20797        ztfr -4798.67389  4703.91755    30.00000           4    99.00000    99.00000    19.07143         626          34   -22.65673     1.36254           0  1217.95318   273.89105    26.27500     0.00014     0.07653     1.00106 ztf_20180507207951_000626_zr_c09_o_q3_sciimg.fits
 58245.29139        ztfg         -17939.61615  4742.84884    30.00000           4    99.00000    99.00000    19.06248         626          34   509.62506     1.37206           0  1227.84121   270.07936    26.32500     0.00068     0.13107     1.00165 ztf_20180507291366_000626_zg_c09_o_q3_sciimg.fits
 58246.23212        ztfr 10974.25505  1674.42722    30.00000        1056    19.89906     0.16566         NaN         626          34   -22.65673     1.36254           0  1222.15268   269.07283    26.27500     0.00002     0.03136     1.00118 ztf_20180508232025_000626_zr_c09_o_q3_sciimg.fits
 58246.29612        ztfg   462.90895   951.77707    30.00000           0    99.00000    99.00000    20.80624         626          34   509.62506     1.37206           1  1230.97002   246.63794    26.32500     0.00002     0.02903     1.00159 ztf_20180508296018_000626_zg_c09_o_q3_sciimg.fits
 58247.15475        ztfi -7496.40558  2549.78541    30.00000           0    99.00000    99.00000    19.73632         626          34    85.75988     1.77058           0  1213.14831   304.12464    25.76670     0.00001     0.02376     1.00151 ztf_20180509154722_000626_zi_c09_o_q3_sciimg.fits
 58247.23289        ztfr -1882.79426  1205.57784    30.00000           0    99.00000    99.00000    20.54959         626          34   -22.65673     1.36254           1  1225.17221   307.46446    26.27500     0.00002     0.02783     1.00134 ztf_20180509232824_000626_zr_c09_o_q3_sciimg.fits
 58247.29823        ztfg  -708.28027   727.92036    30.00000           0    99.00000    99.00000    21.09737         626          34   509.62506     1.37206           1  1231.72642   303.27473    26.32500     0.00001     0.02436     1.00323 ztf_20180509298090_000626_zg_c09_o_q3_sciimg.fits
 58248.18858        ztfg  -592.90463   732.53285    30.00000           0    99.00000    99.00000    21.09051         626          34   509.62506     1.37206           1  1221.10660   298.36921    26.32500     0.00002     0.02774     1.00155 ztf_20180510188056_000626_zg_c09_o_q3_sciimg.fits
 58248.25360        ztfr  3007.01498  1274.65903    30.00000           0    99.00000    99.00000    20.48909         626          34   -22.65673     1.36254           1  1230.05575   300.65499    26.27500     0.00002     0.02967     1.00120 ztf_20180510253600_000626_zr_c09_o_q3_sciimg.fits
 58248.25454        ztfr  4901.51866  1221.77175    30.00000        1024    99.00000    99.00000    20.53510         626          34   -22.65673     1.36254           0  1230.29587   300.89613    26.27500     0.00002     0.03024     1.00152 ztf_20180510254514_000626_zr_c09_o_q3_sciimg.fits
 58249.19167        ztfg  -418.95658  1154.98344    30.00000           0    99.00000    99.00000    20.59614         626          34   509.62506     1.37206           1  1222.31051   276.68617    26.32500     0.00002     0.02823     1.00147 ztf_20180511191655_000626_zg_c09_o_q3_sciimg.fits
 58249.23347        ztfr  6687.14400  3163.68503    30.00000          40    99.00000    99.00000    19.50209         626          34   -22.65673     1.36254           0  1226.17851   277.30662    26.27500     0.00002     0.03372     1.00147 ztf_20180511233438_000626_zr_c09_o_q3_sciimg.fits
 58250.20875        ztfg  2367.77549  1817.69883    30.00000          40    99.00000    99.00000    20.10377         626          34   509.62506     1.37206           0  1217.40513   313.13949    26.32500     0.00004     0.04110     1.00160 ztf_20180512208738_000626_zg_c09_o_q3_sciimg.fits
 58250.23421        ztfr  7054.84504  3523.45322    30.00000          40    99.00000    99.00000    19.38515         626          34   -22.65673     1.36254           0  1221.51247   315.59066    26.27500     0.00004     0.04016     1.00155 ztf_20180512234086_000626_zr_c09_o_q3_sciimg.fits
 58254.15594        ztfi     0.00000  2762.82581    30.00000           0    99.00000    99.00000    19.64919         626          34    85.75988     1.77058           1  1211.86199   327.10830    25.75724     0.00000     0.02137     1.00139 ztf_20180516155926_000626_zi_c09_o_q3_sciimg.fits
 58255.23340        ztfr  -169.30124  1022.06975    30.00000           0    99.00000    99.00000    20.72887         626          34   -22.65673     1.36254           1  1227.72728   388.42511    26.27500     0.00001     0.02088     1.00123 ztf_20180517233391_000626_zr_c09_o_q3_sciimg.fits
 58255.23439        ztfr -1122.78090  1102.34493    30.00000           0    99.00000    99.00000    20.64678         626          34   -22.65673     1.36254           1  1229.09614   388.61938    26.27500     0.00001     0.02219     1.00144 ztf_20180517234340_000626_zr_c09_o_q3_sciimg.fits
 58256.24339        ztfr  3854.07448  1149.87856    30.00000           0    99.00000    99.00000    20.60095         626          34   -22.65673     1.36254           0  1228.34627   392.12164    26.27500     0.00002     0.02833     1.00151 ztf_20180518243345_000626_zr_c09_o_q3_sciimg.fits
 58257.27647        ztfr  2220.56750  1147.46190    30.00000           0    99.00000    99.00000    20.60323         626          34   -22.65673     1.36254           1  1230.43489   395.99833    26.27500     0.00002     0.02782     1.00299 ztf_20180519276458_000626_zr_c09_o_q3_sciimg.fits
 58258.20962        ztfr   698.43084   989.41039    30.00000           0    99.00000    99.00000    20.76413         626          34   -22.65673     1.36254           1  1225.35770   381.75787    26.27500     0.00002     0.02632     1.00144 ztf_20180520209549_000626_zr_c09_o_q3_sciimg.fits
 58258.21052        ztfr  3751.89230  1061.55189    30.00000           0    99.00000    99.00000    20.68772         626          34   -22.65673     1.36254           0  1225.87760   381.77508    26.27500     0.00001     0.02533     1.00149 ztf_20180520210521_000626_zr_c09_o_q3_sciimg.fits
 58258.27766        ztfg  1768.31319   974.85103    30.00000           0    99.00000    99.00000    20.78023         626          34   509.62506     1.37206           1  1231.70075   375.98532    26.32500     0.00002     0.02786     1.00152 ztf_20180520277650_000626_zg_c09_o_q3_sciimg.fits
 58259.25384        ztfr   721.73817 12406.94955    30.00000          20    99.00000    99.00000    18.01841         626          34   -22.65673     1.36254           0  1231.37284   391.99846    26.27500     0.00017     0.05182     1.00088 ztf_20180521253796_000626_zr_c09_o_q3_sciimg.fits
 58260.18874        ztfr  6258.89617  1518.33767    30.00000        1152    99.00000    99.00000    20.29915         626          34   -22.65673     1.36254           0  1222.06723   408.20188    26.27500     0.00002     0.03052     1.00128 ztf_20180522188704_000626_zr_c09_o_q3_sciimg.fits
 58261.29132        ztfi  6489.16976  3598.36537    30.00000         128    99.00000    99.00000    19.36231         626          34    85.75988     1.77058           0  1231.20313   396.18593    25.70018     0.00001     0.03286     1.00137 ztf_20180523291262_000626_zi_c09_o_q3_sciimg.fits
 58262.22825        ztfg  2061.30847  1779.68893    30.00000         128    99.00000    99.00000    20.12671         626          34   509.62506     1.37206           1  1230.23372   405.23654    26.32500     0.00003     0.03404     1.00157 ztf_20180524227975_000626_zg_c09_o_q3_sciimg.fits
 58263.27016        ztfg  1660.88318  1662.40450    30.00000         128    99.00000    99.00000    20.20073         626          34   509.62506     1.37206           1  1237.60667   395.76114    26.32500     0.00003     0.03551     1.00147 ztf_20180525270023_000626_zg_c09_o_q3_sciimg.fits
 58266.21451        ztfi  2780.10015  3227.76365    30.00000         128    99.00000    99.00000    19.48032         626          34    85.75988     1.77058           1  1229.57760   431.72924    25.73534     0.00001     0.02687     1.00132 ztf_20180528214491_000626_zi_c09_o_q3_sciimg.fits
 58266.27124        ztfr  1631.05138  1997.62276    30.00000         128    99.00000    99.00000    20.00129         626          34   -22.65673     1.36254           1  1235.45273   410.04184    26.27500     0.00002     0.03182     1.00130 ztf_20180528271238_000626_zr_c09_o_q3_sciimg.fits
 58267.29676        ztfr  3634.58688  2220.92980    30.00000         128    99.00000    99.00000    19.88624         626          34   -22.65673     1.36254           0  1238.47679   403.73189    26.27500     0.00002     0.03259     1.00128 ztf_20180529296736_000626_zr_c09_o_q3_sciimg.fits
 58269.18889        ztfr  6181.19050  1603.64456    30.00000        1024    99.00000    99.00000    20.23980         626          34   -22.65673     1.36254           0  1226.37169   441.76198    26.27500     0.00002     0.03357     1.00145 ztf_20180531188819_000626_zr_c09_o_q3_sciimg.fits
 58269.18980        ztfr  5798.94374  1813.59776    30.00000           0    99.00000    99.00000    20.10622         626          34   -22.65673     1.36254           0  1226.95146   441.59404    26.27500     0.00003     0.03390     1.00341 ztf_20180531189792_000626_zr_c09_o_q3_sciimg.fits
 58269.25265        ztfg  3355.10084  2583.88398    30.00000           0    99.00000    99.00000    19.72189         626          34   509.62506     1.37206           0  1234.80315   435.41641    26.32500     0.00005     0.04289     1.00090 ztf_20180531252523_000626_zg_c09_o_q3_sciimg.fits
 58269.25410        ztfg  2993.30297  2438.02813    30.00000           0    99.00000    99.00000    19.78498         626          34   509.62506     1.37206           0  1235.01970   434.62178    26.32500     0.00004     0.03797     1.00129 ztf_20180531254074_000626_zg_c09_o_q3_sciimg.fits
