3.7107e+03	9.9044e-17
3.7137e+03	1.8869e-16
3.7167e+03	8.5180e-17
3.7196e+03	2.9388e-17
3.7226e+03	-1.3518e-18
3.7256e+03	1.0440e-16
3.7285e+03	7.8302e-18
3.7315e+03	1.2742e-16
3.7345e+03	5.2731e-17
3.7374e+03	8.2064e-17
3.7404e+03	4.6240e-17
3.7434e+03	5.9584e-17
3.7464e+03	6.8202e-17
3.7493e+03	-2.2684e-18
3.7523e+03	-3.0513e-17
3.7553e+03	5.6124e-18
3.7582e+03	2.3289e-17
3.7612e+03	4.6966e-18
3.7642e+03	4.2025e-17
3.7671e+03	8.8849e-17
3.7701e+03	2.1366e-17
3.7731e+03	-5.2769e-18
3.7761e+03	2.5693e-17
3.7790e+03	4.4957e-17
3.7820e+03	-1.4000e-17
3.7850e+03	-2.8154e-18
3.7879e+03	4.1314e-18
3.7909e+03	1.2293e-16
3.7939e+03	1.0131e-16
3.7968e+03	9.5293e-17
3.7998e+03	4.1236e-17
3.8028e+03	9.2553e-17
3.8058e+03	5.2406e-17
3.8087e+03	6.9270e-17
3.8117e+03	2.9753e-17
3.8147e+03	7.3953e-17
3.8176e+03	7.5280e-17
3.8206e+03	-1.8752e-18
3.8236e+03	5.3779e-17
3.8265e+03	1.0278e-16
3.8295e+03	5.8455e-17
3.8325e+03	3.0324e-17
3.8355e+03	3.2661e-17
3.8384e+03	3.7511e-17
3.8414e+03	7.7943e-17
3.8444e+03	5.3049e-17
3.8473e+03	3.1281e-17
3.8503e+03	4.3319e-17
3.8533e+03	9.8082e-17
3.8562e+03	-1.1824e-18
3.8592e+03	5.4899e-17
3.8622e+03	2.3763e-17
3.8652e+03	6.5963e-17
3.8681e+03	1.0012e-16
3.8711e+03	3.8327e-17
3.8741e+03	7.6987e-17
3.8770e+03	6.4753e-17
3.8800e+03	9.4253e-17
3.8830e+03	7.6111e-17
3.8859e+03	1.6466e-16
3.8889e+03	1.0589e-16
3.8919e+03	8.4891e-17
3.8949e+03	5.8861e-17
3.8978e+03	7.5990e-17
3.9008e+03	1.7304e-16
3.9038e+03	1.2963e-16
3.9067e+03	1.4159e-16
3.9097e+03	1.5520e-16
3.9127e+03	7.2419e-17
3.9156e+03	1.1040e-16
3.9186e+03	1.9401e-16
3.9216e+03	1.1235e-16
3.9246e+03	1.1645e-16
3.9275e+03	2.0347e-16
3.9305e+03	2.0627e-16
3.9335e+03	1.5324e-16
3.9364e+03	8.4982e-17
3.9394e+03	1.8874e-16
3.9424e+03	1.9215e-16
3.9453e+03	1.5141e-16
3.9483e+03	1.6715e-16
3.9513e+03	3.6195e-17
3.9543e+03	4.3418e-17
