3.8000e+03	1.5744e-16
3.8030e+03	1.8249e-16
3.8061e+03	1.5758e-16
3.8091e+03	5.4368e-17
3.8122e+03	-2.5009e-18
3.8152e+03	1.9315e-16
3.8182e+03	1.4486e-17
3.8213e+03	2.3574e-16
3.8243e+03	9.7552e-17
3.8274e+03	1.5182e-16
3.8304e+03	8.5544e-17
3.8335e+03	1.1023e-16
3.8365e+03	1.2617e-16
3.8395e+03	-4.1965e-18
3.8426e+03	-5.6450e-17
3.8456e+03	1.0383e-17
3.8487e+03	4.3085e-17
3.8517e+03	8.6888e-18
3.8547e+03	7.7747e-17
3.8578e+03	1.6437e-16
3.8608e+03	3.9527e-17
3.8639e+03	-9.7623e-18
3.8669e+03	4.7533e-17
3.8700e+03	8.3171e-17
3.8730e+03	-2.5899e-17
3.8760e+03	-5.2085e-18
3.8791e+03	7.6430e-18
3.8821e+03	2.2743e-16
3.8852e+03	1.8743e-16
3.8882e+03	1.7629e-16
3.8912e+03	7.6286e-17
3.8943e+03	1.7122e-16
3.8973e+03	9.6951e-17
3.9004e+03	1.2815e-16
3.9034e+03	5.5044e-17
3.9064e+03	1.3681e-16
3.9095e+03	1.3927e-16
3.9125e+03	-3.4691e-18
3.9156e+03	9.9492e-17
3.9186e+03	1.9014e-16
3.9217e+03	1.0814e-16
3.9247e+03	5.6100e-17
3.9277e+03	6.0423e-17
3.9308e+03	6.9396e-17
3.9338e+03	1.4419e-16
3.9369e+03	9.8140e-17
3.9399e+03	5.7870e-17
3.9429e+03	8.0141e-17
3.9460e+03	1.8145e-16
3.9490e+03	-2.1874e-18
3.9521e+03	1.0156e-16
3.9551e+03	4.3962e-17
3.9582e+03	1.2203e-16
3.9612e+03	1.8522e-16
3.9642e+03	7.0906e-17
3.9673e+03	1.4243e-16
3.9703e+03	1.1979e-16
3.9734e+03	1.7437e-16
3.9764e+03	1.4081e-16
3.9794e+03	2.7359e-16
3.9825e+03	1.9590e-16
3.9855e+03	1.5705e-16
3.9886e+03	1.0889e-16
3.9916e+03	1.4058e-16
3.9947e+03	3.2012e-16
3.9977e+03	2.3982e-16
4.0007e+03	2.6194e-16
4.0038e+03	2.8712e-16
4.0068e+03	1.3398e-16
4.0099e+03	2.0423e-16
4.0129e+03	3.5892e-16
4.0159e+03	2.0785e-16
4.0190e+03	2.1544e-16
4.0220e+03	3.7642e-16
4.0251e+03	3.8160e-16
4.0281e+03	2.8349e-16
4.0311e+03	1.5722e-16
4.0342e+03	3.4917e-16
4.0372e+03	3.5548e-16
4.0403e+03	2.8010e-16
4.0433e+03	3.0922e-16
4.0464e+03	6.6960e-17
4.0494e+03	8.0323e-17
4.0524e+03	2.6163e-16
4.0555e+03	2.9116e-16
4.0585e+03	2.2507e-16
4.0616e+03	2.0066e-16
4.0646e+03	2.4179e-17
4.0676e+03	5.9373e-17
4.0707e+03	9.9330e-17
4.0737e+03	6.5677e-17
4.0768e+03	1.6366e-16
4.0798e+03	1.5156e-16
4.0829e+03	2.0592e-16
4.0859e+03	1.1858e-16
4.0889e+03	8.8765e-17
4.0920e+03	5.1491e-17
4.0950e+03	1.8411e-16
