3.2950e+03	-3.7425e-18
3.2979e+03	4.4685e-17
3.3008e+03	3.9385e-17
3.3037e+03	8.2587e-17
3.3066e+03	4.1651e-17
3.3095e+03	-1.1467e-17
3.3124e+03	-2.4682e-17
3.3153e+03	1.2517e-17
3.3183e+03	5.1420e-17
3.3212e+03	8.8959e-17
3.3241e+03	5.4239e-17
3.3270e+03	3.0887e-17
3.3299e+03	-7.8749e-18
3.3328e+03	4.6231e-18
3.3357e+03	2.5957e-17
3.3386e+03	3.6171e-17
3.3415e+03	1.3405e-17
3.3444e+03	1.0807e-17
3.3473e+03	1.1069e-17
3.3502e+03	3.0310e-18
3.3531e+03	1.1619e-17
3.3560e+03	3.5797e-17
3.3589e+03	6.2449e-17
3.3619e+03	5.0234e-17
3.3648e+03	1.1881e-17
3.3677e+03	-1.2530e-17
3.3706e+03	2.2880e-18
3.3735e+03	3.2803e-17
3.3764e+03	5.0846e-17
3.3793e+03	4.0338e-17
3.3822e+03	3.2250e-17
3.3851e+03	3.9669e-17
3.3880e+03	2.2168e-17
3.3909e+03	1.1129e-17
3.3938e+03	2.2403e-17
3.3967e+03	6.3029e-17
3.3996e+03	5.6976e-17
3.4025e+03	1.8059e-17
3.4055e+03	-7.7616e-20
3.4084e+03	-4.2916e-18
3.4113e+03	6.3362e-17
3.4142e+03	8.0014e-17
3.4171e+03	6.2150e-17
3.4200e+03	2.2080e-17
3.4229e+03	1.6289e-17
3.4258e+03	8.8161e-18
3.4287e+03	3.5974e-17
3.4316e+03	5.8138e-17
3.4345e+03	6.7648e-17
3.4374e+03	5.6521e-17
3.4403e+03	1.7271e-17
3.4432e+03	3.1883e-17
3.4462e+03	5.0017e-17
3.4491e+03	5.2753e-17
3.4520e+03	5.0864e-17
3.4549e+03	4.7714e-17
3.4578e+03	1.1806e-17
3.4607e+03	1.6025e-17
3.4636e+03	4.3546e-17
3.4665e+03	4.6353e-17
3.4694e+03	3.9556e-17
3.4723e+03	3.4045e-17
3.4752e+03	2.9397e-17
3.4781e+03	3.1325e-17
3.4810e+03	1.9050e-17
3.4839e+03	1.2606e-17
3.4868e+03	2.1505e-17
3.4898e+03	2.2035e-17
3.4927e+03	2.5154e-17
3.4956e+03	3.1771e-17
3.4985e+03	3.3338e-17
3.5014e+03	3.3732e-17
3.5043e+03	3.0442e-17
3.5072e+03	1.8313e-17
3.5101e+03	2.0553e-17
3.5130e+03	2.6749e-17
3.5159e+03	2.9455e-17
3.5188e+03	3.0357e-17
3.5217e+03	3.9156e-17
3.5246e+03	3.4008e-17
3.5275e+03	2.7059e-17
3.5304e+03	2.5829e-17
3.5334e+03	2.2421e-17
3.5363e+03	2.9591e-17
3.5392e+03	3.0528e-17
3.5421e+03	4.1504e-17
3.5450e+03	3.3378e-17
3.5479e+03	2.0149e-17
3.5508e+03	2.4350e-17
3.5537e+03	3.6045e-17
3.5566e+03	3.8943e-17
3.5595e+03	4.2927e-17
3.5624e+03	3.4685e-17
3.5653e+03	2.2363e-17
3.5682e+03	1.6493e-17
3.5711e+03	2.4800e-17
3.5740e+03	3.1559e-17
3.5770e+03	3.5825e-17
3.5799e+03	3.9835e-17
3.5828e+03	3.3801e-17
3.5857e+03	2.8652e-17
3.5886e+03	2.2558e-17
3.5915e+03	2.2016e-17
3.5944e+03	3.8516e-17
3.5973e+03	4.4906e-17
3.6002e+03	4.0661e-17
3.6031e+03	3.4274e-17
3.6060e+03	2.3446e-17
3.6089e+03	3.4252e-17
3.6118e+03	4.6734e-17
3.6147e+03	4.0418e-17
3.6176e+03	3.4358e-17
3.6206e+03	3.0308e-17
3.6235e+03	3.1564e-17
3.6264e+03	3.1162e-17
3.6293e+03	3.9708e-17
3.6322e+03	3.7151e-17
3.6351e+03	3.5079e-17
3.6380e+03	2.8560e-17
3.6409e+03	2.5832e-17
3.6438e+03	2.4748e-17
3.6467e+03	3.6099e-17
3.6496e+03	3.5172e-17
3.6525e+03	3.1801e-17
3.6554e+03	3.9063e-17
3.6583e+03	3.2244e-17
3.6612e+03	2.2171e-17
3.6642e+03	3.1523e-17
3.6671e+03	3.5553e-17
3.6700e+03	3.9909e-17
3.6729e+03	3.6841e-17
3.6758e+03	2.7978e-17
3.6787e+03	2.9652e-17
3.6816e+03	3.1760e-17
3.6845e+03	3.5322e-17
3.6874e+03	3.6014e-17
3.6903e+03	3.5339e-17
3.6932e+03	4.0339e-17
