time	flux	flux_err	mag	mag_err	zp	band
58970.39	0.0	0.0			-20.818	ZTF_g
58970.49	0.0	0.0			-20.818	ZTF_g
58970.59	0.0	0.0			-20.818	ZTF_g
58970.69	0.0	0.0			-20.818	ZTF_g
58970.79	0.0	0.0			-20.818	ZTF_g
58970.89	0.0	0.0			-20.818	ZTF_g
58970.99	0.0	0.0			-20.818	ZTF_g
58971.09	0.0	0.0			-20.818	ZTF_g
58971.19	0.0	0.0			-20.818	ZTF_g
58971.29	0.0	0.0			-20.818	ZTF_g
58971.39	0.0	0.0			-20.818	ZTF_g
58971.49	0.0	0.0			-20.818	ZTF_g
58971.59	0.0	0.0			-20.818	ZTF_g
58971.69	0.0	0.0			-20.818	ZTF_g
58971.79	0.0	0.0			-20.818	ZTF_g
58971.89	0.0	0.0			-20.818	ZTF_g
58971.99	-1.7553480117647925e-20	-2.7661865323786893e-21			-20.818	ZTF_g
58972.09	-2.0364824444043852e-19	-3.2021930097712345e-20			-20.818	ZTF_g
58972.19	-3.4720001881867775e-19	-5.447234029675622e-20			-20.818	ZTF_g
58972.29	-4.471675074149822e-19	-6.999655417107139e-20			-20.818	ZTF_g
58972.39	-5.030103119246391e-19	-7.855501651828833e-20			-20.818	ZTF_g
58972.49	-5.14950333636032e-19	-8.022935558848294e-20			-20.818	ZTF_g
58972.59	-4.842368309957506e-19	-7.52621886688704e-20			-20.818	ZTF_g
58972.69	-4.134146900174153e-19	-6.409674452672422e-20			-20.818	ZTF_g
58972.79	-3.065968622432552e-19	-4.74164065899534e-20			-20.818	ZTF_g
58972.89	-1.6974046414798988e-19	-2.6184052018806223e-20			-20.818	ZTF_g
58972.99	-1.0927085530147492e-20	-1.6812251581993843e-21			-20.818	ZTF_g
58973.09	1.5936553279598332e-19	2.4454872390073712e-20	26.176	0.167	-20.818	ZTF_g
58973.19	3.2826235678179843e-19	5.023666698412531e-20	25.391	0.166	-20.818	ZTF_g
58973.29	4.812382473300646e-19	7.344593302685749e-20	24.976	0.166	-20.818	ZTF_g
58973.39	6.032301081863966e-19	9.180736919090797e-20	24.731	0.165	-20.818	ZTF_g
58973.49	6.797832082719774e-19	1.0316462702740891e-19	24.601	0.165	-20.818	ZTF_g
58973.59	6.982127593791413e-19	1.0565567751835518e-19	24.572	0.164	-20.818	ZTF_g
58973.69	6.487808340518194e-19	9.788733123040843e-20	24.652	0.164	-20.818	ZTF_g
58973.79	5.25890165831673e-19	7.91089460848186e-20	24.88	0.163	-20.818	ZTF_g
58973.89	3.2929512430498472e-19	4.9385163673582214e-20	25.388	0.163	-20.818	ZTF_g
58973.99	6.533006741329559e-20	9.76750074084129e-21	27.144	0.162	-20.818	ZTF_g
58974.09	-2.518559060797171e-19	-3.7537043908665365e-20			-20.818	ZTF_g
58974.19	-5.994262285513442e-19	-8.905526929914419e-20			-20.818	ZTF_g
58974.29	-9.463424791733672e-19	-1.4014140639812666e-19			-20.818	ZTF_g
58974.39	-1.2547140043769524e-18	-1.851976139204349e-19			-20.818	ZTF_g
58974.49	-1.4812367461459912e-18	-2.179043065632051e-19			-20.818	ZTF_g
58974.59	-1.5786518516865806e-18	-2.3144964816488485e-19			-20.818	ZTF_g
58974.69	-1.497224005279056e-18	-2.1875794691048045e-19			-20.818	ZTF_g
58974.79	-1.1862411970138026e-18	-1.727169502186959e-19			-20.818	ZTF_g
58974.89	-5.955357883398564e-19	-8.64037634361416e-20			-20.818	ZTF_g
58974.99	3.22971680435033e-19	4.669065092010937e-20	25.409	0.157	-20.818	ZTF_g
58975.09	1.613710224628081e-18	2.324392647499253e-19	23.662	0.156	-20.818	ZTF_g
58975.19	3.3160698552995223e-18	4.7588687948179475e-19	22.88	0.156	-20.818	ZTF_g
58975.29	5.463939243650098e-18	7.811952250278838e-19	22.338	0.155	-20.818	ZTF_g
58975.39	8.086011796126381e-18	1.1516994097683831e-18	21.913	0.155	-20.818	ZTF_g
58975.49	1.1206188354760169e-17	1.5899774916100481e-18	21.558	0.154	-20.818	ZTF_g
58975.59	1.4843984593874316e-17	2.097919744992375e-18	21.253	0.153	-20.818	ZTF_g
58975.69	1.9014943034655788e-17	2.676797525646881e-18	20.984	0.153	-20.818	ZTF_g
58975.79	2.3731050140743134e-17	3.3273317099754744e-18	20.744	0.152	-20.818	ZTF_g
58975.89	2.9001158535668037e-17	4.0497606232906994e-18	20.526	0.152	-20.818	ZTF_g
58975.99	3.4831415099932056e-17	4.8439074694513556e-18	20.327	0.151	-20.818	ZTF_g
58976.09	4.1225694595727434e-17	5.709247115678084e-18	20.144	0.15	-20.818	ZTF_g
58976.19	4.818602650265368e-17	6.6449704360300045e-18	19.975	0.15	-20.818	ZTF_g
58976.29	5.571294411653815e-17	7.650036422093328e-18	19.817	0.149	-20.818	ZTF_g
58976.39	6.380574926868905e-17	8.723211398502392e-18	19.67	0.148	-20.818	ZTF_g
58976.49	7.246276625160147e-17	9.863105643106541e-18	19.532	0.148	-20.818	ZTF_g
58976.59	8.168160007131355e-17	1.106820944240644e-17	19.402	0.147	-20.818	ZTF_g
58976.69	9.14593990439732e-17	1.2336928500482692e-17	19.279	0.146	-20.818	ZTF_g
58976.79	1.0179312264435185e-16	1.3667618735133988e-17	19.163	0.146	-20.818	ZTF_g
58976.89	1.1267981372589685e-16	1.505862024676467e-17	19.052	0.145	-20.818	ZTF_g
58976.99	1.2411687619972178e-16	1.6508290506086616e-17	18.947	0.144	-20.818	ZTF_g
58977.09	1.361023578281904e-16	1.8015036605072236e-17	18.847	0.144	-20.818	ZTF_g
58977.19	1.4863521914465245e-16	1.9577343953738452e-17	18.752	0.143	-20.818	ZTF_g
58977.29	1.6171543786235756e-16	2.11937816426642e-17	18.66	0.142	-20.818	ZTF_g
58977.39	1.7534387953111086e-16	2.286297610131706e-17	18.572	0.142	-20.818	ZTF_g
58977.49	1.8952211568115818e-16	2.4583577578927694e-17	18.488	0.141	-20.818	ZTF_g
58977.59	2.0425224378195792e-16	2.6354226675352718e-17	18.407	0.14	-20.818	ZTF_g
58977.69	2.1953670957082445e-16	2.817352103972448e-17	18.328	0.139	-20.818	ZTF_g
58977.79	2.353781324002272e-16	3.0039982322623886e-17	18.253	0.139	-20.818	ZTF_g
58977.89	2.5177913491011273e-16	3.1952023464971705e-17	18.179	0.138	-20.818	ZTF_g
58977.99	2.687421781543237e-16	3.390791643053573e-17	18.109	0.137	-20.818	ZTF_g
58978.09	2.8626940319016166e-16	3.590576049006869e-17	18.04	0.136	-20.818	ZTF_g
58978.19	3.043624853690382e-16	3.794345182603227e-17	17.973	0.135	-20.818	ZTF_g
58978.29	3.2302255499645393e-16	4.001866108195268e-17	17.909	0.135	-20.818	ZTF_g
58978.39	3.422502342866164e-16	4.212882477814308e-17	17.846	0.134	-20.818	ZTF_g
58978.49	3.6204570554519915e-16	4.427114174148626e-17	17.785	0.133	-20.818	ZTF_g
58978.59	3.8240875233662657e-16	4.6442571560893197e-17	17.726	0.132	-20.818	ZTF_g
58978.69	4.0333878349576703e-16	4.863983459632271e-17	17.668	0.131	-20.818	ZTF_g
58978.79	4.2483484891895996e-16	5.085941317016946e-17	17.611	0.13	-20.818	ZTF_g
58978.89	4.468956468246699e-16	5.30975540246771e-17	17.556	0.129	-20.818	ZTF_g
58978.99	4.695195213964905e-16	5.5350272100423286e-17	17.503	0.128	-20.818	ZTF_g
58979.09	4.92704449360786e-16	5.761335564628819e-17	17.451	0.127	-20.818	ZTF_g
58979.19	5.16448020835886e-16	5.98823734597117e-17	17.399	0.126	-20.818	ZTF_g
58979.29	5.407475155326803e-16	6.215269600954681e-17	17.349	0.125	-20.818	ZTF_g
58979.39	5.656002244141028e-16	6.44195469233831e-17	17.301	0.124	-20.818	ZTF_g
58979.49	5.910038659001636e-16	6.667806596852978e-17	17.253	0.122	-20.818	ZTF_g
58979.59	6.169569936850703e-16	6.892337098990455e-17	17.206	0.121	-20.818	ZTF_g
58979.69	6.434593959863614e-16	7.11506179774383e-17	17.161	0.12	-20.818	ZTF_g
58979.79	6.705124861583156e-16	7.335505906226019e-17	17.116	0.119	-20.818	ZTF_g
58979.89	6.981196796679466e-16	7.553209816434684e-17	17.072	0.117	-20.818	ZTF_g
58979.99	7.262867568342449e-16	7.767734416347517e-17	17.029	0.116	-20.818	ZTF_g
58980.09	7.550222095313132e-16	7.978666132642909e-17	16.987	0.115	-20.818	ZTF_g
58980.19	7.843375616336242e-16	8.185621592207351e-17	16.946	0.113	-20.818	ZTF_g
58980.29	8.142474256267243e-16	8.388249472110737e-17	16.905	0.112	-20.818	ZTF_g
58980.39	8.447687705186976e-16	8.58622437402491e-17	16.865	0.11	-20.818	ZTF_g
58980.49	8.759198030314228e-16	8.779236787903969e-17	16.826	0.109	-20.818	ZTF_g
58980.59	9.077188843740344e-16	8.966983405948333e-17	16.787	0.107	-20.818	ZTF_g
58980.69	9.40183457411897e-16	9.149158312983394e-17	16.749	0.106	-20.818	ZTF_g
58980.79	9.733289697747054e-16	9.325445157287815e-17	16.711	0.104	-20.818	ZTF_g
58980.89	1.0071677925735642e-15	9.495510371107148e-17	16.674	0.102	-20.818	ZTF_g
58980.99	1.0417081345473012e-15	9.658997496184658e-17	16.638	0.101	-20.818	ZTF_g
58981.09	1.076952952565278e-15	9.815522663187336e-17	16.601	0.099	-20.818	ZTF_g
58981.19	1.1128988638495314e-15	9.96467129303258e-17	16.566	0.097	-20.818	ZTF_g
58981.29	1.1495352346792026e-15	1.0105997548356247e-16	16.531	0.095	-20.818	ZTF_g
58981.39	1.1868440114075987e-15	1.0239031182575943e-16	16.496	0.094	-20.818	ZTF_g
58981.49	1.2248000958240746e-15	1.03632891879608e-16	16.462	0.092	-20.818	ZTF_g
58981.59	1.2633717854187833e-15	1.0478287589132702e-16	16.428	0.09	-20.818	ZTF_g
58981.69	1.3025212123868374e-15	1.0583552751839672e-16	16.395	0.088	-20.818	ZTF_g
58981.79	1.3422047932792097e-15	1.0678632047404655e-16	16.362	0.086	-20.818	ZTF_g
58981.89	1.3823736981856832e-15	1.0763103690098284e-16	16.33	0.085	-20.818	ZTF_g
58981.99	1.422974342377497e-15	1.0836585558306611e-16	16.299	0.083	-20.818	ZTF_g
58982.09	1.4639489015489614e-15	1.0898742782042391e-16	16.268	0.081	-20.818	ZTF_g
58982.19	1.505235852394825e-15	1.0949293869293654e-16	16.238	0.079	-20.818	ZTF_g
58982.29	1.546770519182499e-15	1.0988014980677113e-16	16.208	0.077	-20.818	ZTF_g
58982.39	1.5884855301443021e-15	1.1014741447603142e-16	16.18	0.075	-20.818	ZTF_g
58982.49	1.6303111918776282e-15	1.1029366461736217e-16	16.151	0.073	-20.818	ZTF_g
58982.59	1.6721758782575627e-15	1.1031837435296824e-16	16.124	0.072	-20.818	ZTF_g
58982.69	1.7140064514896073e-15	1.1022149903176169e-16	16.097	0.07	-20.818	ZTF_g
58982.79	1.7557287167182326e-15	1.1000338734176693e-16	16.071	0.068	-20.818	ZTF_g
58982.89	1.7972679121208704e-15	1.0966466456628147e-16	16.045	0.066	-20.818	ZTF_g
58982.99	1.838549235591816e-15	1.0920608550531462e-16	16.021	0.064	-20.818	ZTF_g
58983.09	1.879498409755277e-15	1.0862835634682776e-16	15.997	0.063	-20.818	ZTF_g
58983.19	1.920042286653675e-15	1.0793192567456124e-16	15.974	0.061	-20.818	ZTF_g
58983.29	1.9601094930002852e-15	1.0711674590020572e-16	15.951	0.059	-20.818	ZTF_g
58983.39	1.9996311115627302e-15	1.061820074417519e-16	15.93	0.058	-20.818	ZTF_g
58983.49	2.038541378219712e-15	1.0512586199382848e-16	15.909	0.056	-20.818	ZTF_g
58983.59	2.076778227522633e-15	1.0394524356111853e-16	15.888	0.054	-20.818	ZTF_g
58983.69	2.1142836224939473e-15	1.0263583661394464e-16	15.869	0.053	-20.818	ZTF_g
58983.79	2.1510038342207432e-15	1.0119210059174096e-16	15.85	0.051	-20.818	ZTF_g
58983.89	2.1868897084664264e-15	9.960732984235561e-17	15.832	0.049	-20.818	ZTF_g
58983.99	2.221896919486474e-15	9.787374775973892e-17	15.815	0.048	-20.818	ZTF_g
58984.09	2.2559862113720477e-15	9.598263292833257e-17	15.799	0.046	-20.818	ZTF_g
58984.19	2.2891236267664064e-15	9.392447412492301e-17	15.783	0.045	-20.818	ZTF_g
58984.29	2.3212807007482606e-15	9.168914950392399e-17	15.768	0.043	-20.818	ZTF_g
58984.39	2.352434402903825e-15	8.926611785741142e-17	15.753	0.041	-20.818	ZTF_g
58984.49	2.3825666900435666e-15	8.664461555915539e-17	15.739	0.039	-20.818	ZTF_g
58984.59	2.411663962899374e-15	8.381387029443037e-17	15.726	0.038	-20.818	ZTF_g
58984.69	2.4397165340719047e-15	8.076333418241397e-17	15.714	0.036	-20.818	ZTF_g
58984.79	2.466718114292092e-15	7.748293635487893e-17	15.702	0.034	-20.818	ZTF_g
58984.89	2.4926653197893213e-15	7.396335781231108e-17	15.69	0.032	-20.818	ZTF_g
58984.99	2.517557205064019e-15	7.019633603576056e-17	15.68	0.03	-20.818	ZTF_g
58985.09	2.5413948240247963e-15	6.617501440154198e-17	15.669	0.028	-20.818	ZTF_g
58985.19	2.5641808230522023e-15	6.189436484663067e-17	15.66	0.026	-20.818	ZTF_g
58985.29	2.5859190782918043e-15	5.735173746037547e-17	15.65	0.024	-20.818	ZTF_g
58985.39	2.6066145074602733e-15	5.254764284423882e-17	15.642	0.022	-20.818	ZTF_g
58985.49	2.6262732049375457e-15	4.748697772164138e-17	15.634	0.02	-20.818	ZTF_g
58985.59	2.6449027151186667e-15	4.218113985514829e-17	15.626	0.017	-20.818	ZTF_g
58985.69	2.6625123631902094e-15	3.6652091836090577e-17	15.619	0.015	-20.818	ZTF_g
58985.79	2.6791136263416075e-15	3.094112100327042e-17	15.612	0.013	-20.818	ZTF_g
58985.89	2.6947205335243817e-15	2.5130262064013024e-17	15.606	0.01	-20.818	ZTF_g
58985.99	2.709350093331835e-15	1.9402706236469662e-17	15.6	0.008	-20.818	ZTF_g
58986.09	2.723022750723335e-15	1.423751066594185e-17	15.594	0.006	-20.818	ZTF_g
58986.19	2.735762872727732e-15	1.0979396704585279e-17	15.589	0.004	-20.818	ZTF_g
58986.29	2.7475992670795115e-15	1.1821346854538348e-17	15.585	0.005	-20.818	ZTF_g
58986.39	2.758565720706025e-15	1.6408764144402053e-17	15.58	0.006	-20.818	ZTF_g
58986.49	2.7687012336533765e-15	2.2738792323352975e-17	15.576	0.009	-20.818	ZTF_g
58986.59	2.7780498329277e-15	2.9835596274423774e-17	15.573	0.012	-20.818	ZTF_g
58986.69	2.7866602503221548e-15	3.734386662205094e-17	15.569	0.015	-20.818	ZTF_g
58986.79	2.7945855175328832e-15	4.511324154444678e-17	15.566	0.018	-20.818	ZTF_g
58986.89	2.8018824760167944e-15	5.306569236772285e-17	15.563	0.021	-20.818	ZTF_g
58986.99	2.808611200150209e-15	6.115266297347803e-17	15.561	0.024	-20.818	ZTF_g
58987.09	2.8148343329504148e-15	6.933914905143135e-17	15.558	0.027	-20.818	ZTF_g
58987.19	2.820616333042491e-15	7.759693538175638e-17	15.556	0.03	-20.818	ZTF_g
58987.29	2.826022631068232e-15	8.590136784208034e-17	15.554	0.033	-20.818	ZTF_g
58987.39	2.831118621571807e-15	9.422964208485359e-17	15.552	0.036	-20.818	ZTF_g
58987.49	2.8359682948118347e-15	1.0255979587810861e-16	15.55	0.039	-20.818	ZTF_g
58987.59	2.84063276926143e-15	1.1087008355222709e-16	15.548	0.042	-20.818	ZTF_g
58987.69	2.845169600335873e-15	1.1913871431705214e-16	15.547	0.045	-20.818	ZTF_g
58987.79	2.8496327838892547e-15	1.2734384022200933e-16	15.545	0.049	-20.818	ZTF_g
58987.89	2.854072852884729e-15	1.3546361740397682e-16	15.543	0.052	-20.818	ZTF_g
58987.99	2.858536989469621e-15	1.4347629719441522e-16	15.542	0.054	-20.818	ZTF_g
58988.09	2.8630691510441686e-15	1.5136033097458943e-16	15.54	0.057	-20.818	ZTF_g
58988.19	2.867710208077272e-15	1.590944789581991e-16	15.538	0.06	-20.818	ZTF_g
58988.29	2.8724980920817242e-15	1.666579168338914e-16	15.536	0.063	-20.818	ZTF_g
58988.39	2.877467923019718e-15	1.740303347340951e-16	15.534	0.066	-20.818	ZTF_g
58988.49	2.8826520033623863e-15	1.8119201875051438e-16	15.532	0.068	-20.818	ZTF_g
58988.59	2.8880797045484515e-15	1.881239132485597e-16	15.53	0.071	-20.818	ZTF_g
58988.69	2.893777347976794e-15	1.9480766890649573e-16	15.528	0.073	-20.818	ZTF_g
58988.79	2.8997680909120787e-15	2.0122567760309498e-16	15.526	0.075	-20.818	ZTF_g
58988.89	2.9060718147415782e-15	2.0736109497026414e-16	15.524	0.077	-20.818	ZTF_g
58988.99	2.9127050118581738e-15	2.13197851610556e-16	15.521	0.079	-20.818	ZTF_g
58989.09	2.9196806684541237e-15	2.187206542272455e-16	15.519	0.081	-20.818	ZTF_g
58989.19	2.9270081407060263e-15	2.2391497805849667e-16	15.516	0.083	-20.818	ZTF_g
58989.29	2.9346930219579356e-15	2.2876705210168146e-16	15.513	0.085	-20.818	ZTF_g
58989.39	2.9427370234275185e-15	2.3326384063712136e-16	15.51	0.086	-20.818	ZTF_g
58989.49	2.9511380045971213e-15	2.373930338192256e-16	15.507	0.087	-20.818	ZTF_g
58989.59	2.9598901693372547e-15	2.4114305077598916e-16	15.504	0.088	-20.818	ZTF_g
58989.69	2.9689842799033495e-15	2.4450304521838315e-16	15.5	0.089	-20.818	ZTF_g
58989.79	2.9784078556033305e-15	2.4746291197930156e-16	15.497	0.09	-20.818	ZTF_g
58989.89	2.988145356073097e-15	2.5001329492297527e-16	15.493	0.091	-20.818	ZTF_g
58989.99	2.9981783499202123e-15	2.5214559660968046e-16	15.49	0.091	-20.818	ZTF_g
58990.09	3.0084856698668593e-15	2.538519900780274e-16	15.486	0.092	-20.818	ZTF_g
58990.19	3.0190435554878572e-15	2.551254330537749e-16	15.482	0.092	-20.818	ZTF_g
58990.29	3.029825784300226e-15	2.5595968481658173e-16	15.478	0.092	-20.818	ZTF_g
58990.39	3.040803807860515e-15	2.563493272501968e-16	15.474	0.092	-20.818	ZTF_g
58990.49	3.0519470170413625e-15	2.562898005465247e-16	15.471	0.091	-20.818	ZTF_g
58990.59	3.0632231956539108e-15	2.55777458031634e-16	15.467	0.091	-20.818	ZTF_g
58990.69	3.074599014781731e-15	2.5480962654485334e-16	15.462	0.09	-20.818	ZTF_g
58990.79	3.0860405248322766e-15	2.5338466749155163e-16	15.458	0.089	-20.818	ZTF_g
58990.89	3.097513646520497e-15	2.5150203742729347e-16	15.454	0.088	-20.818	ZTF_g
58990.99	3.1089846621439483e-15	2.491623470671796e-16	15.45	0.087	-20.818	ZTF_g
58991.09	3.1204207087413016e-15	2.4636741767219164e-16	15.446	0.086	-20.818	ZTF_g
58991.19	3.1317902743865517e-15	2.4312033378991536e-16	15.442	0.084	-20.818	ZTF_g
58991.29	3.1430636981791548e-15	2.3942549135507046e-16	15.439	0.083	-20.818	ZTF_g
58991.39	3.1542136530198283e-15	2.3528864008700117e-16	15.435	0.081	-20.818	ZTF_g
58991.49	3.165215368929582e-15	2.307169087829326e-16	15.431	0.079	-20.818	ZTF_g
58991.59	3.1760463814074007e-15	2.2571879994118634e-16	15.427	0.077	-20.818	ZTF_g
58991.69	3.1866861275358845e-15	2.203041768050668e-16	15.424	0.075	-20.818	ZTF_g
58991.79	3.197115532725092e-15	2.1448425488410683e-16	15.42	0.073	-20.818	ZTF_g
58991.89	3.2073165912202594e-15	2.082715996259653e-16	15.417	0.071	-20.818	ZTF_g
58991.99	3.2172719403339615e-15	2.0168013169790734e-16	15.413	0.068	-20.818	ZTF_g
58992.09	3.226964427794981e-15	1.9472514136892514e-16	15.41	0.066	-20.818	ZTF_g
58992.19	3.236376672425476e-15	1.8742331366637514e-16	15.407	0.063	-20.818	ZTF_g
58992.29	3.2454906180322962e-15	1.797927661759641e-16	15.404	0.06	-20.818	ZTF_g
58992.39	3.2542870891249624e-15	1.718531021812859e-16	15.401	0.057	-20.818	ZTF_g
58992.49	3.2627454822451936e-15	1.6362548853499791e-16	15.398	0.054	-20.818	ZTF_g
58992.59	3.270843797077815e-15	1.5513276905281734e-16	15.395	0.051	-20.818	ZTF_g
58992.69	3.2785588131140773e-15	1.4639960330837616e-16	15.393	0.048	-20.818	ZTF_g
58992.79	3.285866276918425e-15	1.3745262987770074e-16	15.39	0.045	-20.818	ZTF_g
58992.89	3.292741093757732e-15	1.2832066578929538e-16	15.388	0.042	-20.818	ZTF_g
58992.99	3.299157524359119e-15	1.1903496243309412e-16	15.386	0.039	-20.818	ZTF_g
58993.09	3.3050893870266593e-15	1.0962955219685641e-16	15.384	0.036	-20.818	ZTF_g
58993.19	3.310510266192965e-15	1.0014174529340432e-16	15.382	0.033	-20.818	ZTF_g
58993.29	3.3153937269345198e-15	9.061288300567598e-17	15.381	0.03	-20.818	ZTF_g
58993.39	3.319713538774013e-15	8.108954455089398e-17	15.379	0.027	-20.818	ZTF_g
58993.49	3.3234439573402244e-15	7.16255904957428e-17	15.378	0.023	-20.818	ZTF_g
58993.59	3.3265601754268674e-15	6.228582155540766e-17	15.377	0.02	-20.818	ZTF_g
58993.69	3.329038867800963e-15	5.315292358945536e-17	15.376	0.017	-20.818	ZTF_g
58993.79	3.3308587493216566e-15	4.4341518694645705e-17	15.376	0.014	-20.818	ZTF_g
58993.89	3.3320011424980124e-15	3.6028454545738347e-17	15.375	0.012	-20.818	ZTF_g
58993.99	3.332450552827216e-15	2.852093092000912e-17	15.375	0.009	-20.818	ZTF_g
58994.09	3.3321952523940726e-15	2.2400879530159797e-17	15.375	0.007	-20.818	ZTF_g
58994.19	3.331227870037619e-15	1.869552554102224e-17	15.375	0.006	-20.818	ZTF_g
58994.29	3.3295459879224904e-15	1.8442690551566023e-17	15.376	0.006	-20.818	ZTF_g
58994.39	3.3271527257925294e-15	2.1319844335302295e-17	15.377	0.007	-20.818	ZTF_g
58994.49	3.3240570918629526e-15	2.5915188273358693e-17	15.378	0.008	-20.818	ZTF_g
58994.59	3.3202736031658885e-15	3.1127609427479304e-17	15.379	0.01	-20.818	ZTF_g
58994.69	3.315821416263542e-15	3.638214593222806e-17	15.38	0.012	-20.818	ZTF_g
58994.79	3.310723410575378e-15	4.139040255523837e-17	15.382	0.014	-20.818	ZTF_g
58994.89	3.305005275748784e-15	4.599679999464915e-17	15.384	0.015	-20.818	ZTF_g
58994.99	3.2986946051773836e-15	5.010999012594352e-17	15.386	0.016	-20.818	ZTF_g
58995.09	3.2918199976163916e-15	5.367280480536415e-17	15.388	0.018	-20.818	ZTF_g
58995.19	3.2844101687831576e-15	5.664830581004902e-17	15.391	0.019	-20.818	ZTF_g
58995.29	3.2764930751031e-15	5.901282301172046e-17	15.393	0.02	-20.818	ZTF_g
58995.39	3.268095052788947e-15	6.075222272778287e-17	15.396	0.02	-20.818	ZTF_g
58995.49	3.2592400687357235e-15	6.185977230251715e-17	15.399	0.021	-20.818	ZTF_g
58995.59	3.249949495499137e-15	6.233487098119984e-17	15.402	0.021	-20.818	ZTF_g
58995.69	3.2402422901545765e-15	6.218231240821169e-17	15.406	0.021	-20.818	ZTF_g
58995.79	3.230135199599925e-15	6.14118451707733e-17	15.409	0.021	-20.818	ZTF_g
58995.89	3.219642976131337e-15	6.003789674939335e-17	15.412	0.02	-20.818	ZTF_g
58995.99	3.208778604185719e-15	5.807939768923716e-17	15.416	0.02	-20.818	ZTF_g
58996.09	3.1975535362774062e-15	5.555966936747437e-17	15.42	0.019	-20.818	ZTF_g
58996.19	3.1859779365452942e-15	5.250635352318422e-17	15.424	0.018	-20.818	ZTF_g
58996.29	3.174060929361798e-15	4.895137168927751e-17	15.428	0.017	-20.818	ZTF_g
58996.39	3.161810852325286e-15	4.493091170790911e-17	15.432	0.015	-20.818	ZTF_g
58996.49	3.1492355060154288e-15	4.0485450856859334e-17	15.436	0.014	-20.818	ZTF_g
58996.59	3.136342364261262e-15	3.565984981091481e-17	15.441	0.012	-20.818	ZTF_g
58996.69	3.123138734666745e-15	3.050361580528581e-17	15.445	0.011	-20.818	ZTF_g
58996.79	3.1096319082665867e-15	2.507162682643439e-17	15.45	0.009	-20.818	ZTF_g
58996.89	3.0958293075918437e-15	1.9426321553148383e-17	15.455	0.007	-20.818	ZTF_g
58996.99	3.0817386326666308e-15	1.3645827460639575e-17	15.46	0.005	-20.818	ZTF_g
58997.09	3.06736800412014e-15	7.868895888010014e-18	15.465	0.003	-20.818	ZTF_g
58997.19	3.052726102586282e-15	2.9146426284158518e-18	15.47	0.001	-20.818	ZTF_g
58997.29	3.037822304609615e-15	5.1723283228011675e-18	15.476	0.002	-20.818	ZTF_g
58997.39	3.0226668362552012e-15	1.068715645568124e-17	15.481	0.004	-20.818	ZTF_g
58997.49	3.0072709984142514e-15	1.6288712892130636e-17	15.487	0.006	-20.818	ZTF_g
58997.59	2.99164728550134e-15	2.172276969907611e-17	15.492	0.008	-20.818	ZTF_g
58997.69	2.9758092352463465e-15	2.689930556011131e-17	15.498	0.01	-20.818	ZTF_g
58997.79	2.959771199914799e-15	3.1757320804930494e-17	15.504	0.012	-20.818	ZTF_g
58997.89	2.943548113951136e-15	3.624735436270921e-17	15.51	0.013	-20.818	ZTF_g
58997.99	2.9271552605897773e-15	4.0327383599778225e-17	15.516	0.015	-20.818	ZTF_g
58998.09	2.9106080373078273e-15	4.396150345648563e-17	15.522	0.016	-20.818	ZTF_g
58998.19	2.893921720902935e-15	4.711939353765583e-17	15.528	0.018	-20.818	ZTF_g
58998.29	2.8771112314176664e-15	4.977605467725076e-17	15.535	0.019	-20.818	ZTF_g
58998.39	2.8601908965849824e-15	5.191164973365578e-17	15.541	0.02	-20.818	ZTF_g
58998.49	2.8431742204922335e-15	5.351138914284357e-17	15.547	0.02	-20.818	ZTF_g
58998.59	2.8260737303139247e-15	5.456544047430905e-17	15.554	0.021	-20.818	ZTF_g
58998.69	2.808900987488032e-15	5.5068856980830796e-17	15.561	0.021	-20.818	ZTF_g
58998.79	2.7916666567289252e-15	5.502152364286021e-17	15.567	0.021	-20.818	ZTF_g
58998.89	2.7743805740626126e-15	5.442812458101728e-17	15.574	0.021	-20.818	ZTF_g
58998.99	2.7570518116922e-15	5.329814209794636e-17	15.581	0.021	-20.818	ZTF_g
58999.09	2.7396887398761804e-15	5.1645905571750055e-17	15.588	0.02	-20.818	ZTF_g
58999.19	2.7222990857034835e-15	4.949072183400572e-17	15.595	0.02	-20.818	ZTF_g
58999.29	2.7048899893506543e-15	4.685714329219171e-17	15.602	0.019	-20.818	ZTF_g
58999.39	2.6874680572422545e-15	4.377547776261405e-17	15.609	0.018	-20.818	ZTF_g
58999.49	2.6700394001111126e-15	4.02827418114265e-17	15.616	0.016	-20.818	ZTF_g
58999.59	2.6526096237661904e-15	3.642447138092061e-17	15.623	0.015	-20.818	ZTF_g
58999.69	2.6351838221550876e-15	3.225828895928963e-17	15.63	0.013	-20.818	ZTF_g
58999.79	2.617766588658198e-15	2.7861330410528274e-17	15.637	0.012	-20.818	ZTF_g
58999.89	2.600362027179991e-15	2.3346835401021524e-17	15.644	0.01	-20.818	ZTF_g
58999.99	2.5829737622348007e-15	1.8904078334909698e-17	15.652	0.008	-20.818	ZTF_g
59000.09	2.5656049469583015e-15	1.4898058906153307e-17	15.659	0.006	-20.818	ZTF_g
59000.19	2.5482582692690025e-15	1.2075173828856709e-17	15.666	0.005	-20.818	ZTF_g
59000.29	2.530935955389075e-15	1.1563138273714074e-17	15.674	0.005	-20.818	ZTF_g
59000.39	2.5136397755501835e-15	1.3708704475175241e-17	15.681	0.006	-20.818	ZTF_g
