 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 19 529 1 3 ZTF_g 1160478700315 0 2.0424 53.5045 8.29017 25.7129 2.92262e-05 0.0389496 -0.0347716 5.99857e-05 307 30. 0.069419 0.064021 19.5521 25.7129 1 2458914.9787037 529120103 -13.764825106166 36.8853481270323 -0.415118044689477 0.95622522890767 -46.5184776237765 69.9571659748278 -0.669435097811997 1.04105389662789 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 20 529 1 3 ZTF_r 1160504860315 0 1.8594 147.548 5.75177 26.0275 1.17853e-05 0.0266074 0.092303 1.96845e-05 363 30. 0.06449 0.058767 20.3241 26.0275 1 2458915.0048611 529120203 13.3583048340425 27.7223361901325 0.536014236807374 0.902967259433477 55.7632061961222 53.0719850174378 1.05778546967366 1.03674898702144 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 21 530 4 2 ZTF_r 1160505781415 0 1.4153 147.93 5.96406 26.0179 1.23233e-05 0.0261861 0.0965657 2.05608e-05 344 30. 0.064194 0.078632 20.4947 26.0179 1 2458915.005787 530120214 24.6417218384245 23.5674289379879 1.16309086751075 0.959527363571369 29.4036752276179 47.328968505601 0.625445928924281 1.03449701741621 0.461679663070118 18.918000125885 0.111000001430511 6.49700021743774 0.736000001430511 2458186.919514 2458279.734722 0
 22 478 15 1 ZTF_r 1161507595715 0 2.0277 170.789 9.10105 26.1676 9.4348e-06 0.0239208 0.100609 1.55127e-05 348 30. 0.065048 0.057538 20.0404 26.1676 1 2458916.0075926 478120257 null null null null null null null null null null null null null 2458186.958530 2458246.752350 56,57
 23 529 1 3 ZTF_r 1182437450315 0 1.8017 146.013 5.85223 26.0038 8.6973e-06 0.0227938 0.0952031 1.44784e-05 360 30. 0.062512 0.059182 20.3359 26.0038 1 2458936.9374537 529120203 37.075583191387 23.5582183620624 1.75065411623762 1.13880647030403 41.5740866045532 46.3521842450031 0.90295832119946 1.0342775661179 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 24 530 4 2 ZTF_r 1182457411415 0 1.5402 144.933 6.31498 26.0013 1.23367e-05 0.0265966 0.0918187 2.08253e-05 345 30. 0.076734 0.063354 20.3945 26.0013 1 2458936.957419 530120214 -1.32029083469312 23.9689811298755 -0.061273803016864 1.13319459529616 -7.19651071582108 46.7941884862849 -0.154826483029323 1.04365360108709 0.461679663070118 18.918000125885 0.111000001430511 6.49700021743774 0.736000001430511 2458186.919514 2458279.734722 0
 25 530 4 2 ZTF_g 1182463271415 0 2.1617 85.1966 5.05018 26.1078 2.00099e-05 0.0338381 -0.0882199 3.35553e-05 346 30. 0.069545 0.059819 20.4311 26.1078 1 2458936.9632755 530120114 -20.5152452472248 22.5657023752701 -1.01130617335424 1.07217881467602 -57.5928725960536 41.2922859868772 -1.40415485655154 1.03856104404347 0.352300300200036 19.2009999275208 0.090999998152256 5.86600017547607 0.514999985694885 2458167.004965 2458315.670671 0
 26 529 1 3 ZTF_g 1182464180315 0 1.9341 74.1221 4.7474 26.0721 1.33427e-05 0.0283655 -0.078161 2.24551e-05 363 30. 0.065309 0.064141 20.5647 26.0721 1 2458936.9641898 529120103 35.5499965466191 21.4418772072414 1.84429997086434 0.976988075061219 80.3622392504133 41.615903999288 1.94405205175365 1.03674086516532 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 27 530 4 2 ZTF_r 1185403401415 0 1.522 40.6658 8.88368 24.6073 4.03943e-05 0.0423743 0.114234 7.24705e-05 267 30. 0.068332 0.070561 18.5839 24.6073 1 2458939.9034028 530120214 -39.519334348848 35.7407564660605 -1.22998745420566 1.00860554048378 -81.9321870956921 71.3607023458403 -1.15587434509815 1.03982622812889 0.461679663070118 18.918000125885 0.111000001430511 6.49700021743774 0.736000001430511 2458186.919514 2458279.734722 0
 28 529 1 3 ZTF_r 1185405870315 0 1.9742 23.5907 10.0921 23.9791 0.000176244 0.061113 0.0804102 0.000372649 145 30. 0.088387 0.07758 17.6132 23.9791 1 2458939.9058796 529120203 -108.232669868185 44.9956261285417 -2.67573360616745 0.977051412971692 -30.9394430337696 82.9911181182147 -0.375315126111836 1.0443847617257 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 29 529 1 3 ZTF_r 1185415570315 0 2.1808 17.1857 10.0211 23.6898 0.000184305 0.0520329 0.0949054 0.000398952 115 30. 0.099172 0.082072 17.2524 23.6898 1 2458939.9155787 529120203 13.1933820035904 45.8597482796372 0.320021584933709 1.06152688028424 18.1344863728172 81.1084551487606 0.225089026149244 1.0453330440589 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 30 478 15 1 ZTF_r 1185436705715 0 2.0109 46.8138 10.4504 24.7691 6.07345e-05 0.0502667 0.0998013 0.000104378 244 30. 0.07137 0.064718 18.3902 24.7691 1 2458939.9367014 478120257 null null null null null null null null null null null null null 2458186.958530 2458246.752350 57,61
 31 529 1 3 ZTF_g 1185456860315 0 2.5102 21.6146 6.53082 24.7309 7.43234e-05 0.0456456 -0.0417264 0.00019975 182 30. 0.084423 0.073365 18.7146 24.7309 1 2458939.9568634 529120103 -17.7222703863311 30.7674222257404 -0.640741786643818 1.02961356175444 12.7317834875903 52.5284518358281 0.244011242173308 1.04697494777878 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 32 530 4 2 ZTF_g 1185457771415 0 1.8174 24.6516 6.82784 24.7189 6.3845e-05 0.0425147 -0.0138268 0.000168058 194 30. 0.065853 0.058366 18.8797 24.7189 1 2458939.9577778 530120114 20.4918079673826 29.6510145827698 0.768768393924586 0.949177338692625 46.4777127360587 55.5903896982915 0.841705608817941 1.04626679325601 0.352300300200036 19.2009999275208 0.090999998152256 5.86600017547607 0.514999985694885 2458167.004965 2458315.670671 0
 33 478 15 1 ZTF_g 1185458225715 0 2.09 44.8649 7.61569 24.9615 4.5104e-05 0.0381734 -0.0749717 0.000114376 199 30. 0.070382 0.062783 18.9178 24.9615 1 2458939.9582292 478120157 null null null null null null null null null null null null null 2458202.855613 2458348.652222 57,61
 34 529 1 3 ZTF_g 1186378690315 0 2.4838 54.044 5.04252 25.7212 2.58181e-05 0.0382048 -0.0680286 4.79967e-05 334 30. 0.073531 0.069357 19.9419 25.7212 1 2458940.8786921 529120103 -9.51691318398171 26.0151278959353 -0.406934905106163 0.994907710836537 -36.8394556940454 44.0509749138431 -0.841923966955033 1.04795978106366 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 35 529 1 3 ZTF_r 1186416120315 0 3.4439 31.262 7.20691 24.3471 0.000231702 0.0758322 0.0883125 0.000473729 162 30. 0.100837 0.088665 17.9 24.3471 1 2458940.9161227 529120203 71.0216509794246 42.6421409607024 1.85270623636149 1.01477439995203 165.469256535171 62.1102845620443 2.6820630862154 1.06316710217712 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 36 529 1 3 ZTF_r 1187401930315 0 2.7202 146.611 5.75471 26.0012 1.21461e-05 0.0271639 0.102878 2.0452e-05 363 30. 0.076749 0.06651 19.9889 26.0012 1 2458941.9019329 529120203 23.1048134522641 34.0150934523667 0.755588951721117 1.01543778166924 23.0228066454721 52.1594639490571 0.444365505663205 1.08888422086287 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
