JD,Flux,Err,filter,zp
2459066.711794,41.5208815809622,57.5290671253021,ZTF_r,25.9877
2459067.6670949,64.3905780553057,35.0751170093678,ZTF_r,26.048
2459069.6913773,46.699302144088385,44.58424332943696,ZTF_r,26.12825
2459073.6703588,70.7060927090511,42.6113062064046,ZTF_r,26.0246
2459074.6750926,67.6913660750489,40.4760901593502,ZTF_r,25.813
2459075.7267477,24.0374626158178,47.7804235930712,ZTF_r,25.7038
2459077.6646759,82.2855882893503,48.036939589126,ZTF_r,25.4205
2459078.6705556,103.886547296184,33.3617445793395,ZTF_r,25.9051
2459096.6309896,73.509177558262,99.75359736453791,ZTF_r,25.90995
2459098.6333159497,-15.764765719062549,76.13852346589132,ZTF_r,25.92565
