#Object:               SN2008bd
#FITS_file:            SN08bd_r01_3P6_EF_14mar08.fits
#Redshift:             0.03010 
#JDate_of_max:         2454535.50
#JDate_of_observation: 2454539.59
#Epoch:                3.97    
#
 5067.4485 1.02715e-16
 5071.3162 1.10910e-16
 5075.1839 1.08581e-16
 5079.0516 1.09083e-16
 5082.9193 1.08489e-16
 5086.7870 1.08693e-16
 5090.6547 1.08978e-16
 5094.5224 1.13190e-16
 5098.3902 1.11681e-16
 5102.2579 1.12319e-16
 5106.1256 1.04730e-16
 5109.9933 1.13141e-16
 5113.8610 1.10042e-16
 5117.7287 1.04324e-16
 5121.5964 1.05328e-16
 5125.4641 1.07108e-16
 5129.3318 1.10242e-16
 5133.1995 1.06227e-16
 5137.0672 1.08973e-16
 5140.9349 1.09342e-16
 5144.8027 1.09334e-16
 5148.6704 1.14365e-16
 5152.5381 1.10963e-16
 5156.4058 1.14597e-16
 5160.2735 1.15788e-16
 5164.1412 1.10922e-16
 5168.0089 1.13033e-16
 5171.8766 1.16783e-16
 5175.7443 1.18972e-16
 5179.6120 1.19744e-16
 5183.4797 1.18151e-16
 5187.3474 1.20684e-16
 5191.2152 1.20250e-16
 5195.0829 1.22552e-16
 5198.9506 1.35003e-16
 5202.8183 1.38355e-16
 5206.6860 1.34499e-16
 5210.5537 1.42353e-16
 5214.4214 1.40081e-16
 5218.2891 1.53557e-16
 5222.1568 1.55241e-16
 5226.0245 1.48146e-16
 5229.8922 1.55707e-16
 5233.7600 1.60143e-16
 5237.6277 1.58240e-16
 5241.4954 1.54787e-16
 5245.3631 1.59295e-16
 5249.2308 1.61497e-16
 5253.0985 1.56174e-16
 5256.9662 1.61184e-16
 5260.8339 1.60579e-16
 5264.7016 1.64536e-16
 5268.5693 1.66111e-16
 5272.4370 1.65685e-16
 5276.3047 1.76000e-16
 5280.1725 1.73351e-16
 5284.0402 1.75219e-16
 5287.9079 1.76390e-16
 5291.7756 1.73000e-16
 5295.6433 1.75711e-16
 5299.5110 1.74338e-16
 5303.3787 1.68986e-16
 5307.2464 1.67067e-16
 5311.1141 1.70832e-16
 5314.9818 1.75199e-16
 5318.8495 1.66579e-16
 5322.7172 1.66819e-16
 5326.5850 1.70309e-16
 5330.4527 1.67318e-16
 5334.3204 1.69265e-16
 5338.1881 1.72489e-16
 5342.0558 1.72692e-16
 5345.9235 1.64441e-16
 5349.7912 1.77083e-16
 5353.6589 1.77288e-16
 5357.5266 1.72496e-16
 5361.3943 1.69814e-16
 5365.2620 1.67319e-16
 5369.1297 1.73601e-16
 5372.9975 1.74122e-16
 5376.8652 1.77930e-16
 5380.7329 1.85815e-16
 5384.6006 1.85114e-16
 5388.4683 1.82321e-16
 5392.3360 1.84894e-16
 5396.2037 1.86024e-16
 5400.0714 1.86483e-16
 5403.9391 1.87066e-16
 5407.8068 1.86530e-16
 5411.6745 1.94906e-16
 5415.5422 2.01936e-16
 5419.4100 1.93466e-16
 5423.2777 1.88170e-16
 5427.1454 1.90597e-16
 5431.0131 1.94800e-16
 5434.8808 1.90083e-16
 5438.7485 2.02116e-16
 5442.6162 1.86897e-16
 5446.4839 1.96840e-16
 5450.3516 1.93521e-16
 5454.2193 1.87840e-16
 5458.0870 1.92936e-16
 5461.9548 1.86139e-16
 5465.8225 1.90364e-16
 5469.6902 1.85322e-16
 5473.5579 1.80290e-16
 5477.4256 1.82813e-16
 5481.2933 1.82419e-16
 5485.1610 1.76198e-16
 5489.0287 1.74226e-16
 5492.8964 1.64985e-16
 5496.7641 1.72492e-16
 5500.6318 1.74846e-16
 5504.4995 1.75526e-16
 5508.3672 1.70674e-16
 5512.2350 1.63962e-16
 5516.1027 1.66950e-16
 5519.9704 1.64142e-16
 5523.8381 1.61758e-16
 5527.7058 1.66090e-16
 5531.5735 1.70193e-16
 5535.4412 1.68620e-16
 5539.3089 1.72394e-16
 5543.1766 1.68038e-16
 5547.0443 1.62730e-16
 5550.9120 1.66360e-16
 5554.7797 1.74941e-16
 5558.6475 1.70411e-16
 5562.5152 1.74034e-16
 5566.3829 1.71064e-16
 5570.2506 1.69844e-16
 5574.1183 1.84332e-16
 5577.9860 1.74517e-16
 5581.8537 1.73912e-16
 5585.7214 1.77069e-16
 5589.5891 1.87743e-16
 5593.4568 1.81240e-16
 5597.3245 1.80287e-16
 5601.1922 1.79958e-16
 5605.0600 1.78447e-16
 5608.9277 1.70994e-16
 5612.7954 1.74239e-16
 5616.6631 1.81413e-16
 5620.5308 1.82397e-16
 5624.3985 1.77237e-16
 5628.2662 1.71134e-16
 5632.1339 1.64841e-16
 5636.0016 1.67276e-16
 5639.8693 1.71622e-16
 5643.7370 1.64676e-16
 5647.6048 1.60193e-16
 5651.4725 1.55455e-16
 5655.3402 1.57214e-16
 5659.2079 1.61751e-16
 5663.0756 1.48947e-16
 5666.9433 1.43286e-16
 5670.8110 1.39538e-16
 5674.6787 1.45190e-16
 5678.5464 1.43856e-16
 5682.4141 1.39882e-16
 5686.2818 1.41830e-16
 5690.1495 1.44954e-16
 5694.0173 1.46916e-16
 5697.8850 1.40149e-16
 5701.7527 1.40431e-16
 5705.6204 1.37875e-16
 5709.4881 1.42304e-16
 5713.3558 1.42176e-16
 5717.2235 1.38130e-16
 5721.0912 1.30737e-16
 5724.9589 1.31470e-16
 5728.8266 1.44159e-16
 5732.6943 1.46754e-16
 5736.5620 1.45614e-16
 5740.4298 1.48726e-16
 5744.2975 1.44024e-16
 5748.1652 1.41188e-16
 5752.0329 1.33527e-16
 5755.9006 1.33525e-16
 5759.7683 1.30328e-16
 5763.6360 1.32103e-16
 5767.5037 1.26911e-16
 5771.3714 1.20612e-16
 5775.2391 1.17519e-16
 5779.1068 1.11261e-16
 5782.9745 1.12727e-16
 5786.8423 1.12483e-16
 5790.7100 1.08963e-16
 5794.5777 1.09384e-16
 5798.4454 1.05536e-16
 5802.3131 1.12806e-16
 5806.1808 1.10136e-16
 5810.0485 1.12216e-16
 5813.9162 1.10242e-16
 5817.7839 1.09532e-16
 5821.6516 1.13711e-16
 5825.5193 1.20494e-16
