index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
78,632,1,2,ZTF_g,1239268800215,0,2.1257,78.9568,4.96835,26.2167,5.8315e-06,0.0280528,-0.0847814,1.06173e-05,921,30.0,0.057141,0.054814,20.5737,26.2167,1,2458993.7688079,632120102,216.297451500355,26.942088260745056,9.57565601895437,1.14970699976594,299.337613063605,45.094598550378,6.68269989748972,1.03506830705257,null,,null,,,2458203.919549,2458330.669213,57,219.46900205074556,20.36326702783682,0.1332808959414118,False,20.893196852844532,20.36326702783682,0.1332808959414118
80,632,1,2,ZTF_g,1240267810215,0,2.1847,80.208,4.89117,26.238,5.4387e-06,0.0268845,-0.0880681,9.95407e-06,915,30.0,0.059921,0.055025,20.5911,26.238,1,2458994.7678125,632120102,435.221270303932,26.456471693409245,19.4008638142982,1.12402548389166,390.784111873059,43.094508597628,9.12914610591259,1.03051325551622,null,,null,,,2458203.919549,2458330.669213,57,438.3928208543225,19.63334141624125,0.06552066993606016,False,20.934245176592448,19.63334141624125,0.06552066993606016
85,632,1,2,ZTF_g,1242317210215,0,1.8426,81.4269,4.8642,26.2271,4.4962e-06,0.0246112,-0.0596257,8.22963e-06,918,30.0,0.045646,0.054974,20.7413,26.2271,1,2458996.8172106,632120102,1408.04874335231,40.10707833257598,54.0492202170592,1.91547256884449,1353.44944603924,43.796005578612,31.1116273716597,1.03782179168593,null,,null,,,2458203.919549,2458330.669213,57,1411.2202939027006,18.353112967104853,0.03085574600493946,False,20.47162242360096,18.353112967104853,0.03085574600493946
89,632,1,2,ZTF_g,1244352150215,0,2.0094,81.2819,4.12956,26.2335,4.2645e-06,0.0239823,-0.0747284,7.75533e-06,923,30.0,0.051115,0.056034,20.828,26.2335,1,2458998.8521528,632120102,2862.80598431121,68.32949856336704,93.2255765277016,4.00122697491354,2820.4441218703,42.5212516348678,66.7769613107231,1.03580875816229,null,,null,,,2458203.919549,2458330.669213,57,2865.977534861601,17.590318045422297,0.02588482836584064,False,19.899554405008793,17.590318045422297,0.02588482836584064
91,632,1,2,ZTF_g,1245269720215,0,2.2874,82.0024,6.75207,26.2516,5.7945e-06,0.027704,-0.0638926,1.07858e-05,916,30.0,0.051996,0.06052,20.2238,26.2516,1,2458999.7697222,632120102,3405.31032786762,73.41815747649736,82.8985404138032,2.58153333273195,3406.39990185472,63.6026040027213,53.9182672620431,1.04877162197436,null,,null,,,2458203.919549,2458330.669213,57,3408.4818784180106,17.42019752658862,0.023385805298524655,False,19.839666286350727,17.42019752658862,0.023385805298524655
96,632,1,2,ZTF_g,1246400250215,0,1.9678,64.3823,5.85624,25.9744,6.1306e-06,0.0283618,-0.0613084,1.14445e-05,912,30.0,0.048988,0.05566,20.2524,25.9744,1,2459000.9002546,632120102,3444.67315167254,76.30721616441876,94.4004616358117,3.53405914654638,3379.51928133183,53.6117376423907,63.4614860056645,1.04753581486404,null,,null,,,2458203.919549,2458330.669213,57,3447.8447022229307,17.13053075973326,0.024028560374629297,False,19.520560964318662,17.13053075973326,0.024028560374629297
108,632,1,2,ZTF_g,1257290170215,0,1.8958,72.6434,4.70302,26.1071,5.5018e-06,0.0271402,-0.0679812,1.00995e-05,921,30.0,0.050378,0.056101,20.6486,26.1071,1,2459011.7901736,632120102,6089.57821610653,165.36182785573197,149.051920112542,13.2391971742636,5820.38074950446,50.2779424744063,116.543777655783,1.03195035844026,null,,null,,,2458203.919549,2458330.669213,57,6092.749766656921,16.645066645691507,0.02946671755427727,False,18.813586828671518,16.645066645691507,0.02946671755427727
113,632,1,2,ZTF_g,1263302550215,0,1.9014,85.4671,4.18095,26.2886,4.8493e-06,0.0255489,-0.080796,8.82529e-06,924,30.0,0.05797,0.053742,20.9178,26.2886,1,2459017.8025579,632120102,5297.96411963111,141.00722705085767,140.586285897055,11.3146475911982,5118.70719147327,43.8507500281474,117.516393119945,1.03609176367261,null,,null,,,2458203.919549,2458330.669213,57,5301.135670181501,16.977677702196992,0.028879009316861083,False,19.168071558800342,16.977677702196992,0.028879009316861083
116,632,1,2,ZTF_g,1269235840215,0,1.9276,84.5251,4.62109,26.2721,5.1106e-06,0.0261549,-0.0707704,9.41311e-06,917,30.0,0.054068,0.059077,20.8117,26.2721,1,2459023.7358449,632120102,3121.24517171428,80.64779377659477,99.271462031265,5.31702190142799,2979.28414493123,41.5174062676872,72.2431882117492,1.04468595302533,null,,null,,,2458203.919549,2458330.669213,57,3124.4167222646706,17.535177616155945,0.028024209792278713,False,19.758193761141868,17.535177616155945,0.028024209792278713
120,632,1,2,ZTF_g,1272232960215,0,1.8789,62.06,6.29798,25.9272,6.8946e-06,0.0298701,-0.0461926,1.31404e-05,901,30.0,0.045897,0.056073,20.1793,25.9272,1,2459026.732963,632120102,1751.86067601381,48.26316588520302,56.3295904508963,1.94623854800653,1682.16550759503,53.9489458534881,31.3906965609863,1.04237842918647,null,,null,,,2458203.919549,2458330.669213,57,1755.0322265642005,17.816487261114332,0.029856613689736206,False,19.970735472612102,17.816487261114332,0.029856613689736206
