# ZTF DR2 lightcurve of ZTF20abbhyxu
# --------------- #
# mjd_max_init:   59000.83072 (phot: fclump)
# baseline_range: 58900.83072 => 59656.89805
# baseline_corr (applied): 
# field rcid filter  flux_offset err_scale n_obs
#  632   02   ztfg      102.46     1.00      75
#  632   02   ztfr      159.96     1.00      94
#  632   02   ztfi     -996.81     1.00      41
# --------------- #
mjd  filter  flux  flux_err  ZP  flag  mag  mag_err  mag_lim  field_id  rcid  flux_offset  err_scale  in_baseline  x_pos  y_pos  native_ZP  native_ZP_err  native_ZP_rms  chi2dof  filename  
 58352.14899        ztfg  3299.97042  1467.31884    30.00000         128    99.00000    99.00000    20.33626         632           2   102.46215     1.00000           0  1459.33169  1083.24727    26.08578     0.00001     0.03494     1.00120 ztf_20180822148981_000632_zg_c01_o_q3_sciimg.fits
 58352.22934        ztfr   -28.88601  1753.91290    30.00000         128    99.00000    99.00000    20.14255         632           2   159.95683     1.00000           1  1464.98397  1041.75663    26.03092     0.00001     0.02805     1.00122 ztf_20180822229306_000632_zr_c01_o_q3_sciimg.fits
 58356.21395        ztfr  2227.54532  1827.49635    30.00000         128    99.00000    99.00000    20.09793         632           2   159.95683     1.00000           0  1465.40504  1103.87262    26.08143     0.00000     0.02479     1.00117 ztf_20180826213947_000632_zr_c01_o_q3_sciimg.fits
 58359.13477        ztfg -9470.02710  9572.01855    30.00000          20    99.00000    99.00000    18.30007         632           2   102.46215     1.00000           0  1457.71294  1130.61533    24.17728     0.00056     0.10890     1.00114 ztf_20180829134745_000632_zg_c01_o_q3_sciimg.fits
 58359.24373        ztfr         -16148.59007  7231.28219    30.00000          20    99.00000    99.00000    18.60454         632           2   159.95683     1.00000           0  1464.36476  1072.57505    24.98012     0.00038     0.16748     1.00060 ztf_20180829243715_000632_zr_c01_o_q3_sciimg.fits
 58362.15389        ztfr   604.32265  1066.35377    30.00000           0    99.00000    99.00000    20.68282         632           2   159.95683     1.00000           1  1462.16582  1114.71672    26.11556     0.00000     0.01952     1.00094 ztf_20180901153889_000632_zr_c01_o_q3_sciimg.fits
 58362.19162        ztfg   901.66014   755.39401    30.00000           0    99.00000    99.00000    21.05714         632           2   102.46215     1.00000           1  1462.82716  1095.24243    26.12676     0.00001     0.02822     1.00127 ztf_20180901191597_000632_zg_c01_o_q3_sciimg.fits
 58363.13366        ztfi -5004.40506  2545.84748    30.00000          32    99.00000    99.00000    19.73799         632           2  -996.80959     1.00000           0  1456.92177  1125.26340    25.37984     0.00000     0.02884     1.00111 ztf_20180902133623_000632_zi_c01_o_q3_sciimg.fits
 58365.21654        ztfg   -46.28830   882.13133    30.00000           0    99.00000    99.00000    20.88874         632           2   102.46215     1.00000           1  1463.55850  1077.59072    26.01833     0.00001     0.03004     1.00167 ztf_20180904216539_000632_zg_c01_o_q3_sciimg.fits
 58367.13830        ztfi   844.42275  2811.57157    30.00000          32    99.00000    99.00000    19.63020         632           2  -996.80959     1.00000           1  1460.31176  1103.96247    25.39276     0.00001     0.03670     1.00112 ztf_20180906138264_000632_zi_c01_o_q3_sciimg.fits
