# #JD, Flux, Err, Zp
2.458350661330999807e+06 -9.880289565856880074e+01 2.160270395359863471e+01 2.611489999999999867e+01
2.458351674687500112e+06 -2.649024332704129847e+01 2.325341338020416870e+01 2.613269999999999982e+01
2.458352729554399848e+06 -1.712341123612678828e+01 3.079323643250329923e+01 2.607244999999999990e+01
2.458353667609950062e+06 -5.886447879007180006e+01 2.391965930931436901e+01 2.613025000000000020e+01
2.458354709727999754e+06 -7.577550821595434627e+01 3.236274693462453200e+01 2.612219999999999942e+01
2.458355742054349743e+06 -8.231068358117509831e+01 3.086151233855537512e+01 2.612894999999999968e+01
2.458356735931700096e+06 -1.614476777320466638e+01 3.631920536439364611e+01 2.611935000000000073e+01
2.458357710914350115e+06 -4.296360733819329880e+01 3.715913445265738346e+01 2.614189999999999969e+01
2.458358704473350197e+06 -6.030982183908185412e+00 3.083095385557847123e+01 2.614399999999999835e+01
2.458359716533600353e+06 -1.091572337411895077e+01 2.849381018249375686e+01 2.606609999999999872e+01
2.458360766620399896e+06 -3.277381728913049841e+01 4.330522144864590217e+01 2.610389999999999944e+01
2.458361639589149971e+06 -3.841745550861830338e+01 2.103173295449246538e+01 2.617314999999999969e+01
2.458362645734949969e+06 -3.930213960570195297e+01 1.873734059916757744e+01 2.615775000000000006e+01
2.458363727991899941e+06 -2.718312352984218094e+01 2.663594211548348767e+01 2.581495000000000317e+01
2.458364650052099954e+06 -1.417256852649168053e+01 2.075683917374192333e+01 2.610484999999999900e+01
2.458365643987250049e+06 -4.613298174749850489e+01 1.833070052399810024e+01 2.608135000000000048e+01
2.458367661446750164e+06 -5.051830317851805319e+01 2.235417395174393107e+01 2.611610000000000298e+01
2.458368648397000041e+06 -3.764341349511624912e+01 1.732033339568296881e+01 2.612740000000000151e+01
2.458369645138899796e+06 -1.439171549980740572e+01 1.666809583650802651e+01 2.610784999999999911e+01
2.458370650011599995e+06 -8.189449706691334541e+01 2.161808920287344193e+01 2.614000000000000057e+01
2.458371647505800240e+06 -2.985773379592925636e+01 1.732746374242212895e+01 2.615005000000000024e+01
2.458372646973399911e+06 -5.533216808561930122e+01 1.775490876739058876e+01 2.615684999999999860e+01
2.458373652442149818e+06 -3.477347111762625076e+01 1.952374383167268235e+01 2.614705000000000013e+01
2.458374652980300132e+06 -5.303028680754404256e+00 2.066165146671528419e+01 2.614304999999999879e+01
2.458375688298599795e+06 2.886829346076534719e+01 2.347485849177294170e+01 2.612019999999999698e+01
2.458377636053250171e+06 -4.968529578763585164e+01 2.014990797750231977e+01 2.613060000000000116e+01
2.458378623096100055e+06 -1.149132798115952880e+01 2.681861070126904778e+01 2.614505000000000123e+01
2.458379728408600204e+06 -5.152540271229565150e+01 2.539893304639437233e+01 2.609319999999999951e+01
2.458381640017350204e+06 -2.055133940814985039e+01 2.503487099238652291e+01 2.611625000000000085e+01
2.458382631030100398e+06 -7.778986862335240460e+01 2.334526136708134558e+01 2.612914999999999921e+01
