# #JD, Flux, Err, Zp
2.459313798414399847e+06 1.387762542351509865e+02 3.677305714636400324e+01 2.586120000000000019e+01
2.459317830833300017e+06 2.038804108360120040e+02 3.408116191916860060e+01 2.625769999999999982e+01
2.459321798449099995e+06 1.886237603100410070e+02 2.540498604608670163e+01 2.627230000000000132e+01
2.459323816041700076e+06 1.605619711798300102e+02 3.387223737764099951e+01 2.627560000000000073e+01
2.459325777638900094e+06 2.222181725287080098e+02 4.099826305869559917e+01 2.629100000000000037e+01
2.459334772916700225e+06 1.422386128049280103e+02 4.534764150805129646e+01 2.626679999999999993e+01
2.459336810544000007e+06 1.403768037460189930e+02 3.524476468092510117e+01 2.622350000000000136e+01
2.459338754826399963e+06 9.302705844864640028e+01 3.217421943987950073e+01 2.626300000000000168e+01
2.459342775069400202e+06 9.115724050703519765e+01 3.195225035420410009e+01 2.623320000000000007e+01
2.459344746249999851e+06 1.508152318866160044e+02 3.003364540077669886e+01 2.624340000000000117e+01
2.459349676122699864e+06 9.415914100597140646e+01 2.862715042029660140e+01 2.626940000000000097e+01
2.459352738182900008e+06 1.143098729538589993e+02 5.363864068068259883e+01 2.618769999999999953e+01
2.459354711342600174e+06 4.158890055504709693e+01 4.920858017737150192e+01 2.627189999999999870e+01
2.459358810069399886e+06 1.185430628697969979e+02 1.016787499661329974e+02 2.617129999999999868e+01
2.459361713958300184e+06 1.129141951266600046e+02 5.084086231636960207e+01 2.632720000000000127e+01
2.459363706724499818e+06 1.161277432709519957e+02 3.316836028597069941e+01 2.631119999999999948e+01
2.459367692199099809e+06 9.105083778571450637e+01 3.416156073354120082e+01 2.618860000000000099e+01
2.459369707222199999e+06 3.925737095028460288e+01 2.907443951809629823e+01 2.625080000000000169e+01
2.459373711168999784e+06 5.866289131465170215e+01 3.626613016478820128e+01 2.625110000000000099e+01
2.459377711030100007e+06 8.007427068108920309e+01 3.160574717487750007e+01 2.629540000000000077e+01
2.459379712870399933e+06 3.973163572996040216e+01 3.267381126990380125e+01 2.626470000000000127e+01
2.459385737442099955e+06 1.564483994665810087e+02 7.922537745452869729e+01 2.618680000000000163e+01
