# #JD, Flux, Err, Zp
2.458389636724550277e+06 1.995463203369580185e+01 1.531595831342398562e+01 2.615120000000000289e+01
2.458390613778949715e+06 8.378546171453148617e+00 2.802285765214638857e+01 2.620929999999999893e+01
2.458400630254600197e+06 7.311489129521399377e+01 2.178336857307060015e+01 2.608320000000000149e+01
2.458431593553199898e+06 2.415169405307229908e+02 5.557227856886920137e+01 2.602779999999999916e+01
2.458493049826399889e+06 -2.294637788698349823e+01 2.533554979570009991e+01 2.567800000000000082e+01
2.458507028900499921e+06 1.250971646537689992e+02 1.092706051797839990e+02 2.616649999999999920e+01
2.458512006250000093e+06 5.842032762782530142e+01 4.171231792502229752e+01 2.588009999999999877e+01
2.458539027754600160e+06 1.585612816824690086e+01 3.612316851180639787e+01 2.589669999999999916e+01
2.458539974027799908e+06 6.879177404417819730e+01 7.827156355276490274e+01 2.276999999999999957e+01
2.458540988368050195e+06 5.319668693304804918e+01 2.301036956406452916e+01 2.623550000000000182e+01
2.458541940295150038e+06 5.320463823318294772e+01 2.130989452782759841e+01 2.600529999999999831e+01
2.458544003246500157e+06 -4.263815074170834407e+01 1.864205836571341734e+01 2.499559999999999960e+01
2.458556960734950379e+06 -4.797569212218139967e+01 2.451498798267718371e+01 2.618890000000000029e+01
2.458557975624999963e+06 2.443835204549160167e+01 2.396387387093652066e+01 2.610219999999999985e+01
2.458558943356500007e+06 7.112594552296019401e+01 3.144544191122270149e+01 2.624530000000000030e+01
2.458560997251150198e+06 2.542311573739905128e+01 3.199895744040445322e+01 2.629035000000000011e+01
2.458562001244249754e+06 1.684970131963660123e+01 5.573173575277056102e+01 2.451874999999999716e+01
2.458567966047500260e+06 2.140610249086904560e+01 3.940252708472956300e+01 2.617545000000000144e+01
2.458568900954900309e+06 1.249943481630760189e+01 3.080152876770917203e+01 2.582959999999999923e+01
2.458569926093750168e+06 -1.206229735810900472e+01 3.093441994986903509e+01 2.520805000000000007e+01
2.458572986886549741e+06 -2.497600764271705032e+01 1.359507738594453308e+01 2.620765000000000100e+01
2.458573932430549990e+06 2.113201861047186370e+01 1.997341918516807624e+01 2.615639999999999787e+01
2.458574895850700326e+06 1.403890332716839850e+01 1.435620168518714479e+01 2.605450000000000088e+01
2.458575998252349906e+06 1.124554106442429990e+01 1.332125485881834059e+01 2.569115000000000038e+01
2.458577995196800213e+06 3.581817143548740034e+01 1.832891719651300022e+01 2.528310000000000102e+01
2.458580924704849720e+06 1.541388113853145114e+01 1.389622881686327460e+01 2.601210000000000022e+01
2.458581983709449880e+06 2.340894120372464826e+01 1.446999268170938180e+01 2.592840000000000344e+01
2.458582945578699932e+06 7.472671264265149382e+00 1.409842100250059893e+01 2.619069999999999965e+01
2.458583919947899878e+06 1.965810384534909971e+01 1.869177471032512372e+01 2.613329999999999842e+01
2.458584964322950225e+06 1.829139190633744860e+01 1.448041028706155231e+01 2.618715000000000259e+01
2.458586938576399814e+06 8.050504705033251440e+00 1.628520477098443209e+01 2.620029999999999859e+01
2.458587960925949737e+06 2.991702861773605093e+01 1.518519139849566102e+01 2.612035000000000196e+01
2.458588979247699957e+06 1.381666030207919960e+01 1.309480316178945358e+01 2.604200000000000159e+01
2.458589934021949768e+06 1.364366356127084998e+02 4.952700871881778255e+01 2.433769999999999811e+01
2.458591871458299924e+06 8.474853535148528749e+01 5.489484980333085673e+01 2.604659999999999798e+01
2.458592979224550072e+06 -3.553157590065499960e+01 6.482941646188803020e+01 2.541134999999999877e+01
2.458594000289400108e+06 -4.565955826297400222e+01 8.035233299584750455e+01 2.622370000000000090e+01
2.458596972644699737e+06 6.063761167269495189e+01 2.666911797501835224e+01 2.619219999999999970e+01
2.458597973385400139e+06 -9.871240833954949778e+00 2.090669710262909575e+01 2.621710000000000207e+01
2.458599786620399915e+06 2.854300701338970114e+01 3.876628168062720192e+01 2.691029999999999944e+01
2.458600898339100182e+06 -1.683768217119445154e+01 1.250600383739576138e+01 2.621184999999999832e+01
2.458605987036999781e+06 2.402108126771929975e+01 2.177404751184380061e+01 2.605750000000000099e+01
2.458606994756899774e+06 -5.496534022374070183e+00 3.394072099719399915e+01 2.618830000000000169e+01
2.458607917355299927e+06 2.255716818531539758e+01 1.196016200222159398e+01 2.618290000000000006e+01
2.458608921805549879e+06 2.632545327524239909e+01 1.224025491454744774e+01 2.612630000000000052e+01
2.458612898460600059e+06 2.168194481470870016e+01 1.485515653972139916e+01 2.615660000000000096e+01
2.458616954010399990e+06 4.456593260200935447e+01 1.111770060389228121e+01 2.615384999999999849e+01
2.458617918333349749e+06 1.253175821783992383e+01 1.739144206515684488e+01 2.617255000000000109e+01
2.458618918501149863e+06 1.897725615267410149e+01 2.641645431690526635e+01 2.546855000000000047e+01
2.458628958333299961e+06 2.379151132224329857e+01 2.644461696190079891e+01 2.612630000000000052e+01
2.458632933721050154e+06 5.635107401079454803e+01 1.664821470392065805e+01 2.616879999999999740e+01
2.458635927928250283e+06 3.605218306434009889e+01 1.183998349568727093e+01 2.615700000000000003e+01
2.458636870358750224e+06 2.493303447029233055e+01 1.090206314116108821e+01 2.613935000000000031e+01
2.458637854056700133e+06 -4.160750576478535301e+00 1.040169901344644110e+01 2.603229999999999933e+01
2.458638847934050020e+06 2.244299770544479955e+01 1.322213169231197050e+01 2.617354999999999876e+01
2.458639844409700017e+06 3.526858430021339785e+01 1.248111789796235982e+01 2.616519999999999868e+01
2.458640847847249825e+06 1.343776380960682992e+01 1.227050367109759854e+01 2.616750000000000043e+01
2.458641704508099705e+06 7.101259582912500257e+00 1.364982884661007922e+01 2.596804999999999808e+01
2.458642850028899964e+06 3.699628532466864783e+01 1.269077319381811364e+01 2.624344999999999928e+01
2.458643835109950043e+06 2.775249715604359935e+01 1.358914877433299928e+01 2.619534999999999769e+01
2.458644713263900019e+06 1.297115591929561518e+01 2.051952257654502887e+01 2.618130000000000024e+01
2.458645727725700010e+06 1.088294064959550056e+00 2.549372138688948652e+01 2.618184999999999718e+01
2.458646819502300117e+06 7.080432201542960513e+01 3.707546811553959998e+01 2.606060000000000088e+01
2.458647840167799965e+06 1.437509885689708611e+01 2.239334474034973255e+01 2.620434999999999803e+01
2.458648828512750100e+06 2.259376734316299107e+01 3.223891960985522331e+01 2.617564999999999742e+01
2.458649854189849924e+06 -1.964084222918116396e+01 3.612696932174355879e+01 2.613449999999999918e+01
2.458650714305600151e+06 4.046441924685989733e+01 5.518918203787990251e+01 2.617330000000000112e+01
2.458652691915550269e+06 2.694622814469250471e+01 3.767323514129166284e+01 2.612615000000000265e+01
2.458653832372650038e+06 1.987165884592204890e+01 3.899196523637739631e+01 2.617524999999999835e+01
2.458654787482599728e+06 8.290232958176765976e+01 2.553401845066870024e+01 2.616579999999999728e+01
2.458657713651649654e+06 9.182642842293814667e+00 1.393868758599824176e+01 2.616185000000000116e+01
2.458658718807899859e+06 3.058214182711279960e+01 1.776100531504339841e+01 2.617409999999999926e+01
2.458660758078699932e+06 3.397762414711704793e+01 2.087987151798893848e+01 2.620084999999999908e+01
2.458662728530100081e+06 3.070485460760000151e+01 1.863650753004230154e+01 2.620660000000000167e+01
2.458665711458350066e+06 3.403060200539496094e-01 1.259815423104085319e+01 2.620779999999999887e+01
2.458666715810200199e+06 1.921772243040739880e+01 1.487600087813888905e+01 2.621799999999999997e+01
2.458667831527750008e+06 2.068525240413810096e+01 1.318116819089653013e+01 2.620380000000000109e+01
2.458670783773100004e+06 4.253984948139739686e+01 1.829733016373889853e+01 2.617999999999999972e+01
2.458671785335599910e+06 1.408114153732100071e+01 2.447253122113309942e+01 2.620799999999999841e+01
2.458672817118099891e+06 1.370012423301749926e+01 1.595499327888319918e+01 2.616140000000000043e+01
2.458673808993100189e+06 1.037614243106789935e+01 1.775129155749749899e+01 2.618199999999999861e+01
2.458674835902799852e+06 4.854917189599749605e+00 1.539984973357343989e+01 2.617640000000000100e+01
2.458675824230350088e+06 1.634747458551398935e+01 2.173469398324063206e+01 2.616960000000000264e+01
2.458676814438649919e+06 2.325687474252235276e+01 2.675742388564824736e+01 2.617094999999999771e+01
2.458678786030100193e+06 1.388849840849229906e+02 6.196800759630809807e+01 2.630989999999999895e+01
2.458679790665499866e+06 7.747125496968500613e+00 3.433917323719970938e+01 2.621099999999999852e+01
2.458680713564800099e+06 -2.467527499124103230e+01 3.575790010994702328e+01 2.622205000000000297e+01
2.458681688275449909e+06 -9.093267429824525294e+00 3.483016747334320229e+01 2.619995000000000118e+01
2.458682689872699790e+06 6.394315542351351134e+00 2.547437723101124263e+01 2.620819999999999794e+01
2.458683695272000041e+06 1.301450919607515466e+01 1.704554007327588394e+01 2.620080000000000098e+01
2.458684710364600178e+06 1.278753453018881459e+01 1.795850969434506794e+01 2.620579999999999998e+01
2.458685685937500093e+06 1.091889753262655560e+01 1.428791394705339890e+01 2.619415000000000049e+01
2.458686695636549965e+06 3.617625983088800012e+01 1.438665278064285857e+01 2.563980000000000103e+01
2.458688802233799826e+06 2.317627750479449844e+01 1.996154145197460039e+01 2.611550000000000082e+01
2.458690777245400008e+06 2.489989702363070023e+01 1.642928768189879918e+01 2.609690000000000154e+01
2.458691767829850316e+06 3.075467195133074938e+01 1.409910599620959992e+01 2.612460000000000093e+01
2.458692706163150258e+06 6.503795595649989991e+00 1.372715962916827515e+01 2.616989999999999839e+01
2.458693747743050102e+06 4.486973322719819635e+01 1.386927507749472532e+01 2.610699999999999932e+01
2.458694726875000168e+06 2.541138867754030173e+01 1.987727985123339991e+01 2.620560000000000045e+01
2.458696802013900131e+06 2.179489126668439880e+01 1.394734714844773826e+01 2.612284999999999968e+01
2.458697702673600055e+06 6.185649579700280043e+01 1.836471070259900173e+01 2.616049999999999898e+01
2.458698704247700050e+06 -6.007692751359799743e+00 1.811499681188970001e+01 2.548150000000000048e+01
2.458699690075249877e+06 1.968205344975647364e+01 1.398377152870111395e+01 2.611979999999999791e+01
2.458700769548600074e+06 4.258470243422060264e+01 1.931309096510259948e+01 2.614509999999999934e+01
2.458701707384299953e+06 -1.632008956240229836e+01 2.812696946823169952e+01 2.448300000000000054e+01
2.458703697696799878e+06 3.905280921216719747e+01 3.214133353565200224e+01 2.614010000000000034e+01
2.458705754525499884e+06 2.758831824928880039e+01 3.931612261970879985e+01 2.614989999999999881e+01
2.458706671226900071e+06 5.351980330522179941e+01 3.221603645687640238e+01 2.617599999999999838e+01
2.458707767800900154e+06 3.340954632784099987e-01 4.722465813523790246e+01 2.613729999999999976e+01
2.458708666076399852e+06 1.925051481029329992e+01 3.322477084209319997e+01 2.620185000000000031e+01
2.458710667118099984e+06 -2.242294790912700009e+00 4.165296053751679750e+01 2.619699999999999918e+01
2.458711686568300240e+06 2.011776780850414781e+01 3.145542077750399557e+01 2.620915000000000106e+01
2.458712663136550225e+06 4.566378664576994595e+01 2.252683142109070857e+01 2.621490000000000009e+01
2.458713649236099795e+06 -2.016274262216749946e+01 3.747430006113280143e+01 2.269389999999999930e+01
2.458714653506900184e+06 3.491998509958150265e+01 2.074411743419580034e+01 2.617689999999999984e+01
2.458715704056699760e+06 4.774148034205592950e+01 1.972790370307629004e+01 2.617354999999999876e+01
2.458716674756899942e+06 4.831472290496875210e+00 1.349409311239295484e+01 2.617235000000000156e+01
2.458718663796300068e+06 2.486122130799479635e+01 1.559603088749319078e+01 2.618984999999999985e+01
2.458720663495399989e+06 1.975097531987731969e+01 1.449808565153626461e+01 2.611814999999999998e+01
2.458721654560199939e+06 -2.500738820442829891e+01 3.507595358646700134e+01 2.361420000000000030e+01
2.458723670063650236e+06 5.236161615168470007e+01 1.398741432019079411e+01 2.614290000000000092e+01
2.458725691163150128e+06 2.518126405182856331e+01 1.418521725681236312e+01 2.612785000000000224e+01
2.458726651284699794e+06 3.731757929301429755e+01 2.209955908633920174e+01 2.619320000000000093e+01
2.458727669450249989e+06 8.519482984441131279e+00 1.241113033628489326e+01 2.613524999999999920e+01
2.458728644062499981e+06 3.742825713081359851e+01 2.059847511224609917e+01 2.609740000000000038e+01
2.458729648587999865e+06 3.466903441101489847e+01 2.416616544113189846e+01 2.532420000000000115e+01
2.458730748668999877e+06 -3.904091502377990253e+01 2.763092592197540043e+01 2.376899999999999835e+01
2.458731673738399986e+06 -1.399158366661309927e+01 4.103860274861450108e+01 2.235610000000000142e+01
2.458732647887749597e+06 2.380433858468065011e+01 2.370048959572974212e+01 2.609270000000000067e+01
2.458733660254599992e+06 1.961490172147989597e+01 2.300025387114222397e+01 2.613749999999999929e+01
2.458734687633099966e+06 3.884026234888494855e+01 2.846390778276925104e+01 2.614189999999999969e+01
2.458735627934049815e+06 8.148353428804725240e+01 3.075963836217396619e+01 2.615194999999999936e+01
2.458737631747700274e+06 9.076067460924829788e+01 2.882838227754335492e+01 2.615950000000000131e+01
2.458738629068249837e+06 7.149975920316347100e+00 3.540205570391312762e+01 2.614560000000000173e+01
2.458739633888849989e+06 7.476280797100005771e+01 3.432100851951403797e+01 2.614325000000000188e+01
2.458740624519700184e+06 -1.204503405200445521e+01 3.370621822616116958e+01 2.613575000000000159e+01
2.458741628119249828e+06 1.855387985469339895e+01 2.551894194882387268e+01 2.612144999999999939e+01
2.458742646134300157e+06 -6.432966580448709948e+00 3.157609560588489828e+01 2.547200000000000131e+01
2.458743631990749855e+06 2.830583770362265028e+01 1.777991482995986772e+01 2.601644999999999897e+01
2.458744636111100204e+06 -3.297649262704379680e+01 2.175346498662889871e+01 2.613090000000000046e+01
2.458745631458300166e+06 8.121671265365409909e+01 2.459913631431830083e+01 2.620639999999999858e+01
2.458747641863400117e+06 1.850566104218080099e+01 2.084863824475679905e+01 2.608630000000000138e+01
2.458750640173600055e+06 3.651885003051310008e+01 2.682814978716960042e+01 2.607460000000000022e+01
2.458758643634300213e+06 7.674616555554659669e+01 2.928698560609739943e+01 2.607160000000000011e+01
2.458764699525500182e+06 1.427301736334769977e+01 4.971314834732349652e+01 2.586860000000000070e+01
2.458771614317100029e+06 -6.563751149203089774e+00 5.295404255335110122e+01 2.602840000000000131e+01
2.458775621330999769e+06 2.391111910280420005e+01 2.736425097872159995e+01 2.598880000000000123e+01
2.458778621712999884e+06 3.213320585506350113e+01 3.264204218123109769e+01 2.603379999999999939e+01
2.458781611713000108e+06 -2.279669805633179891e+01 5.275431775995600248e+01 2.606520000000000081e+01
2.458785615462999791e+06 2.580481573415229946e+01 2.993330054374940019e+01 2.601539999999999964e+01
2.458793630891200155e+06 1.987919218807380162e+01 7.092346139306829400e+01 2.586309999999999931e+01
2.458805601840300020e+06 8.839089232431679477e+01 7.321909297090560642e+01 2.580379999999999896e+01
2.458852051064800005e+06 4.139572621875679914e+01 4.602303136317050303e+01 2.576150000000000162e+01
2.458874056504600216e+06 -1.965599072577670015e+01 2.256709708885080090e+01 2.625459999999999994e+01
2.458877035358800087e+06 -9.716979291228980742e+00 2.263781127579069974e+01 2.623560000000000159e+01
2.458880006469899788e+06 2.378929375915730020e+02 4.859856367502730023e+01 2.617460000000000164e+01
2.458885967245399952e+06 1.486352215845570015e+02 8.180222465030719547e+01 2.616359999999999886e+01
2.458891974212999921e+06 -6.562894488499739509e+01 6.636802220722169920e+01 2.619869999999999877e+01
2.458895058391199913e+06 4.926524666865449831e+01 3.761439981606250171e+01 2.629459999999999908e+01
2.458899059756900184e+06 7.136882672049399901e+01 3.167901242173089926e+01 2.631439999999999912e+01
2.458905054837999865e+06 1.125145043286480018e+00 4.019712626355759966e+01 2.627319999999999922e+01
2.458909040833299980e+06 1.836927969153549967e+01 2.021370526583519833e+01 2.628620000000000090e+01
2.458912035520799924e+06 2.425397979398379888e+01 3.139986272916999965e+01 2.627230000000000132e+01
