mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
58224.34222,18.529318732339505,nan,15.90310501336097,28.138601092228996,ztfr,False,30,4380.07883,7750.01428
58226.24175,20.70995130238645,nan,6.809090972463567,3.776152062969406,ztfr,False,30,1875.37938,1040.03864
58227.27272,19.728945682783987,nan,8.313318851208212,9.320768521831772,ztfr,False,30,2289.67814,2567.15282
58227.27363,19.74800186830585,nan,18.42683435783238,9.15860330314145,ztfr,False,30,5075.17161,2522.48881
58227.29553,20.758585423260726,nan,-4.67964282863603,3.6107367510718085,ztfg,False,30,-1288.88066,994.47948
58227.29653,20.557849103493922,nan,8.048386059274264,4.344005378165928,ztfg,False,30,2216.70959,1196.43843
58229.29141,20.74543109922699,nan,-1.6354956995911158,3.654749000255429,ztfg,False,30,-450.45292,1006.60146
58230.23385,18.431330865149086,nan,69.37525274078122,30.79623674577089,ztfr,False,30,19107.53124,8481.98792
58230.33414,20.922647245016638,nan,-3.2485017998526895,3.10435298624153,ztfg,False,30,-894.71169,855.00981
58230.33506,20.851718093317974,nan,-0.7994687577437682,3.313925633313435,ztfg,False,30,-220.19198,912.73091
58231.27345,20.508405548338956,0.249605506479987,22.73200697680501,5.226152818229725,ztfr,True,30,6260.91461,1439.40201
58231.31336,20.31066239139399,nan,11.612522831250494,5.454626764215877,ztfr,False,30,3198.35437,1502.32896
58232.16976,19.315092285649172,nan,-26.501529706495784,13.64561398058504,ztfg,False,30,-7299.12738,3758.31417
58232.23054,18.690427289679743,nan,-5.8359912452144735,24.25822834502516,ztfr,False,30,-1607.36546,6681.27088
58232.31897,19.880790179775584,nan,16.442968713930874,8.104270416231786,ztfi,False,30,4528.76964,2232.10142
58233.19286,20.400377970627652,nan,-4.457560290879217,5.022024272434459,ztfr,False,30,-1227.71405,1383.18034
58233.20559,20.30032657400148,nan,5.173945788426526,5.506800790223897,ztfr,False,30,1425.023,1516.69888
58233.24338,20.32199918887669,nan,6.974244940777341,5.397968179614366,ztfg,False,30,1920.86656,1486.72389
58234.19008,18.939778030052246,nan,-10.592136144918394,19.280521815649603,ztfg,False,30,-2917.31654,5310.29666
58234.25118,19.191121218465206,nan,7.255938396030225,15.296127968218057,ztfg,False,30,1998.45138,4212.90347
58235.23655,19.65187964677761,nan,-14.349194114526469,10.006406391232824,ztfg,False,30,-3952.09623,2755.99317
58235.23792,19.55582056175559,nan,-1.4660455012708582,10.932054067807403,ztfg,False,30,-403.78246,3010.93771
58235.23838,19.671111704579992,nan,-7.719548225690481,9.830719710089195,ztfg,False,30,-2126.14013,2707.60504
58235.24295,20.180610576245915,nan,-5.437752893159464,6.148734845248852,ztfg,False,30,-1497.68151,1693.5022
58235.24341,20.221494907303423,nan,-0.03500145063594721,5.921504078522233,ztfg,False,30,-9.6402,1630.91765
58236.23119,19.21509960530919,nan,6.5221230823090375,14.962017333583873,ztfg,False,30,1796.34186,4120.88176
58236.23259,19.207709061813333,nan,-14.500895750448567,15.064210335805823,ztfg,False,30,-3993.87833,4149.02805
58236.32499,19.058530774495523,nan,22.033871670296328,17.28294253208041,ztfg,False,30,6068.63218,4760.11764
58237.17053,19.311426353708125,nan,-1.321022141549174,13.691765558282976,ztfg,False,30,-363.83971,3771.02537
58238.19078,18.92880573327348,nan,-20.473746617938833,19.476355915899255,ztfg,False,30,-5638.93806,5364.23385
58242.22417,21.10804215642091,nan,-5.773929006231623,2.6170567067519874,ztfg,False,30,-1590.2721,720.79727
58242.22508,21.163474132686048,nan,-2.0949928715093806,2.4867970447401984,ztfg,False,30,-577.00895,684.92078
58242.25285,20.74040130689552,nan,-4.115201612074821,3.6717193048431893,ztfr,False,30,-1133.42064,1011.27547
58242.25383,20.756540795674603,nan,2.4892901565110823,3.6175427944396956,ztfr,False,30,685.60744,996.35402
58243.17083,20.55973355492053,nan,1.6061205791074973,4.336472270993363,ztfr,False,30,442.36234,1194.36364
58243.2284,21.13157502650053,nan,-8.898345177470473,2.5609434290809343,ztfg,False,30,-2450.80777,705.34239
58243.34005,19.87129943628272,nan,-7.916242603083107,8.175422786317277,ztfi,False,30,-2180.31426,2251.69841
58244.17139,20.678253771906824,nan,-2.0327230244948127,3.8880199698090103,ztfr,False,30,-559.85841,1070.84962
58244.22642,21.10537407634893,nan,-10.747830550208798,2.6234957508221135,ztfg,False,30,-2960.19834,722.57073
58245.19146,19.377641822776923,nan,-31.401763947625497,12.881702545979072,ztfr,False,30,-8648.76396,3547.91549
58245.20797,19.07142573704558,nan,-17.4229318145727,17.07889233852936,ztfr,False,30,-4798.67389,4703.91755
58245.29139,19.062476780629584,nan,-65.13480935064275,17.220243308958267,ztfg,False,30,-17939.61615,4742.84884
58246.23212,19.899062376724814,0.1656536707477015,39.845111761049495,6.0794777789170675,ztfr,True,30,10974.25505,1674.42722
58246.29612,20.806236895001497,nan,1.6807208110166962,3.4556936715038558,ztfg,False,30,462.90895,951.77707
58247.15475,19.736315909814692,nan,-27.21780355754125,9.257711267439825,ztfi,False,30,-7496.40558,2549.78541
58247.23289,20.54958684787379,nan,-6.8360127745311035,4.377188570211391,ztfr,False,30,-1882.79426,1205.57784
58247.29823,21.097365322142885,nan,-2.5716102266364143,2.642919083363511,ztfg,False,30,-708.28027,727.92036
58248.18858,21.09050722630845,nan,-2.1527065972458606,2.659666022331977,ztfg,False,30,-592.90463,732.53285
58248.2536,20.489089921732152,nan,10.91781149602952,4.6280072110754285,ztfr,False,30,3007.01498,1274.65903
58248.25454,20.774173349177538,0.2706258368044243,17.796338604921484,4.435985103630613,ztfr,True,30,4901.51866,1221.77175
58249.19167,20.596135595620233,nan,-1.5211394009953387,4.193491406868788,ztfg,False,30,-418.95658,1154.98344
58249.23347,19.502091890387568,nan,24.279552354875474,11.486646065976863,ztfr,False,30,6687.144,3163.68503
58250.20875,20.103770169976144,nan,8.596873190415211,6.599665553542872,ztfg,False,30,2367.77549,1817.69883
58250.23421,19.38515371452688,nan,25.614594138276903,12.792885411910461,ztfr,False,30,7054.84504,3523.45322
58254.15594,19.64919122795493,nan,0.0,10.031214207634266,ztfi,False,30,0.0,2762.82581
58255.2334,20.72887365228928,nan,-0.6146956488936589,3.710910966693627,ztfr,False,30,-169.30124,1022.06975
58255.23439,20.646781216671865,nan,-4.076571051050225,4.002372528700824,ztfr,False,30,-1122.7809,1102.34493
58256.24339,20.600945048073292,nan,13.99329865137486,4.174956707866441,ztfr,False,30,3854.07448,1149.87856
58257.27647,20.60322930351571,nan,8.062393283857046,4.166182345748033,ztfr,False,30,2220.5675,1147.4619
58258.20962,20.764133822492685,nan,2.535849107786471,3.5923319977052626,ztfr,False,30,698.43084,989.41039
58258.21052,20.68772191944783,nan,13.622297579909175,3.854261952587234,ztfr,False,30,3751.8923,1061.55189
58258.27766,20.780229351944328,nan,6.420357132495108,3.539470156630287,ztfg,False,30,1768.31319,974.85103
58259.25384,18.018412448477186,nan,2.6204729081693197,45.04691108244771,ztfr,False,30,721.73817,12406.94955
58260.18874,20.508755632448477,0.26337858362635214,22.724678464116305,5.512750877077664,ztfr,True,30,6258.89617,1518.33767
58261.29132,19.362311842804363,nan,23.560751335337585,13.064874988916921,ztfi,False,30,6489.16976,3598.36537
58262.22825,20.12671474152036,nan,7.484158695687316,6.461659948002811,ztfg,False,30,2061.30847,1779.68893
58263.27016,20.200733224619555,nan,6.030302341947784,6.035825921010612,ztfg,False,30,1660.88318,1662.4045
58266.21451,19.480320673151017,nan,10.093933545280642,11.719301472996387,ztfi,False,30,2780.10015,3227.76365
58266.27124,20.00129129534956,nan,5.921989622804877,7.252929858652789,ztfr,False,30,1631.05138,1997.62276
58267.29676,19.88623791061233,nan,13.196387342833278,8.063708715649478,ztfr,False,30,3634.58688,2220.9298
58269.18889,20.52231967886872,0.28167339265664115,22.44254622903423,5.822481473874533,ztfr,True,30,6181.1905,1603.64456
58269.1898,20.106222562370967,nan,21.0546921284045,6.584775468362112,ztfr,False,30,5798.94374,1813.59776
58269.25265,19.721892465830077,nan,12.181634865447295,9.381515692100248,ztfg,False,30,3355.10084,2583.88398
58269.2541,19.784978208643444,nan,10.86802619685164,8.851945109151853,ztfg,False,30,2993.30297,2438.02813
58270.16858,20.536881232387863,nan,-2.978231978360454,4.428712650193567,ztfr,False,30,-820.2732,1219.76875
58271.19652,20.489777061620487,nan,10.713864126183585,4.625079168102736,ztfg,False,30,2950.84321,1273.85258
58271.19697,20.802741087847483,nan,-1.5206855534268764,3.4668380982403852,ztfg,False,30,-418.83158,954.8465
58271.19743,20.824428368423817,nan,-5.252301118809379,3.3982759996132352,ztfg,False,30,-1446.60385,935.96293
58271.19788,20.817133801559205,nan,-1.0342328857975918,3.421184336863344,ztfg,False,30,-284.85139,942.27241
58271.19834,20.673412706306447,nan,-4.158473726643793,3.9053945255029525,ztfg,False,30,-1145.33877,1075.63497
58271.1988,20.762882383079017,nan,0.6976247098402565,3.596474972464828,ztfg,False,30,192.1418,990.55146
58271.19926,20.66148742857623,nan,5.791811399200772,3.948526201480338,ztfg,False,30,1595.19732,1087.51442
58271.19971,20.605067483848362,nan,2.758146079442432,4.159134855473724,ztfg,False,30,759.65651,1145.52086
58271.20017,20.556444734932168,nan,-1.198382979597732,4.349627859690876,ztfg,False,30,-330.06208,1197.98699
58271.20062,20.62228314093518,nan,7.090846368832595,4.0937068466153494,ztfg,False,30,1952.98126,1127.50049
58271.20109,20.610508177566643,nan,-2.192050316185636,4.138345296520032,ztfg,False,30,-603.74079,1139.79494
58271.20154,20.48894637979428,nan,4.269015454580544,4.628619106521133,ztfg,False,30,1175.78449,1274.82756
58271.202,20.62191189723546,nan,2.0098950364182246,4.0951068392867365,ztfg,False,30,553.57106,1127.88608
58271.20245,20.6694471054695,nan,8.67881141135034,3.919684878352843,ztfg,False,30,2390.34315,1079.57086
58271.20292,20.448634855143755,nan,6.213099471100417,4.803701952551872,ztfg,False,30,1711.22969,1323.04938
58271.20337,20.487863753505973,nan,6.407882823459566,4.633236769529504,ztfg,False,30,1764.87748,1276.09937
58271.20383,20.448428559738744,nan,0.0,4.80461476708937,ztfg,False,30,0.0,1323.30079
58271.20428,20.515990961588408,nan,8.373774978107981,4.514749005748499,ztfg,False,30,2306.32914,1243.46513
58271.20473,20.4795530637447,nan,0.8433213615067064,4.668837625726071,ztfg,False,30,232.26999,1285.90466
58271.2052,20.44252631037238,nan,7.889083456891166,4.83080460379849,ztfg,False,30,2172.83401,1330.51407
58271.20565,20.438966243332892,nan,6.258106263691664,4.846670533867056,ztfg,False,30,1723.62559,1334.88391
58271.20611,20.500822600626723,nan,-3.7740501314947315,4.578265299725092,ztfg,False,30,-1039.45972,1260.95897
58271.20656,20.419231169471622,nan,7.441493357163476,4.935572410353649,ztfg,False,30,2049.55746,1359.36952
58271.20703,20.503431118362663,nan,-0.09536793356399387,4.567279066097026,ztfg,False,30,-26.26651,1257.93311
58271.20748,20.512769773466985,nan,5.905670026706875,4.528163360175646,ztfg,False,30,1626.55659,1247.15975
58271.20794,20.406180444623423,nan,-10.894745473980224,4.9952567785402,ztfg,False,30,-3000.66207,1375.80796
