mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
59087.26,20.301668265424343,0.30597,27.5,7.75,o,True,23.9,27.5,7.75
59089.31,19.73722065731237,0.16150521081081082,46.25,6.88,o,True,23.9,46.25,6.88
59093.24,19.841876774005247,0.23885400000000004,42.0,9.24,o,True,23.9,42.0,9.24
59095.24,19.92233848243375,0.29453092307692313,39.0,10.58,o,True,23.9,39.0,10.58
59097.3,19.88808528824028,0.2225347826086957,40.25,8.25,o,True,23.9,40.25,8.25
59101.25,19.90850726093385,0.20394668354430381,39.5,7.42,o,True,23.9,39.5,7.42
59103.28,20.29184253135326,0.20031654054054057,27.75,5.12,c,True,23.9,27.75,5.12
59105.28,19.331576817365434,nan,-4.5,13.44,o,False,23.9,-4.5,13.44
59107.27,20.3943465438633,0.20983033663366338,25.25,4.88,c,True,23.9,25.25,4.88
59113.25,19.73722065731237,nan,9.75,9.25,o,False,23.9,9.75,9.25
59121.24,19.76696871556164,nan,2.0,9.0,o,False,23.9,2.0,9.0
59123.25,19.36771660839286,nan,11.0,13.0,o,False,23.9,11.0,13.0
59129.23,20.162874945799764,nan,-10.25,6.25,o,False,23.9,-10.25,6.25
59131.22,19.808780259116585,nan,5.33,8.66,c,False,23.9,5.33,8.66
59133.22,19.884046587223487,nan,3.0,8.08,o,False,23.9,3.0,8.08
59137.22,20.058603893571174,nan,-3.75,6.88,o,False,23.9,-3.75,6.88
59139.22,20.140523292357045,nan,-3.5,6.38,c,False,23.9,-3.5,6.38
59147.2,18.910912013506124,nan,-7.5,19.8,o,False,23.9,-7.5,19.8
58210.41047,19.922935540945446,nan,-4.310144355700013,7.79571187170352,ztfg,False,30,-1187.11233,2147.11734
58210.42928,19.967133147370987,nan,-1.819220674712715,7.484740310423253,ztfg,False,30,-501.05498,2061.46866
58216.3653,20.365558219428944,nan,2.516672196320846,5.185691871807616,ztfr,False,30,693.14908,1428.25814
58218.42899,20.617798931597164,nan,1.2294237569654143,4.110649266808502,ztfr,False,30,338.61142,1132.16682
58219.38141,20.417725096775406,nan,-4.255168601574555,4.942423511708133,ztfr,False,30,-1171.97075,1361.25647
58219.40273,20.40405729906291,nan,0.10487876320869663,5.005034506862964,ztfr,False,30,28.88601,1378.50097
58219.42292,20.28579798377972,nan,1.0470569842310993,5.580984317449637,ztfr,False,30,288.38344,1537.13072
58222.38691,20.561269189423783,nan,-0.10511294855402335,4.330343222966399,ztfr,False,30,-28.95051,1192.67556
58222.45409,20.68607316881969,nan,-3.9191232329099184,3.860119309305814,ztfr,False,30,-1079.41617,1063.16514
58222.50816,20.384550437189088,nan,5.619069353696942,5.095770036449562,ztfr,False,30,1547.62021,1403.49161
58226.37801,20.769927748673283,nan,-4.671051712011866,3.5732129245737623,ztfr,False,30,-1286.51447,984.14456
58226.46028,20.73930484653843,nan,-2.7321928243938,3.675429163791219,ztfr,False,30,-752.50839,1012.29725
58228.50602,19.83617062690127,nan,-2.489828347111668,8.44426287904544,ztfi,False,30,-685.75567,2325.74312
58229.35356,21.253029428425876,nan,1.9127519053210433,2.2899090015131582,ztfg,False,30,526.81562,630.69331
58232.33843,20.26798531718535,nan,-2.0825092676756367,5.6733015602740355,ztfi,False,30,-573.57068,1562.557
58232.45794,21.27438502905443,nan,2.4447959938253656,2.245308311726172,ztfg,False,30,673.35273,618.40926
58235.37679,20.137683949558845,nan,6.665330434524178,6.396706373238605,ztfg,False,30,1835.78444,1761.79923
58235.44241,20.084099058361332,nan,-1.245368765434309,6.720326484712899,ztfg,False,30,-343.00304,1850.93161
58237.31762,19.367416462577154,nan,-11.007674875820754,13.003594275446963,ztfg,False,30,-3031.76541,3581.48726
58242.35542,20.559696439045567,nan,-4.425371206547712,4.336620515763126,ztfr,False,30,-1218.84844,1194.40447
58242.39721,20.71167659045095,nan,-6.422835358065746,3.7701563372041544,ztfg,False,30,-1768.99575,1038.38728
58249.31565,19.439766565069633,nan,-27.573135741398694,12.1653153056571,ztfi,False,30,-7594.27219,3350.60606
58249.37961,20.57382552628394,nan,-4.318870973054218,4.280552078231836,ztfg,False,30,-1189.51584,1178.96194
58254.36427,20.953692402992573,nan,-1.814978833798836,3.0168452568696433,ztfr,False,30,-499.88668,830.90818
58254.37995,20.42352193737718,nan,4.618619827969347,4.916105798908122,ztfi,False,30,1272.07353,1354.00797
58254.40117,21.363445737878177,nan,1.6345875687605251,2.068481783337399,ztfg,False,30,450.2028,569.70719
58257.29403,20.705080953720426,nan,-1.5081835778435613,3.793129011885569,ztfr,False,30,-415.38825,1044.71448
58257.37825,20.6477593215811,nan,2.478528522967697,3.9987685433135645,ztfr,False,30,682.64344,1101.35231
58263.33708,19.810047206853937,nan,12.397680831157695,8.64990052246755,ztfi,False,30,3414.60484,2382.38043
58267.24924,19.791874498469284,nan,7.22448944631337,8.795898238457015,ztfi,False,30,1989.78962,2422.59154
58270.26914,20.2391684600959,nan,8.018445263181315,5.825894443897178,ztfg,False,30,2208.46321,1604.58457
58270.33887,20.381275502303914,nan,-11.5293538120175,5.111163747200094,ztfr,False,30,-3175.44772,1407.73139
58272.35935,20.233140782264257,nan,-8.786977955268396,5.858327988682958,ztfi,False,30,-2420.13469,1613.51751
58273.29176,21.26779101529832,nan,-0.1613248745325577,2.258986260821082,ztfg,False,30,-44.43256,622.17648
58276.29552,20.830724340394596,nan,-8.243766130416429,3.3786270866764085,ztfr,False,30,-2270.52173,930.55117
58276.34264,21.423153082449577,nan,0.9916124963369325,1.9578019768164188,ztfg,False,30,273.11276,539.22344
58277.29532,20.33669187540262,nan,0.0,5.325412403923772,ztfi,False,30,0.0,1466.74037
58279.27503,20.828576127466846,nan,-3.913034123468981,3.385318578918017,ztfr,False,30,-1077.73909,932.39416
