mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
59077.36,20.78930719799539,nan,-5.71,3.51,o,False,23.9,-5.71,3.51
59079.29,20.405149978319905,nan,6.33,5.0,c,False,23.9,6.33,5.0
59083.29,20.205388809153103,nan,6.0,6.01,c,False,23.9,6.0,6.01
59085.33,19.947687560810948,nan,-7.0,7.62,o,False,23.9,-7.0,7.62
59087.28,20.207196863200842,nan,14.25,6.0,o,False,23.9,14.25,6.0
59089.33,20.140523292357045,nan,8.0,6.38,o,False,23.9,8.0,6.38
59092.27,19.738395061109685,nan,-16.0,9.24,o,False,23.9,-16.0,9.24
59093.28,19.78644432662727,nan,12.0,8.84,o,False,23.9,12.0,8.84
59095.27,19.82902767487422,nan,10.0,8.5,o,False,23.9,10.0,8.5
59096.35,19.936348176228748,nan,1.67,7.7,o,False,23.9,1.67,7.7
59097.31,19.14227503252014,nan,-3.0,16.0,o,False,23.9,-3.0,16.0
58209.48564,19.769006097522677,nan,-4.747043150103527,8.983127352500812,ztfg,False,30,-1307.44425,2474.15872
58216.38209,20.29914559076762,nan,-3.316514488767362,5.51279393813496,ztfr,False,30,-913.44394,1518.34953
58218.42338,20.623557699914425,nan,0.8292099335222062,4.088904013799044,ztfr,False,30,228.38338,1126.17768
58219.42485,20.56929318789271,nan,-5.297698910157808,4.298458325429183,ztfr,False,30,-1459.10744,1183.89373
58219.44615,20.02809587453793,nan,15.607774164831891,7.076062266136022,ztfr,False,30,4298.73796,1948.90938
58219.46691,20.39927274962301,nan,13.665808926608435,5.0271390256076165,ztfr,False,30,3763.87632,1384.58906
58222.475,20.41585366995669,nan,3.6120589361160595,4.950949855207327,ztfr,False,30,994.84364,1363.60482
58222.48692,20.393067034930077,nan,0.11763888728895348,5.055954788040056,ztfr,False,30,32.40044,1392.52558
58226.41881,20.761794573938104,nan,4.70636617223883,3.600080119701862,ztfr,False,30,1296.24088,991.5444
58226.47794,20.668942556980543,nan,0.06819647902599672,3.9215068040316794,ztfr,False,30,18.78287,1080.07266
58228.50313,19.936298170211963,nan,12.817652200491716,7.700354648942142,ztfi,False,30,3530.27456,2120.85378
58229.42013,20.63845479633299,nan,0.16959448553922338,4.033184385354973,ztfr,False,30,46.7102,1110.83122
58229.46219,20.962509732728314,nan,-6.094585602007274,2.992444487275402,ztfg,False,30,-1678.58826,824.18765
58232.35329,19.81792462559003,nan,-2.634660873007765,8.58736940448477,ztfi,False,30,-725.64586,2365.15793
58232.46007,21.347056238847095,nan,3.5289194714367222,2.0999429687846995,ztfg,False,30,971.94513,578.37232
58235.39822,20.07665792964101,nan,1.8263199399176349,6.766542653996779,ztfg,False,30,503.01028,1863.6606
58235.43957,20.04368209274422,nan,-6.2374669827448415,6.975207932702007,ztfg,False,30,-1717.94106,1921.13179
58236.30828,19.70873190746372,nan,-0.38360118704720214,9.495924056089077,ztfg,False,30,-105.65254,2615.39466
58237.31947,19.20265930912945,nan,-12.132968427602993,15.134437074698484,ztfg,False,30,-3341.69699,4168.3701
58242.48218,20.12377024139372,nan,-8.275762166146212,6.479207655621073,ztfi,False,30,-2279.33417,1784.52197
58244.3715,20.025378499234776,nan,18.0668124762805,7.0937943810983,ztfr,False,30,4976.01335,1953.79321
58244.43648,20.708574344331893,nan,1.6870268595953595,3.780944112367484,ztfg,False,30,464.64578,1041.35848
58246.27638,19.965075812280975,nan,7.675130490935293,7.498936408210125,ztfi,False,30,2113.90647,2065.37859
58246.43279,20.287712834366317,nan,6.296324331738236,5.571150130489356,ztfr,False,30,1734.15172,1534.42216
