MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59027.452045,19.504,0.144,57,8,c,0,4.26,256.72750,30.27150,6827.88,9160.25,2.68,2.57,-52.0,-0.406,19.82,22.01,02a59027o0430c
59029.388251,18.603,0.099,131,13,o,0,3.79,256.72750,30.27150,7338.70,7692.80,2.01,1.98,83.5,-0.414,19.57,20.54,01a59029o0150o
59029.394855,18.488,0.076,146,11,o,0,13.35,256.72750,30.27150,7359.53,7730.10,1.94,1.91,27.9,-0.417,19.60,20.54,01a59029o0163o
59029.417830,19.103,0.128,83,11,o,0,7.81,256.72750,30.27150,7305.39,7652.89,2.03,1.84,-81.2,-0.424,19.61,20.55,01a59029o0211o
59029.429420,18.504,0.076,144,11,o,0,5.19,256.72750,30.27150,7288.98,7769.17,2.15,1.99,-80.8,-0.411,19.52,20.62,01a59029o0236o
59031.377207,19.080,0.207,85,18,o,0,3.17,256.72750,30.27150,6772.67,9233.71,2.77,2.23,-59.6,-0.430,19.08,19.88,02a59031o0283o
59031.380573,19.040,0.191,88,17,o,0,2.45,256.72750,30.27150,6755.07,9197.37,2.60,2.17,-56.0,-0.435,19.13,19.88,02a59031o0290o
59031.412471,18.998,0.211,91,19,o,0,1.55,256.72750,30.27150,6805.21,9278.12,2.78,2.17,-53.4,-0.429,19.14,19.92,02a59031o0358o
59031.417983,18.819,0.167,108,18,o,0,2.87,256.72750,30.27150,6826.71,9160.28,2.72,2.17,-54.2,-0.419,19.11,19.90,02a59031o0370o
59033.400541,18.564,0.113,136,15,o,0,3.79,256.72750,30.27150,5630.29,1226.12,2.22,1.90,-13.3,-0.412,19.13,19.58,01a59033o0347o
59033.403786,18.698,0.142,120,17,o,0,3.85,256.72750,30.27150,5651.93,1264.71,2.25,1.97,-11.2,-0.408,19.09,19.57,01a59033o0354o
59033.409785,18.614,0.130,130,17,o,0,2.49,256.72750,30.27150,5595.08,1186.67,2.29,1.93,-14.9,-0.408,19.10,19.56,01a59033o0367o
59033.420528,18.459,0.105,150,16,o,0,4.40,256.72750,30.27150,5578.45,1304.08,2.25,1.92,-10.0,-0.409,19.10,19.55,01a59033o0389o
59035.408640,18.669,0.199,124,25,o,0,1.99,256.72750,30.27150,3836.13,7288.95,2.06,2.04,26.5,-0.426,18.83,19.17,02a59035o0310o
59035.411836,19.141,0.278,80,22,o,0,2.34,256.72750,30.27150,3817.24,7250.46,2.10,2.07,61.6,-0.434,18.82,19.17,02a59035o0317o
59035.418081,18.952,0.231,95,22,o,0,1.24,256.72750,30.27150,3875.39,7331.34,2.08,2.04,15.9,-0.431,18.83,19.17,02a59035o0330o
59035.442046,18.482,0.133,147,20,o,0,3.33,256.72750,30.27150,3895.13,7215.81,2.21,1.92,39.3,-0.424,18.79,19.10,02a59035o0381o
59037.364336,18.834,0.133,106,14,o,0,4.42,256.72750,30.27150,5615.98,1227.31,1.91,1.82,-19.8,-0.428,19.48,20.09,01a59037o0261o
59037.367103,18.666,0.109,124,14,o,0,5.19,256.72750,30.27150,5636.55,1266.58,1.97,1.81,-10.7,-0.419,19.43,20.09,01a59037o0267o
59037.372491,18.979,0.124,93,12,o,0,9.90,256.72750,30.27150,5579.22,1187.55,1.93,1.83,-14.6,-0.419,19.49,20.08,01a59037o0278o
59037.384971,18.778,0.121,112,14,o,0,6.49,256.72750,30.27150,5565.20,1305.12,1.98,1.89,-15.0,-0.421,19.40,20.05,01a59037o0304o
59039.351994,19.266,0.166,71,12,o,0,4.32,256.72750,30.27150,3848.66,7295.20,2.06,1.99,33.5,-0.436,19.62,20.92,02a59039o0236o
59039.355226,18.795,0.083,110,9,o,0,11.00,256.72750,30.27150,3829.16,7256.96,2.15,2.11,42.2,-0.428,19.57,20.86,02a59039o0243o
59039.361628,18.552,0.085,138,12,o,0,2.73,256.72750,30.27150,3886.71,7333.20,2.25,2.19,30.0,-0.421,19.49,20.78,02a59039o0257o
59039.373913,18.541,0.086,139,12,o,0,3.92,256.72750,30.27150,3905.90,7216.72,2.09,1.95,37.8,-0.429,19.52,20.68,02a59039o0283o
59041.390984,19.086,0.113,84,10,o,0,4.10,256.72750,30.27150,6753.24,5183.77,2.11,2.02,-17.7,-0.396,19.77,21.20,01a59041o0325o
59041.393769,19.101,0.108,83,9,o,0,14.80,256.72750,30.27150,6773.85,5222.52,2.03,1.98,-12.9,-0.400,19.80,21.15,01a59041o0331o
59041.418721,19.209,0.166,75,12,o,0,3.65,256.72750,30.27150,6718.46,5145.55,2.03,1.94,-40.4,-0.399,19.69,20.81,01a59041o0382o
59041.437276,19.133,0.134,81,11,o,0,7.34,256.72750,30.27150,6702.25,5263.59,2.10,1.99,-28.9,-0.392,19.59,20.65,01a59041o0421o
