MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59029.556677,20.245,0.347,29,10,o,0,1.39,345.29006,23.48722,7599.07,10034.80,2.05,1.88,-86.1,-0.400,19.70,21.29,01a59029o0495o
59029.559916,20.630,0.467,20,10,o,0,1.89,345.29006,23.48722,7579.91,9995.22,1.98,1.82,88.6,-0.399,19.78,21.11,01a59029o0502o
59029.564532,21.127,0.753,13,10,o,0,0.93,345.29006,23.48722,7637.94,10073.98,1.90,1.79,-80.0,-0.396,19.82,21.14,01a59029o0512o
59029.569910,-26.720,125.000,0,9,o,0,1.33,345.29006,23.48722,7657.31,9958.11,1.95,1.82,70.3,-0.389,19.82,21.26,01a59029o0523o
59031.545113,-23.275,5.417,-2,10,c,0,1.29,345.29006,23.48722,5490.01,4330.27,2.64,2.57,67.9,-0.397,19.65,21.76,02a59031o0620c
59031.546947,21.922,1.333,6,8,c,0,1.31,345.29006,23.48722,5508.81,4369.57,2.56,2.45,46.2,-0.400,19.72,21.77,02a59031o0624c
59031.550176,21.607,0.915,8,8,c,0,2.07,345.29006,23.48722,5450.82,4292.58,2.55,2.51,56.1,-0.405,19.68,21.77,02a59031o0631c
59031.555694,21.587,0.889,8,8,c,0,1.54,345.29006,23.48722,5430.87,4409.57,2.49,2.44,61.7,-0.405,19.72,21.78,02a59031o0643c
59033.546280,21.585,1.514,8,13,o,0,1.19,345.29006,23.48722,3155.22,6338.69,2.06,1.81,-1.3,-0.385,19.31,19.94,01a59033o0643o
59033.548588,-21.470,1.518,-9,14,o,0,0.92,345.29006,23.48722,3136.47,6300.62,2.12,1.90,-3.2,-0.388,19.27,19.97,01a59033o0648o
59033.552090,-21.400,1.208,-10,12,o,0,1.16,345.29006,23.48722,3195.08,6377.94,2.03,1.91,-10.9,-0.399,19.34,19.99,01a59033o0655o
59033.557205,23.347,8.333,2,14,o,0,0.94,345.29006,23.48722,3212.89,6260.72,2.01,1.84,-0.1,-0.406,19.33,20.00,01a59033o0666o
59035.542595,21.752,2.773,7,20,o,0,1.66,345.29006,23.48722,5560.80,6265.77,2.21,2.01,46.7,-0.445,18.85,19.24,02a59035o0589o
59035.545796,22.296,4.775,4,21,o,0,1.81,345.29006,23.48722,5580.43,6304.72,2.24,1.97,44.6,-0.443,18.91,19.25,02a59035o0596o
59035.549921,19.672,0.402,49,20,o,0,1.30,345.29006,23.48722,5521.82,6227.30,2.20,1.95,46.6,-0.445,18.87,19.27,02a59035o0605o
59035.555503,23.695,13.833,1,17,o,0,1.55,345.29006,23.48722,5502.98,6344.37,2.10,1.93,49.1,-0.450,18.96,19.30,02a59035o0616o
59035.618779,-21.877,3.455,-6,22,o,0,0.88,345.29006,23.48722,5027.30,4283.89,2.19,1.81,35.6,-0.450,18.81,19.02,02a59035o0703o
59037.519372,-21.484,1.721,-9,16,o,0,1.00,345.29006,23.48722,3158.60,6344.49,1.92,1.85,-40.7,-0.420,19.18,19.60,01a59037o0574o
59037.521217,22.578,3.674,3,12,o,0,1.23,345.29006,23.48722,3138.75,6304.50,1.97,1.89,-41.1,-0.417,19.14,19.61,01a59037o0578o
59037.526937,-21.484,1.521,-9,14,o,0,1.19,345.29006,23.48722,3198.14,6381.86,1.98,1.89,-38.6,-0.417,19.15,19.63,01a59037o0589o
59037.532960,21.023,1.022,14,14,o,0,0.90,345.29006,23.48722,3217.15,6267.69,1.97,1.90,-37.8,-0.416,19.17,19.63,01a59037o0602o
59039.497739,21.309,1.732,11,19,o,0,2.24,345.29006,23.48722,5564.99,6260.85,2.39,1.92,38.6,-0.440,19.13,19.83,02a59039o0537o
59039.499593,-20.540,0.740,-22,16,o,0,1.16,345.29006,23.48722,5584.04,6300.12,2.38,1.97,40.4,-0.439,19.14,19.84,02a59039o0541o
59039.507361,22.884,7.625,2,19,o,0,1.77,345.29006,23.48722,5516.04,6225.78,3.20,2.13,37.1,-0.405,19.04,19.85,02a59039o0555o
59039.516562,22.824,6.320,3,17,o,0,1.38,345.29006,23.48722,5499.53,6342.80,2.41,1.84,38.3,-0.437,19.19,19.87,02a59039o0573o
59041.560455,21.198,0.797,12,10,o,0,1.68,345.29006,23.48722,4458.91,2368.45,1.98,1.95,-22.3,-0.419,19.45,20.33,01a59041o0676o
59041.563916,20.268,0.335,28,10,o,0,1.36,345.29006,23.48722,4438.06,2328.99,2.05,2.02,11.6,-0.421,19.44,20.32,01a59041o0683o
59041.569440,-21.131,0.940,-13,12,o,0,1.01,345.29006,23.48722,4497.69,2407.92,2.06,1.98,-3.4,-0.412,19.47,20.30,01a59041o0695o
59041.575489,23.210,6.550,2,12,o,0,1.48,345.29006,23.48722,4514.85,2290.25,2.18,2.08,-0.7,-0.408,19.35,20.27,01a59041o0708o
59043.568927,21.354,1.148,10,12,o,0,1.45,345.29006,23.48722,3622.98,6358.96,2.03,1.93,38.2,-0.447,19.52,20.63,02a59043o0635o
59043.572150,20.539,0.491,22,11,o,0,1.74,345.29006,23.48722,3643.00,6397.01,2.12,1.96,41.5,-0.441,19.52,20.62,02a59043o0642o
59043.578110,23.770,9.500,1,11,o,0,1.77,345.29006,23.48722,3586.52,6319.60,2.04,1.88,37.9,-0.444,19.51,20.59,02a59043o0655o
59043.606489,21.066,0.820,14,11,o,0,0.88,345.29006,23.48722,7003.63,4139.00,2.10,1.92,28.5,-0.436,19.50,20.66,02a59043o0713o
59045.502664,17.399,0.271,398,108,o,0,2.06,345.29006,23.48722,4461.48,2363.74,2.89,2.78,5.2,-0.400,16.82,18.30,01a59045o0563o
59045.515596,16.919,0.243,620,151,o,0,1.59,345.29006,23.48722,4441.24,2326.04,3.20,3.04,-7.5,-0.396,16.50,17.91,01a59045o0590o
59045.518820,16.221,0.619,1180,730,o,0,1.36,345.29006,23.48722,4500.41,2404.38,2.89,2.75,-11.0,-0.385,15.27,16.55,01a59045o0597o
59045.537193,17.155,0.252,499,126,o,0,1.25,345.29006,23.48722,4518.31,2285.95,3.27,3.15,-10.0,-0.426,16.79,18.17,01a59045o0633o
