MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58936.403882,-21.600,1.540,-8,13,o,0,1.42,142.24344,-14.80552,8403.17,9419.21,2.60,2.29,-89.4,-0.376,19.38,20.80,01a58936o0275o
58942.356939,-19.140,0.423,-80,34,o,0,0.98,142.24344,-14.80552,2238.68,3335.64,2.03,1.87,-65.0,-0.452,18.34,18.58,02a58942o0174o
58942.360166,-20.835,2.708,-17,46,o,0,0.92,142.24344,-14.80552,2219.55,3298.53,2.12,1.83,-58.6,-0.460,18.12,18.29,02a58942o0181o
58942.365742,-23.649,29.400,-1,37,o,0,1.03,142.24344,-14.80552,2277.40,3375.76,2.10,1.86,-58.2,-0.455,18.18,18.33,02a58942o0193o
58942.375557,17.156,0.817,498,407,o,0,1.18,142.24344,-14.80552,2299.39,3258.51,2.29,1.80,-55.2,-0.446,15.39,15.15,02a58942o0214o
58944.373866,19.719,0.622,47,29,o,0,1.39,142.24344,-14.80552,8213.84,5260.83,2.07,1.97,31.8,-0.405,18.48,18.56,01a58944o0210o
58944.377194,-20.411,1.397,-25,35,o,0,0.81,142.24344,-14.80552,8233.33,5300.34,2.15,2.06,42.9,-0.394,18.27,18.44,01a58944o0217o
58944.383459,19.500,1.045,58,60,o,0,1.21,142.24344,-14.80552,8173.35,5223.40,2.17,2.10,47.5,-0.405,17.84,18.20,01a58944o0230o
58944.394869,-23.532,43.700,-1,61,o,0,0.87,142.24344,-14.80552,8152.39,5341.41,2.28,2.17,65.5,-0.393,17.68,17.83,01a58944o0251o
58947.397468,-21.602,7.419,-8,62,o,0,1.88,142.24344,-14.80552,8211.94,5264.54,2.32,2.25,20.6,-0.408,17.65,17.91,01a58947o0287o
58947.401210,0.000,0.000,0,0,o,0,-2.00,142.24344,-14.80552,8186.32,5258.50,2.33,2.16,0.8,-0.431,16.77,17.10,01a58947o0295o
58947.408452,19.288,0.707,70,49,o,0,1.19,142.24344,-14.80552,8167.59,5227.89,2.29,2.22,37.0,-0.388,17.74,17.85,01a58947o0309o
58947.422338,-20.773,2.518,-18,45,o,0,1.47,142.24344,-14.80552,8148.22,5347.46,2.63,2.53,20.3,-0.379,17.72,17.93,01a58947o0337o
58949.325933,20.370,0.587,26,15,o,0,1.46,142.24344,-14.80552,8210.10,5261.85,2.03,1.93,18.5,-0.417,19.21,19.85,01a58949o0232o
58949.329158,-20.775,1.123,-18,20,o,0,0.85,142.24344,-14.80552,8230.63,5301.25,2.64,1.96,6.0,-0.397,19.05,19.82,01a58949o0239o
58949.335188,-20.160,0.573,-31,18,o,0,0.93,142.24344,-14.80552,8172.46,5223.33,2.15,1.92,11.6,-0.404,19.14,19.79,01a58949o0252o
58949.345675,24.344,24.429,1,16,o,0,1.18,142.24344,-14.80552,8153.25,5339.90,2.07,2.00,27.9,-0.414,19.13,19.74,01a58949o0274o
58949.408648,-19.935,0.707,-39,27,o,0,1.32,142.24344,-14.80552,7978.93,9573.10,2.62,2.21,-43.1,-0.412,18.74,19.20,02a58949o0310o
58949.411932,-20.263,1.054,-28,30,o,0,1.36,142.24344,-14.80552,7958.91,9534.10,2.63,2.26,-44.8,-0.414,18.75,19.17,02a58949o0317o
58949.417217,-22.310,7.033,-4,30,o,0,0.96,142.24344,-14.80552,8018.53,9612.19,2.53,2.18,-45.4,-0.418,18.74,19.11,02a58949o0328o
58949.427794,-20.073,0.934,-34,32,o,0,1.16,142.24344,-14.80552,8037.88,9495.09,2.63,2.32,-45.1,-0.411,18.55,19.00,02a58949o0351o
58951.364852,-21.031,0.745,-14,10,o,0,1.44,142.24344,-14.80552,8214.53,5263.03,2.14,1.93,9.5,-0.397,19.53,20.75,01a58951o0300o
58951.368645,-21.806,1.662,-7,11,o,0,1.69,142.24344,-14.80552,8234.61,5302.00,2.11,1.90,9.7,-0.399,19.47,20.62,01a58951o0308o
58951.373875,-21.959,2.339,-6,14,o,0,1.01,142.24344,-14.80552,8175.33,5224.63,2.25,1.92,11.3,-0.382,19.33,20.41,01a58951o0318o
58951.384070,-20.603,0.516,-21,11,o,0,1.91,142.24344,-14.80552,8154.60,5343.01,2.00,1.97,33.0,-0.405,19.38,20.30,01a58951o0340o
58955.392323,-23.851,15.000,-1,16,o,0,1.29,142.24344,-14.80552,4496.50,907.85,2.55,2.20,-9.9,-0.385,19.28,20.56,01a58955o0350o
58955.395246,-20.613,0.849,-21,18,o,0,0.97,142.24344,-14.80552,4516.88,947.40,2.47,2.14,-8.7,-0.390,19.29,20.50,01a58955o0356o
58955.404084,21.039,1.136,14,16,o,0,1.31,142.24344,-14.80552,4453.46,871.45,2.35,2.23,-4.8,-0.405,19.21,20.42,01a58955o0374o
58955.414448,21.209,1.910,12,23,o,0,0.89,142.24344,-14.80552,4435.02,989.92,2.79,2.62,-14.4,-0.397,18.99,20.31,01a58955o0396o
58957.362558,-20.503,2.188,-23,50,c,0,1.79,142.24344,-14.80552,4047.28,9758.26,2.87,2.57,49.9,-0.358,17.73,19.35,02a58957o0263c
58957.365882,-19.386,0.951,-64,61,c,0,0.96,142.24344,-14.80552,4030.26,9717.81,2.74,2.54,51.8,-0.367,17.91,19.46,02a58957o0270c
58957.371728,19.230,0.777,74,57,c,0,1.41,142.24344,-14.80552,4090.52,9795.86,2.85,2.66,58.0,-0.361,17.86,19.45,02a58957o0282c
58957.382503,19.636,0.802,51,41,c,0,0.96,142.24344,-14.80552,4109.81,9676.87,2.76,2.50,49.9,-0.369,18.18,19.80,02a58957o0303c
58959.248926,-20.878,0.602,-16,10,o,0,1.87,142.24344,-14.80552,6074.18,9650.86,2.27,1.83,0.3,-0.353,19.51,20.60,01a58959o0059o
58959.258685,21.384,1.317,10,13,o,0,1.24,142.24344,-14.80552,4511.82,948.43,2.45,1.81,-5.6,-0.425,19.54,20.58,01a58959o0079o
58959.262435,22.959,6.444,2,15,o,0,1.15,142.24344,-14.80552,4452.76,868.97,2.85,2.11,-5.8,-0.411,19.40,20.60,01a58959o0087o
58959.275953,20.728,0.821,19,15,o,0,1.14,142.24344,-14.80552,4435.24,985.22,2.73,2.11,-6.5,-0.414,19.44,20.69,01a58959o0115o
58960.324964,22.040,1.956,6,11,o,0,1.13,142.24344,-14.80552,2544.79,7516.61,2.02,1.83,-14.6,-0.392,19.48,20.65,01a58960o0225o
58960.328235,20.550,0.540,22,12,o,0,1.18,142.24344,-14.80552,2564.17,7554.90,1.98,1.80,-15.2,-0.404,19.53,20.62,01a58960o0232o
58960.333785,-22.347,3.087,-4,13,o,0,1.02,142.24344,-14.80552,2505.70,7478.20,2.12,1.95,-16.7,-0.384,19.45,20.65,01a58960o0244o
58960.344954,-20.977,0.764,-15,11,o,0,1.17,142.24344,-14.80552,2485.22,7594.57,2.11,1.96,-16.7,-0.391,19.48,20.75,01a58960o0268o
58961.305415,20.102,0.451,33,15,c,0,1.09,142.24344,-14.80552,4047.70,9755.52,2.66,2.37,54.1,-0.380,19.65,21.42,02a58961o0173c
58961.308653,19.839,0.314,42,13,c,0,1.71,142.24344,-14.80552,4028.50,9715.61,2.73,2.36,53.4,-0.377,19.63,21.42,02a58961o0180c
58961.315173,20.784,0.739,18,13,c,0,1.61,142.24344,-14.80552,4088.03,9796.24,2.93,2.40,50.0,-0.364,19.60,21.43,02a58961o0194c
58961.326748,21.848,1.957,7,13,c,0,1.18,142.24344,-14.80552,4108.69,9678.84,2.68,2.40,54.4,-0.378,19.61,21.42,02a58961o0219c
58962.323512,20.715,1.192,19,22,c,0,0.69,142.24344,-14.80552,4280.13,5197.31,2.74,2.29,46.1,-0.377,18.94,20.56,02a58962o0195c
58962.326733,19.469,0.640,59,38,c,0,0.98,142.24344,-14.80552,4262.26,5157.97,2.64,2.27,48.1,-0.381,18.21,19.76,02a58962o0202c
58962.332373,21.085,2.778,13,37,c,0,1.40,142.24344,-14.80552,4319.70,5235.22,2.82,2.35,44.5,-0.370,18.12,19.68,02a58962o0214c
58962.342558,20.523,1.455,22,33,c,0,1.14,142.24344,-14.80552,4339.76,5119.22,2.65,2.33,45.9,-0.383,18.38,19.94,02a58962o0236c
