MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58988.431189,18.880,0.082,102,8,o,0,1.88,218.70164,8.16956,8571.81,3319.81,1.96,1.87,-67.5,-0.414,19.76,21.00,01a58988o0386o
58990.379438,19.833,0.210,42,9,c,0,1.25,218.70164,8.16956,3748.20,5246.80,2.46,2.26,40.8,-0.400,19.79,21.73,02a58990o0315c
58990.384067,19.380,0.132,64,8,c,0,1.02,218.70164,8.16956,3728.72,5209.65,2.46,2.28,42.7,-0.398,19.76,21.73,02a58990o0325c
58990.389558,19.375,0.129,65,8,c,0,1.58,218.70164,8.16956,3786.70,5286.22,2.43,2.25,40.4,-0.402,19.81,21.72,02a58990o0337c
58990.423762,19.395,0.128,63,8,c,0,1.52,218.70164,8.16956,3802.07,5172.56,2.43,2.27,54.8,-0.405,19.78,21.70,02a58990o0410c
58992.394633,19.387,0.175,64,11,o,0,0.92,218.70164,8.16956,8524.77,1297.09,2.22,1.97,-0.6,-0.381,19.69,20.88,01a58992o0355o
58992.397857,19.331,0.151,67,10,o,0,1.09,218.70164,8.16956,8544.44,1335.48,2.13,1.91,-4.4,-0.389,19.73,20.92,01a58992o0362o
58992.405237,19.500,0.195,58,11,o,0,0.98,218.70164,8.16956,8487.90,1258.63,2.17,1.95,-16.2,-0.387,19.67,20.92,01a58992o0378o
58992.416075,19.707,0.234,48,11,o,0,1.62,218.70164,8.16956,8469.76,1376.21,2.35,2.10,-15.2,-0.384,19.53,20.75,01a58992o0401o
58994.394728,20.497,0.398,23,9,c,0,1.54,218.70164,8.16956,4047.61,879.08,2.50,2.31,-61.9,-0.417,19.72,21.60,02a58994o0342c
58994.397522,19.761,0.201,45,9,c,0,1.17,218.70164,8.16956,4028.58,840.03,2.56,2.32,-61.7,-0.415,19.71,21.61,02a58994o0348c
58994.404102,19.901,0.224,40,9,c,0,1.76,218.70164,8.16956,4087.03,915.61,2.53,2.31,-65.3,-0.418,19.74,21.63,02a58994o0362c
58994.414296,21.124,0.726,13,9,c,0,1.17,218.70164,8.16956,4104.99,800.48,2.60,2.39,-69.1,-0.413,19.68,21.62,02a58994o0384c
58995.412752,20.252,0.308,29,9,c,0,1.25,218.70164,8.16956,4044.20,876.76,2.55,2.28,-59.8,-0.423,19.72,21.61,02a58995o0377c
58995.415963,20.382,0.318,26,8,c,0,1.39,218.70164,8.16956,4025.30,837.90,2.54,2.30,-57.8,-0.418,19.73,21.61,02a58995o0384c
58995.431869,19.877,0.239,41,10,c,0,1.35,218.70164,8.16956,4086.73,916.41,2.52,2.29,-62.0,-0.421,19.71,21.56,02a58995o0418c
58995.450456,19.897,0.227,40,9,c,0,1.56,218.70164,8.16956,4108.60,799.51,2.52,2.31,-57.8,-0.416,19.71,21.47,02a58995o0457c
58996.424571,-18.018,0.990,-225,223,o,0,1.47,218.70164,8.16956,8471.19,1375.19,2.21,2.05,-69.6,-0.384,16.11,17.18,01a58996o0310o
58999.388878,19.437,0.191,61,12,o,0,1.00,218.70164,8.16956,4055.34,881.54,1.95,1.83,-64.2,-0.474,19.55,20.51,02a58999o0314o
58999.394292,19.936,0.292,38,11,o,0,1.52,218.70164,8.16956,4035.56,842.01,2.00,1.84,-66.9,-0.462,19.52,20.52,02a58999o0324o
58999.397246,20.096,0.388,33,13,o,0,1.13,218.70164,8.16956,4094.94,921.49,2.01,1.89,-69.2,-0.461,19.51,20.52,02a58999o0330o
58999.417452,19.682,0.268,49,13,o,0,0.87,218.70164,8.16956,4110.38,800.65,2.06,1.94,-68.8,-0.459,19.46,20.49,02a58999o0371o
59000.355449,19.512,0.266,57,15,o,0,0.99,218.70164,8.16956,8734.38,5181.54,2.17,1.77,2.8,-0.403,19.34,19.97,01a59000o0245o
59000.390753,19.709,0.276,48,13,o,0,1.34,218.70164,8.16956,8760.91,5218.32,2.13,1.88,6.3,-0.392,19.35,20.00,01a59000o0320o
59000.393975,19.948,0.360,38,14,o,0,1.08,218.70164,8.16956,8700.73,5140.14,2.07,1.86,9.8,-0.398,19.33,19.98,01a59000o0327o
59000.399683,19.796,0.283,44,12,o,0,1.54,218.70164,8.16956,8681.28,5256.14,2.17,1.92,1.0,-0.392,19.31,19.98,01a59000o0339o
59006.376157,19.786,0.478,44,21,o,0,1.19,218.70164,8.16956,6006.69,781.25,2.11,1.81,-54.5,-0.445,18.89,19.21,02a59006o0295o
59006.378968,20.268,0.706,28,20,o,0,1.09,218.70164,8.16956,5987.19,741.89,2.23,1.92,-55.1,-0.450,18.80,19.20,02a59006o0301o
59006.384950,19.837,0.484,42,20,o,0,1.17,218.70164,8.16956,6045.26,822.54,2.20,1.93,-56.5,-0.447,18.83,19.19,02a59006o0314o
59006.398309,18.883,0.247,102,25,o,0,1.21,218.70164,8.16956,6066.31,704.28,2.22,1.92,-53.6,-0.458,18.81,19.15,02a59006o0343o
59007.340426,19.331,0.250,67,17,o,0,1.38,218.70164,8.16956,6005.63,778.26,2.09,1.93,-65.8,-0.450,19.00,19.55,02a59007o0222o
59007.343640,20.968,1.303,15,19,o,0,0.94,218.70164,8.16956,5986.77,739.57,2.16,1.97,-67.8,-0.455,19.04,19.61,02a59007o0229o
59007.360886,20.351,0.614,26,16,o,0,1.72,218.70164,8.16956,6046.20,816.47,2.05,1.86,-64.3,-0.454,19.08,19.58,02a59007o0263o
59007.377756,20.216,0.443,30,13,o,0,1.77,218.70164,8.16956,6065.70,702.32,2.11,1.81,-58.7,-0.466,19.06,19.55,02a59007o0298o
59008.380847,19.983,0.692,37,26,o,0,1.36,218.70164,8.16956,8499.21,9549.69,2.04,1.88,29.4,-0.385,18.51,18.93,01a59008o0311o
59008.386069,19.404,0.346,63,22,o,0,0.94,218.70164,8.16956,8518.58,9589.39,2.01,1.84,31.6,-0.390,18.88,19.25,01a59008o0322o
59008.389294,19.780,0.462,44,20,o,0,0.81,218.70164,8.16956,8459.05,9510.91,2.37,2.05,19.4,-0.387,18.94,19.62,01a59008o0329o
59008.399464,19.810,0.441,43,19,o,0,1.16,218.70164,8.16956,8442.90,9628.20,1.97,1.82,27.1,-0.387,19.05,19.55,01a59008o0351o
59009.349302,-19.836,2.043,-42,86,o,0,0.99,218.70164,8.16956,8494.51,9552.62,2.12,1.82,15.9,-0.390,17.59,18.45,01a59009o0246o
59009.372869,-20.714,1.892,-19,36,o,0,1.48,218.70164,8.16956,8518.47,9591.00,2.20,1.83,25.5,-0.386,18.17,18.42,01a59009o0296o
59009.381457,-18.375,0.943,-162,153,o,0,0.86,218.70164,8.16956,8458.86,9512.21,2.22,1.89,21.7,-0.413,16.05,16.19,01a59009o0314o
59009.395994,18.713,0.564,119,67,o,0,1.30,218.70164,8.16956,8441.26,9629.85,2.22,1.90,19.5,-0.385,18.26,18.84,01a59009o0344o
59010.392654,19.358,0.183,66,12,o,0,1.83,218.70164,8.16956,7788.58,8939.50,2.38,2.31,-80.1,-0.429,19.50,20.89,02a59010o0328o
59010.395868,20.449,0.525,24,13,o,0,1.52,218.70164,8.16956,7769.89,8900.49,2.40,2.27,-70.2,-0.425,19.46,20.84,02a59010o0335o
59010.402743,19.859,0.332,41,14,o,0,1.16,218.70164,8.16956,7828.83,8979.40,2.32,2.22,-67.4,-0.428,19.48,20.72,02a59010o0350o
59010.416535,19.853,0.333,42,14,o,0,1.49,218.70164,8.16956,7851.79,8864.43,2.33,2.28,-72.8,-0.424,19.42,20.45,02a59010o0380o
59013.353090,20.090,0.304,33,10,o,0,1.24,218.70164,8.16956,8498.48,9552.83,2.35,1.81,9.3,-0.378,19.81,21.46,01a59013o0249o
59013.357810,19.986,0.203,37,8,o,0,2.12,218.70164,8.16956,8519.60,9592.58,1.91,1.81,47.4,-0.402,19.89,21.45,01a59013o0259o
59013.369589,19.898,0.238,40,10,o,0,1.18,218.70164,8.16956,8462.15,9514.33,2.06,1.92,43.4,-0.391,19.77,21.36,01a59013o0284o
59013.374888,19.674,0.174,49,8,o,0,1.42,218.70164,8.16956,8443.57,9631.62,1.99,1.88,61.6,-0.392,19.77,21.29,01a59013o0295o
59016.357052,19.399,0.275,63,17,o,0,1.27,218.70164,8.16956,2834.35,3579.64,2.11,1.89,-9.7,-0.400,19.02,20.29,01a59016o0261o
59016.360292,19.795,0.316,44,14,o,0,1.15,218.70164,8.16956,2854.41,3618.26,1.97,1.76,-10.7,-0.404,19.20,20.43,01a59016o0268o
59016.367687,20.581,0.835,21,18,o,0,1.99,218.70164,8.16956,2797.57,3541.71,2.07,1.87,-11.6,-0.401,18.74,20.00,01a59016o0284o
59016.377874,20.545,1.700,22,37,o,0,0.95,218.70164,8.16956,2778.63,3656.93,2.00,1.81,-7.5,-0.412,18.35,19.53,01a59016o0306o
59020.341990,20.786,0.444,18,8,o,0,1.72,218.70164,8.16956,2833.25,3578.54,2.41,1.83,-1.1,-0.377,19.69,21.18,01a59020o0222o
59020.345211,20.224,0.275,30,8,o,0,1.11,218.70164,8.16956,2853.03,3617.38,2.07,1.79,-3.6,-0.397,19.77,21.17,01a59020o0229o
59020.352574,19.527,0.210,56,12,o,0,1.07,218.70164,8.16956,2794.78,3539.69,2.26,1.84,-5.4,-0.386,19.66,21.08,01a59020o0245o
59020.370987,20.239,0.355,29,10,o,0,0.99,218.70164,8.16956,2777.88,3655.74,2.18,1.89,-10.2,-0.387,19.61,21.01,01a59020o0285o
59022.332281,20.761,0.440,18,8,c,0,1.36,218.70164,8.16956,7542.99,3120.09,2.45,2.41,88.1,-0.390,19.79,21.85,02a59022o0193c
59022.335998,19.996,0.237,36,9,c,0,1.08,218.70164,8.16956,7523.97,3081.18,2.40,2.34,-82.4,-0.392,19.82,21.85,02a59022o0201c
59022.341123,20.250,0.253,29,7,c,0,1.46,218.70164,8.16956,7582.11,3158.84,2.42,2.35,89.9,-0.390,19.83,21.85,02a59022o0212c
59022.352795,21.708,1.153,8,9,c,0,1.14,218.70164,8.16956,7603.18,3042.88,2.45,2.38,-75.4,-0.391,19.77,21.85,02a59022o0237c
59025.307287,19.939,0.282,38,11,o,0,1.20,218.70164,8.16956,2624.09,9892.92,2.25,2.08,-30.7,-0.410,19.65,21.20,01a59025o0146o
