MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59053.531744,19.247,0.109,73,8,o,0,11.63,344.64262,15.17085,3512.02,6717.81,1.84,1.79,-78.1,-0.432,19.83,21.20,01a59053o0496o
59059.562696,20.357,0.323,26,8,c,0,3.06,344.64262,15.17085,5372.01,6695.72,2.59,2.33,44.9,-0.402,19.78,21.99,02a59059o0686c
59059.566355,23.015,3.059,2,7,c,0,7.52,344.64262,15.17085,5354.31,6657.88,2.58,2.38,41.3,-0.404,19.81,21.99,02a59059o0694c
59059.572440,20.500,0.300,23,7,c,0,4.73,344.64262,15.17085,5414.20,6736.57,2.67,2.34,40.0,-0.401,19.80,22.01,02a59059o0707c
59059.607679,20.427,0.351,24,9,c,0,3.96,344.64262,15.17085,5425.47,6621.15,2.53,2.39,46.8,-0.402,19.76,21.98,02a59059o0779c
59061.474640,18.676,0.106,123,13,o,0,4.26,344.64262,15.17085,7182.10,2236.45,2.10,1.69,-15.3,-0.395,19.38,20.80,01a59061o0469o
59061.476482,19.058,0.155,86,13,o,0,3.94,344.64262,15.17085,7162.46,2197.69,2.09,1.71,-14.7,-0.400,19.37,20.82,01a59061o0473o
59061.479244,19.071,0.136,85,12,o,0,6.26,344.64262,15.17085,7220.65,2275.68,2.07,1.72,-16.4,-0.404,19.43,20.68,01a59061o0479o
59061.484327,19.450,0.175,60,11,o,0,5.75,344.64262,15.17085,7241.12,2160.55,2.00,1.78,-11.5,-0.415,19.44,20.60,01a59061o0490o
59063.477913,19.277,1.857,71,131,o,0,1.46,344.64262,15.17085,5206.42,3867.80,2.35,1.83,39.1,-0.481,16.69,16.40,02a59063o0497o
59063.480667,-21.982,13.778,-6,81,o,0,1.33,344.64262,15.17085,5226.01,3905.29,2.45,1.82,37.9,-0.451,17.14,16.92,02a59063o0503o
59063.483546,18.387,0.723,160,116,o,0,1.12,344.64262,15.17085,5168.26,3828.32,2.32,1.78,39.3,-0.481,17.09,17.00,02a59063o0509o
59063.509802,18.807,1.744,109,190,o,0,1.72,344.64262,15.17085,5148.04,3946.94,2.40,1.84,35.1,-0.445,16.39,16.25,02a59063o0560o
59064.449544,19.643,0.381,50,19,o,0,6.70,344.64262,15.17085,1182.29,8374.15,1.79,1.72,-48.9,-0.415,18.83,19.05,01a59064o0465o
59064.451384,19.204,0.209,76,16,o,0,4.40,344.64262,15.17085,1162.65,8336.07,1.81,1.71,-59.9,-0.416,18.85,19.09,01a59064o0469o
59064.455064,19.123,0.208,81,17,o,0,4.04,344.64262,15.17085,1221.16,8413.96,1.84,1.72,-33.4,-0.409,18.84,19.04,01a59064o0477o
59064.460126,18.968,0.215,94,20,o,0,2.99,344.64262,15.17085,1240.83,8298.01,1.80,1.69,-42.8,-0.408,18.90,19.12,01a59064o0488o
59065.522612,19.846,0.512,42,21,o,0,1.56,344.64262,15.17085,9343.88,2157.60,2.35,2.08,-28.6,-0.399,18.87,19.20,01a59065o0589o
59065.529552,-19.635,0.528,-51,27,o,0,1.21,344.64262,15.17085,9365.79,2196.30,2.44,2.27,-10.9,-0.395,18.80,19.20,01a59065o0604o
59065.533700,19.637,0.442,51,22,o,0,1.64,344.64262,15.17085,9307.99,2119.36,2.25,2.08,-22.3,-0.399,18.87,19.20,01a59065o0613o
59065.564936,19.091,0.338,84,28,o,0,1.03,344.64262,15.17085,9295.13,2233.27,2.31,2.17,-37.1,-0.379,18.75,19.06,01a59065o0675o
59065.631595,-20.343,1.759,-26,47,o,0,1.48,344.64262,15.17085,9340.67,2175.84,2.54,2.35,-44.1,-0.386,17.97,17.98,01a59065o0810o
59069.435068,19.249,0.186,72,14,o,0,4.25,344.64262,15.17085,1181.70,8370.22,2.15,2.03,-54.4,-0.417,19.15,19.85,01a59069o0426o
59069.440129,19.253,0.237,72,17,o,0,2.86,344.64262,15.17085,1162.13,8332.79,2.11,2.01,-17.8,-0.398,18.80,21.09,01a59069o0436o
59069.465574,18.760,0.147,114,17,o,0,2.05,344.64262,15.17085,1222.12,8412.39,2.35,2.29,-51.2,-0.392,19.08,20.00,01a59069o0486o
59069.467877,18.643,0.120,127,15,o,0,3.78,344.64262,15.17085,1241.72,8295.42,2.24,2.15,-67.2,-0.403,19.18,19.98,01a59069o0491o
59071.449561,-18.163,0.087,-197,17,o,0,6.71,344.64262,15.17085,9776.53,10470.39,3.38,2.04,-52.5,-0.397,19.52,20.65,02a59071o0447o
59071.451390,-17.119,0.742,-516,383,o,0,0.08,344.64262,15.17085,9795.87,10510.19,3.60,1.96,-51.3,-0.415,19.54,20.65,02a59071o0451o
59071.455078,-22.127,2.323,-5,12,o,0,4.99,344.64262,15.17085,9735.85,10430.96,3.37,2.02,-52.9,-0.408,19.54,20.65,02a59071o0459o
59071.465398,19.479,0.244,59,14,o,0,2.55,344.64262,15.17085,8756.49,241.99,2.31,1.63,-53.8,-0.452,19.54,20.62,02a59071o0480o
59071.492455,19.464,0.280,60,17,o,0,3.42,344.64262,15.17085,8784.73,282.45,2.52,1.65,-52.9,-0.432,19.50,20.60,02a59071o0533o
59071.495658,18.818,0.142,108,15,o,0,1.72,344.64262,15.17085,8727.26,205.63,2.49,1.66,-50.8,-0.438,19.51,20.57,02a59071o0540o
59071.521808,19.453,0.216,60,13,o,0,3.74,344.64262,15.17085,1870.99,10243.67,2.40,1.82,-51.5,-0.458,19.41,20.50,02a59071o0592o
59073.500014,20.626,0.561,20,11,o,0,1.44,344.64262,15.17085,9691.44,8463.90,2.22,2.09,29.4,-0.393,19.70,21.00,01a59073o0577o
59073.504171,19.912,0.240,39,10,o,0,2.31,344.64262,15.17085,9712.95,8501.86,2.07,1.95,60.4,-0.396,19.79,20.98,01a59073o0586o
59073.512401,19.756,0.239,46,11,o,0,3.00,344.64262,15.17085,9655.39,8423.40,2.20,2.08,73.6,-0.397,19.69,20.97,01a59073o0603o
59073.528259,20.411,0.381,25,10,o,0,2.34,344.64262,15.17085,9640.98,8538.94,2.07,1.92,58.3,-0.403,19.71,20.87,01a59073o0636o
59075.505426,19.234,0.128,74,9,o,0,12.05,344.64262,15.17085,1116.01,6428.44,1.91,1.88,38.8,-0.457,19.71,21.17,02a59075o0560o
59075.508630,20.400,0.361,25,9,o,0,8.82,344.64262,15.17085,1096.51,6389.97,1.96,1.92,40.2,-0.463,19.68,21.14,02a59075o0567o
59075.513775,19.304,0.174,69,12,o,0,6.37,344.64262,15.17085,1153.91,6466.97,1.95,1.88,19.9,-0.463,19.70,21.09,02a59075o0578o
59075.524137,19.677,0.231,49,11,o,0,5.93,344.64262,15.17085,1173.60,6350.82,1.98,1.90,45.0,-0.457,19.66,21.08,02a59075o0597o
59077.480374,20.462,0.371,24,9,o,0,4.68,344.64262,15.17085,9686.87,8465.33,1.97,1.85,81.5,-0.404,20.00,21.41,01a59077o0514o
59077.483167,19.364,0.140,65,9,o,0,12.07,344.64262,15.17085,9708.81,8503.59,2.00,1.84,74.3,-0.406,19.97,21.40,01a59077o0520o
59077.515252,19.627,0.184,51,9,o,0,3.77,344.64262,15.17085,9656.60,8421.55,2.02,1.79,77.4,-0.403,19.92,21.30,01a59077o0586o
59077.520738,20.615,0.400,21,8,o,0,6.77,344.64262,15.17085,9639.29,8538.27,1.97,1.85,84.7,-0.403,19.93,21.34,01a59077o0597o
59079.449092,19.156,0.125,79,10,c,0,1.94,344.64262,15.17085,9465.12,4138.61,2.54,2.37,-60.6,-0.391,19.77,21.88,02a59079o0452c
59079.450937,19.926,0.251,39,10,c,0,3.40,344.64262,15.17085,9484.71,4176.95,2.56,2.42,-59.2,-0.396,19.78,21.88,02a59079o0456c
59079.454139,20.746,0.412,18,8,c,0,4.46,344.64262,15.17085,9426.66,4100.50,2.59,2.42,-61.9,-0.393,19.75,21.89,02a59079o0463c
59079.477134,22.295,2.167,4,10,c,0,2.90,344.64262,15.17085,1175.82,6348.76,2.44,2.22,-49.4,-0.427,19.80,21.90,02a59079o0504c
59083.419155,21.657,1.056,8,8,c,0,3.24,344.64262,15.17085,9021.42,6563.86,2.70,2.51,43.5,-0.391,19.75,21.85,02a59083o0378c
59083.438449,18.983,0.097,93,9,c,0,3.98,344.64262,15.17085,9047.24,6602.86,2.68,2.55,51.9,-0.391,19.74,21.89,02a59083o0418c
59083.456563,-22.138,1.538,-5,8,c,0,3.51,344.64262,15.17085,1596.80,4040.69,2.45,2.42,71.9,-0.408,19.74,21.92,02a59083o0452c
59083.459683,20.832,0.482,17,8,c,0,3.27,344.64262,15.17085,8969.69,6647.75,2.72,2.58,30.9,-0.390,19.77,21.92,02a59083o0458c
59085.473761,-20.200,0.372,-30,11,o,0,2.04,344.64262,15.17085,5047.00,1922.22,3.21,3.09,-20.7,-0.371,19.31,21.21,01a59085o0520o
59085.501927,20.608,0.477,21,10,o,0,4.70,344.64262,15.17085,5075.43,1959.30,2.60,2.52,16.9,-0.388,19.53,21.18,01a59085o0578o
59085.528529,21.552,1.444,9,13,o,0,1.69,344.64262,15.17085,5022.35,1881.12,2.57,2.54,-52.8,-0.390,19.46,21.09,01a59085o0632o
59085.553774,-20.488,0.487,-23,11,o,0,1.91,344.64262,15.17085,5008.06,1999.08,2.68,2.54,-18.3,-0.392,19.45,21.02,01a59085o0685o
59087.484272,-21.218,0.849,-12,10,c,0,1.86,344.64262,15.17085,1553.92,3999.84,2.54,2.47,-72.6,-0.411,19.66,21.76,02a59087o0535c
59087.487170,20.357,0.290,26,8,c,0,3.29,344.64262,15.17085,1535.73,3962.04,2.52,2.44,-76.4,-0.415,19.67,21.76,02a59087o0541c
59087.505784,19.737,0.201,46,9,c,0,3.13,344.64262,15.17085,1595.76,4040.72,2.55,2.47,-63.7,-0.413,19.66,21.73,02a59087o0578c
59087.512773,20.200,0.307,30,9,c,0,6.91,344.64262,15.17085,1615.25,3924.38,2.55,2.49,-76.1,-0.401,19.66,21.72,02a59087o0592c
59089.455524,20.557,0.408,22,9,o,0,4.22,344.64262,15.17085,4773.15,6285.97,2.09,1.87,-10.4,-0.391,19.57,20.53,01a59089o0505o
59089.458493,19.926,0.296,39,12,o,0,2.58,344.64262,15.17085,4794.41,6323.02,2.18,1.94,-6.7,-0.387,19.51,20.53,01a59089o0511o
59089.469138,19.969,0.241,37,9,o,0,4.68,344.64262,15.17085,4738.41,6244.16,2.17,1.87,-3.7,-0.389,19.56,20.55,01a59089o0532o
59089.474327,19.345,0.167,66,11,o,0,2.62,344.64262,15.17085,4721.02,6360.62,2.12,1.94,-7.2,-0.392,19.52,20.57,01a59089o0543o
59092.382246,19.742,0.436,46,20,o,0,2.06,344.64262,15.17085,5778.36,4274.89,2.46,2.36,-77.8,-0.376,18.85,19.48,01a59092o0313o
59092.384089,-19.643,0.414,-50,21,o,0,2.05,344.64262,15.17085,5758.31,4236.75,2.71,2.62,-63.4,-0.373,18.74,19.48,01a59092o0317o
59092.387332,20.930,1.013,15,16,o,0,6.91,344.64262,15.17085,5818.31,4315.66,2.25,2.19,-48.2,-0.398,18.97,19.49,01a59092o0324o
59092.392527,20.965,1.077,15,16,o,0,3.68,344.64262,15.17085,5836.39,4201.24,2.30,2.21,-62.5,-0.390,18.90,19.50,01a59092o0335o
59097.484837,-19.830,1.177,-42,50,o,0,1.39,344.64262,15.17085,2845.20,6382.91,1.91,1.82,-26.9,-0.424,17.81,17.77,01a59097o0580o
59097.488526,-21.442,4.977,-10,48,o,0,2.10,344.64262,15.17085,2865.34,6421.12,1.93,1.83,-31.1,-0.438,17.73,17.63,01a59097o0588o
59097.494053,-19.713,0.967,-47,46,o,0,1.07,344.64262,15.17085,2807.80,6344.07,1.95,1.87,-22.8,-0.410,17.84,17.86,01a59097o0600o
59097.518633,23.590,44.667,1,59,o,0,1.26,344.64262,15.17085,2792.96,6459.71,1.95,1.85,-26.6,-0.424,17.80,17.72,01a59097o0651o
59098.488134,19.887,0.392,40,16,o,0,5.90,344.64262,15.17085,3278.30,2438.67,2.16,1.94,48.2,-0.447,19.09,19.74,02a59098o0586o
59098.493247,-21.122,1.172,-13,15,o,0,4.88,344.64262,15.17085,3259.20,2400.99,2.11,1.93,49.6,-0.451,19.13,19.76,02a59098o0597o
59098.497614,19.827,0.304,43,13,o,0,8.82,344.64262,15.17085,3317.38,2478.45,2.13,1.95,47.8,-0.442,19.11,19.70,02a59098o0606o
