MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59354.406074,26.159,177.000,0,22,o,0,1.51,185.46033,4.48168,9431.84,6419.40,2.23,2.13,-66.5,-0.450,18.91,19.45,02a59354o0356o
59354.430447,-24.204,34.667,-1,26,o,0,1.21,185.46033,4.48168,9492.22,6500.86,2.28,2.07,-52.3,-0.446,18.86,19.31,02a59354o0407o
59354.441014,19.420,0.457,62,28,o,0,1.15,185.46033,4.48168,9512.78,6380.97,2.32,2.11,-40.7,-0.445,18.81,19.27,02a59354o0430o
59360.389150,-21.279,3.221,-11,36,o,0,1.05,185.46033,4.48168,3242.85,643.73,1.89,1.80,75.4,-0.443,18.37,18.21,01a59360o0199o
59360.391934,20.193,1.103,30,34,o,0,1.04,185.46033,4.48168,3263.32,682.91,1.93,1.83,80.1,-0.442,18.34,18.25,01a59360o0205o
59360.402080,21.302,2.366,11,26,o,0,1.21,185.46033,4.48168,3204.30,604.76,1.87,1.77,67.1,-0.452,18.52,18.43,01a59360o0227o
59360.407622,19.769,0.655,45,29,o,0,0.96,185.46033,4.48168,3184.95,722.36,2.00,1.89,75.0,-0.443,18.56,18.60,01a59360o0239o
59362.368108,20.496,0.746,23,17,o,0,1.49,185.46033,4.48168,8741.05,1893.91,2.12,1.77,-52.7,-0.483,19.00,19.58,02a59362o0289o
59362.371791,20.475,0.927,24,22,o,0,0.96,185.46033,4.48168,8723.73,1856.35,2.05,1.75,-52.2,-0.471,18.97,19.55,02a59362o0297o
59362.377774,21.051,1.210,14,17,o,0,1.53,185.46033,4.48168,8781.82,1932.40,2.11,1.84,-54.4,-0.421,18.94,19.53,02a59362o0310o
59362.388408,-24.033,26.333,-1,23,o,0,0.84,185.46033,4.48168,8803.54,1815.57,2.14,1.75,-51.4,-0.440,18.93,19.45,02a59362o0333o
59364.311830,20.272,0.407,28,12,o,0,1.05,185.46033,4.48168,3233.25,654.48,1.97,1.78,64.9,-0.447,19.70,20.78,01a59364o0142o
59364.315979,-22.216,1.900,-5,9,o,0,1.71,185.46033,4.48168,3252.81,693.43,1.94,1.83,61.9,-0.451,19.67,20.79,01a59364o0151o
