index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,fluxerr_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
130,473,6,1,ZTF_r,1227249122115,0,2.2631,226.339,6.10391,26.2595,1.48259e-05,0.0305847,0.116194,2.28938e-05,343,30.0,0.130123,0.06588,20.331,26.2595,1,2458981.7491204,473120221,51936.7427499289,1131.6049004911827,464.357056536279,82.7246080252631,52926.6487341476,118.702733942656,448.878564029053,1.05111437586791,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,51694.411202343705,7363.145216576715,14.475891017273945,0.15464276651389547,False,14.844416574775193,14.475891017273945,0.15464276651389547
131,473,6,1,ZTF_r,1227250052115,0,1.9723,225.302,6.13929,26.2773,1.54135e-05,0.0312271,0.119036,2.38078e-05,343,30.0,0.1259,0.063176,20.489,26.2773,3,2458981.7500579,473120221,53955.6377227181,1322.8463888311321,473.611301768586,108.963158804515,52857.2760101346,115.12961615819,462.203163537743,1.04571910582044,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,53713.30617513291,8607.518450971596,14.452095287492385,0.1739826394552921,False,14.69268008334479,14.452095287492385,0.1739826394552921
134,473,6,1,ZTF_r,1232255552115,0,1.4979,222.682,6.8918,26.2584,1.52977e-05,0.03103,0.117652,2.37325e-05,341,30.0,0.096171,0.067307,20.502,26.2584,1,2458986.7555556,473120221,52118.2915196421,1807.0882868312865,467.221468050827,212.087160416218,48669.4744257363,115.105710561912,425.67189670258,1.03327210259419,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,51875.95997205691,11758.391528119117,14.470984633810012,0.24608866397759974,False,14.335105196339965,14.470984633810012,0.24608866397759974
136,473,6,1,ZTF_r,1233297622115,0,1.8957,222.62,5.72973,26.274,1.72877e-05,0.0330947,0.122118,2.67999e-05,343,30.0,0.134022,0.065521,20.6411,26.274,3,2458987.7976273,473120221,50885.650808312,1547.3574704243208,464.680148589437,161.357546694098,48785.3210056177,109.584845685328,448.181430947848,1.04122456743905,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,50643.31926072681,10068.37081718511,14.51269459390171,0.21584742777108792,False,14.51917698366669,14.51269459390171,0.21584742777108792
138,473,6,1,ZTF_r,1237227662115,0,1.7421,224.039,6.52604,26.2616,1.65063e-05,0.0326154,0.125674,2.54851e-05,346,30.0,0.10893,0.063964,20.5089,26.2616,3,2458991.727662,473120221,52935.7085665924,1697.4719778990363,470.565907042618,184.009006950008,50513.8996692144,114.888385285574,442.639293462023,1.03643241409956,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,52693.37701900721,11045.138341938184,14.45720991855557,0.22757521677756043,False,14.406247089554832,14.45720991855557,0.22757521677756043
141,473,6,1,ZTF_r,1238233342115,0,1.7148,222.362,5.87168,26.2555,1.80913e-05,0.0336877,0.129119,2.79392e-05,343,30.0,0.124246,0.064724,20.5875,26.2555,3,2458992.7333449,473120221,51459.8421700513,1449.8011289367446,467.998151071713,140.494278985665,49929.1284598653,111.38279865082,451.28515912309,1.03800219604222,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,51217.51062246611,9433.589623802882,14.481953834543994,0.1999716138111212,False,14.571382539615335,14.481953834543994,0.1999716138111212
142,473,6,1,ZTF_r,1238234272115,0,1.8242,221.595,5.89643,26.2318,1.72675e-05,0.0329308,0.122996,2.66395e-05,342,30.0,0.129508,0.066477,20.5327,26.2318,1,2458992.7342708,473120221,50807.8955720016,1342.7345436729408,466.435297085108,122.797951793849,49903.850127802,110.98395674979,452.677638290465,1.03904059410918,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,50565.56402441641,8736.927021159334,14.472162860343172,0.18759173065472726,False,14.630978218908869,14.472162860343172,0.18759173065472726
147,473,6,1,ZTF_r,1241211462115,0,1.6316,220.105,6.55765,26.2707,1.26989e-05,0.0283235,0.112523,1.96101e-05,344,30.0,0.110192,0.064954,20.5314,26.2707,3,2458995.7114699,473120221,51815.1458473387,1617.3487715647964,472.200059159385,175.564372375421,48979.6482740597,112.441101753972,438.536516043016,1.02974790224067,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,51572.81429975351,10523.791356607288,14.489647921846583,0.22154463414503137,False,14.46784441608483,14.489647921846583,0.22154463414503137
148,473,6,1,ZTF_r,1241229422115,0,1.8107,221.964,6.64533,26.2526,1.42255e-05,0.0300216,0.121684,2.20437e-05,342,30.0,0.114345,0.063054,20.4431,26.2526,1,2458995.7294213,473120221,49721.2103131374,1237.8855939785954,449.084259064763,101.023799356315,48650.8946319037,117.580896637676,416.552030193315,1.03995017118196,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,49478.87876555221,8054.694165796202,14.5165503760557,0.17674170623876986,False,14.740052351551398,14.5165503760557,0.17674170623876986
149,473,6,1,ZTF_r,1242255242115,0,1.8828,218.363,7.17555,26.219,1.25072e-05,0.028261,0.124513,1.92778e-05,347,30.0,0.098836,0.061495,20.3047,26.219,3,2458996.7552431,473120221,48816.3514346174,1238.6998773765552,453.417032168369,106.976309946878,47649.9441474133,111.168834414737,431.513647825223,1.04055911355754,0.920334964719872,19.711999797821,0.109999999403954,4.27500009536743,0.555999994277954,2458185.927488,2458271.687905,0,48574.019887032206,8059.9925582863925,14.502989884280456,0.18015255770230618,False,14.705738387096561,14.502989884280456,0.18015255770230618
