index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,fluxerr_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
147,586,1,3,ZTF_r,1313187380315,0,1.6913,138.226,6.63029,26.0703,1.6148e-06,0.016042,0.0749104,4.79584e-06,1916,30.0,0.044759,0.055953,20.3983,26.0703,3,2459067.6873843,586120203,108.281452840432,25.391288233507627,4.84012608074878,1.0410343743848,66.3478233860962,46.0072544086182,1.45182929632517,1.0553739094616,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,79.6988942632775,38.41356192242296,21.31666925983118,0.5232896210755976,True,20.361663540985926,20.361663540985926,
153,586,1,3,ZTF_r,1315212900315,0,1.6764,137.657,5.93239,26.0767,2.1727e-06,0.0185681,0.0751532,6.48067e-06,1910,30.0,0.051245,0.051902,20.5757,26.0767,3,2459069.7129051,586120203,71.8583325504562,22.039043190756338,3.67686778479721,1.02772666850578,45.7086548355598,40.5028282195403,1.13613066737696,1.05393960982455,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,43.275773973301696,33.34207160083587,21.986087890414886,0.8364838756982188,True,20.521793539657516,20.521793539657516,
154,586,1,3,ZTF_r,1315214830315,0,1.7054,137.98,5.96427,26.0718,1.8967e-06,0.0173715,0.0705817,5.64546e-06,1910,30.0,0.044991,0.054496,20.555,26.0718,1,2459069.714838,586120203,-2.69923285678462,22.210970811561555,-0.148367015946221,1.20453521409277,-24.4751723300603,37.9600571525628,-0.649103712485231,1.05203913800981,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-31.28179143393912,33.60217468214628,,-1.1662337538899792,True,20.50845652619921,20.50845652619921,
155,586,1,3,ZTF_r,1316194730315,0,1.5677,138.869,6.0556,26.0797,3.5232e-06,0.0236569,0.0723476,1.04951e-05,1910,30.0,0.046474,0.071313,20.5741,26.0797,3,2459070.6947338,586120203,33.9475639517354,22.510446898818657,1.80917086529808,1.16305585614443,-59.0025995379737,40.5812002524714,-1.4637316065326,1.0416228999139,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,5.365005374580896,34.055241226716255,24.25577459657049,6.891656730676465,True,20.501815086888033,20.501815086888033,
157,586,1,3,ZTF_r,1317193210315,0,2.5874,135.303,6.15772,26.0709,2.0154e-06,0.0179667,0.070495,5.96636e-06,1908,30.0,0.057412,0.059764,20.1127,26.0709,3,2459071.6932176,586120203,10.0530821819201,32.203492717453884,0.339579713897537,0.956271829003204,-63.4915411136986,51.9791917882959,-1.2297066979497,1.08503613685121,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-18.5294763952344,48.71949978448658,,-2.854627933772651,True,20.104217937570837,20.104217937570837,
158,586,1,3,ZTF_r,1318189310315,0,1.7027,134.415,5.9333,26.0563,1.6792e-06,0.0163576,0.0659233,4.99154e-06,1913,30.0,0.042748,0.051047,20.5157,26.0563,1,2459072.6893171,586120203,7.90378932101778,23.428030188749762,0.429928899823992,1.31245528390794,-70.4282202923828,39.5649813750977,-1.79205337507777,1.03790975487315,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-20.67876925613672,35.44341980996098,,-1.8608902885385634,True,20.435035942229796,20.435035942229796,
159,586,1,3,ZTF_r,1318190250315,0,1.8535,135.262,5.94295,26.0608,1.5301e-06,0.0154986,0.0682456,4.57294e-06,1912,30.0,0.043377,0.048572,20.4413,26.0608,3,2459072.6902546,586120203,33.0709845864981,23.364668627538265,1.65595772038009,1.10614965570376,-52.6531739180153,41.7747287610563,-1.26889623573485,1.04128598757455,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,4.488426009343598,35.3475623949013,24.430564824162044,8.550179597982657,True,20.44247631475729,20.44247631475729,
162,586,1,3,ZTF_r,1319199170315,0,1.7315,136.47,6.1039,26.0581,1.5306e-06,0.0155847,0.0722444,4.54128e-06,1913,30.0,0.044622,0.056507,20.4569,26.0581,3,2459073.6991782,586120203,84.7967769302495,24.418195130563348,4.04166453315529,1.09466026427016,125.532937877943,43.198312765054,2.92554040534918,1.05295597415315,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,56.21421835309499,36.941404550080414,21.683484559328917,0.7134722156607932,True,20.391891479810795,20.391891479810795,
164,586,1,3,ZTF_r,1321214070315,0,2.1558,110.097,7.31021,25.8344,4.2279e-06,0.0258649,0.0724664,1.25856e-05,1908,30.0,0.048523,0.05423,19.8259,25.8344,1,2459075.7140741,586120203,-43.6074793688784,31.88430616644114,-1.56978229044381,1.0646361823446,-36.3280859950968,53.800130965916,-0.679789381322822,1.06060434494436,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-72.1900379460329,48.23661399195116,,-0.7254531691784395,True,19.878532952784028,19.878532952784028,
166,586,1,3,ZTF_r,1323148130315,0,1.743,123.497,7.79051,25.9645,2.8884e-06,0.021533,0.0697944,8.51457e-06,1908,30.0,0.046562,0.059218,20.0503,25.9645,3,2459077.6481366,586120203,97.7523872705718,34.39869786595087,3.19068043025393,1.01879376025061,86.0384285203797,62.0306572477037,1.39637247338507,1.05889000219882,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,69.1698286934173,52.04054628392848,21.364708249743437,0.816836215554169,True,19.92622037210468,19.92622037210468,
