index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
19,586,1,3,ZTF_i,1201388790315,0,1.9688,212.263,5.69757,25.3115,1.3936e-06,0.0185491,0.195601,2.5087e-05,1917,30.0,0.051606,0.052466,19.679,25.3115,2,2458955.8887963,586120303,-56.9837764172383,22.94299287659893,-2.72999205525434,0.976361958879308,-183.017426329178,42.7834846776429,-4.30656971057054,1.05315595950861,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,-60.439344337310814,,-0.41213563183454893,True,20.16244981346277,20.16244981346277,
23,586,1,3,ZTF_i,1208432830315,0,2.0569,207.909,5.56723,25.3236,1.5164e-06,0.0197334,0.19661,2.69961e-05,1921,30.0,0.0582,0.059993,19.6371,25.3236,2,2458962.9328356,586120303,15.4565242458854,24.513826588057782,0.721570699343595,1.0583924109473,25.4789439194286,42.0753425706452,0.609633683423658,1.06383182730316,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,12.000956325812892,22.62556036186535,2.217711722640702,True,20.102647215276665,20.102647215276665,
28,586,1,3,ZTF_i,1212483580315,0,1.6958,204.533,4.52423,25.2759,1.5435e-06,0.0198356,0.189314,2.75758e-05,1922,30.0,0.057551,0.053881,19.9641,25.2759,2,2458966.983588,586120303,-44.642479856224,16.717857517958343,-3.13453986210503,1.11353176021416,-45.4642353676639,29.9128646760822,-1.53012558657556,1.05190697407275,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,-48.09804777629651,,-0.3773662081185813,True,20.47052344033606,20.47052344033606,
33,586,1,3,ZTF_i,1216481030315,0,2.7263,218.636,5.40186,25.3994,1.6157e-06,0.0204048,0.199033,2.86518e-05,1922,30.0,0.063838,0.064563,19.4952,25.3994,2,2458970.9810301,586120303,17.2944328954572,27.220296646507112,0.715379036323827,1.02455640572771,11.4321989649219,42.9697364697859,0.267844218472084,1.0783088156861,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,13.83886497538469,22.546648820063265,2.1355130006455796,True,20.064742854585425,20.064742854585425,
34,586,1,3,ZTF_i,1217495670315,0,2.4024,211.985,7.01075,25.3321,1.77e-06,0.0210289,0.199536,3.17114e-05,1915,30.0,0.055491,0.060358,19.2814,25.3321,2,2458971.9956713,586120303,23.5197055411657,32.745147094927795,0.88175709234748,1.21791912948058,-9.51744773555924,49.0122311808043,-0.195493003742224,1.06836686183378,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,20.064137621093188,22.07604875496979,1.7718880757470654,True,19.796807624986336,19.796807624986336,
41,586,1,3,ZTF_i,1226373180315,0,2.2158,214.797,8.08556,25.3484,1.8229e-06,0.0215309,0.187336,3.25979e-05,1926,30.0,0.053379,0.062291,19.2062,25.3484,2,2458980.8731829,586120303,26.8638120421482,36.77124914880896,0.79376209345141,0.954009269617297,76.2958981740826,65.1479947172304,1.17900413928854,1.06089043418212,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,23.408244122075693,21.92497790496105,1.7054908088220082,True,19.68720403053212,19.68720403053212,
43,586,1,3,ZTF_i,1231355330315,0,1.9373,208.515,5.25229,25.3049,1.2507e-06,0.0180322,0.19379,2.21422e-05,1919,30.0,0.051977,0.054603,19.7603,25.3049,2,2458985.8553356,586120303,70.5310359290902,23.10366154399608,3.66653737942273,1.16574546289141,36.9190272840922,38.4048778139538,0.967785374478634,1.05023322350644,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,67.07546800901768,20.738490721052106,0.37396154037932733,True,20.14827295476109,20.14827295476109,
101,586,1,3,ZTF_i,1270319400315,0,1.7857,180.804,6.03999,25.1378,1.7219e-06,0.0210873,0.19409,3.06216e-05,1928,30.0,0.048489,0.060914,19.5044,25.1378,2,2459024.8194097,586120303,21.7129478362166,25.99140606255184,0.94180315783241,1.02714712024501,-56.7258150938519,47.7197821369238,-1.19673360113762,1.0499514118384,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,18.25737991614409,21.98420386788121,1.5456144141011163,True,19.853300553519187,19.853300553519187,
123,586,1,3,ZTF_i,1282312710315,0,2.1432,221.622,8.6731,25.3714,2.0014e-06,0.0224515,0.190713,3.59338e-05,1921,30.0,0.062214,0.064592,19.1606,25.3714,2,2459036.8127199,586120303,72.1311382289849,37.90905111179963,2.13476024721428,1.01725274071072,15.2712478260991,66.5153224580605,0.231136225319083,1.05308879426666,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,68.67557030891238,20.77939431335113,0.5993085548026326,True,19.677117704436974,19.677117704436974,
126,586,1,3,ZTF_i,1287170780315,0,1.9672,204.492,7.63834,25.292,2.4573e-06,0.0247723,0.183331,4.4107e-05,1917,30.0,0.05647,0.065811,19.343,25.292,2,2459041.670787,586120303,43.1970972074808,31.39628537977751,1.45880761007906,0.908518649682118,-38.0473048645754,58.9440169610992,-0.649829408083358,1.07199601623432,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,39.74152928740829,21.293888562221035,0.8577160378079501,True,19.802379319175614,19.802379319175614,
130,586,1,3,ZTF_i,1291308290315,0,2.078,219.233,5.18948,25.3613,1.2344e-06,0.0176374,0.190215,2.21026e-05,1923,30.0,0.057886,0.060434,19.7493,25.3613,2,2459045.8082986,586120303,30.9504364672,22.672419717302997,1.67266010805209,1.2132994095979,2.03385034964387,36.0224996204921,0.0568408208852148,1.05833671618524,2.41397929555263,16.7550002670288,0.068000003695488,5.27899980545044,0.709999978542328,2458229.003125,2458685.8061,0,27.49486854712749,21.76317088084393,0.8952741870681739,True,20.225130307304916,20.225130307304916,
