# ZTF DR2 lightcurve of ZTF20abapyxl
# --------------- #
# mjd_max_init:   58995.43690 (phot: fclump)
# baseline_range: 58895.43690 => 59421.28618
# baseline_corr (applied): 
# field rcid filter  flux_offset err_scale n_obs
#  586   03   ztfg     -247.17     1.00      98
#  586   03   ztfr     -519.93     1.08     257
#  586   03   ztfi    -1126.04     1.00      48
#  1582  38   ztfg        0.00     1.00       0
#  1582  38   ztfr     -779.57     1.35       2
# --------------- #
mjd  filter  flux  flux_err  ZP  flag  mag  mag_err  mag_lim  field_id  rcid  flux_offset  err_scale  in_baseline  x_pos  y_pos  native_ZP  native_ZP_err  native_ZP_rms  chi2dof  filename  
 58319.18936        ztfg  1334.96532  1698.19462    30.00000         160    99.00000    99.00000    20.17761         586           3  -247.17384     1.00000           1  1619.02216  1124.20446    26.04464     0.00001     0.03324     1.00156 ztf_20180720189352_000586_zg_c01_o_q4_sciimg.fits
 58319.25101        ztfr  1154.97465  1090.27927    30.00000         128    99.00000    99.00000    20.65873         586           3  -519.93452     1.07853           1  1625.30374  1116.97216    25.99472     0.00000     0.01524     1.00144 ztf_20180720250995_000586_zr_c01_o_q4_sciimg.fits
 58322.25179        ztfr  1359.73686  1276.55847    30.00000         128    99.00000    99.00000    20.48747         586           3  -519.93452     1.07853           1  1631.76862  1135.99050    26.02342     0.00000     0.01894     1.00135 ztf_20180723251782_000586_zr_c01_o_q4_sciimg.fits
 58326.16538        ztfg -2808.09236  2426.79043    30.00000         128    99.00000    99.00000    19.78999         586           3  -247.17384     1.00000           0  1616.71229  1128.82101    26.04283     0.00001     0.03725     1.00119 ztf_20180727165324_000586_zg_c01_o_q4_sciimg.fits
 58326.29188        ztfr  -236.49866  2565.74771    30.00000         128    99.00000    99.00000    19.72954         586           3  -519.93452     1.07853           1  1635.96819  1100.81319    25.79992     0.00001     0.02850     1.00123 ztf_20180727291863_000586_zr_c01_o_q4_sciimg.fits
 58330.18683        ztfg  1100.26312   632.06484    30.00000           0    99.00000    99.00000    21.25067         586           3  -247.17384     1.00000           1  1583.67121  1199.46307    25.97812     0.00000     0.01878     1.00165 ztf_20180731186829_000586_zg_c01_o_q4_sciimg.fits
 58333.16112        ztfr  2585.68796  1162.25186    30.00000           0    99.00000    99.00000    20.58932         586           3  -519.93452     1.07853           0  1576.62337  1279.93285    25.97276     0.00000     0.01947     1.00172 ztf_20180803161111_000586_zr_c01_o_q4_sciimg.fits
 58333.17230        ztfg  1000.44793   712.00870    30.00000           0    99.00000    99.00000    21.12136         586           3  -247.17384     1.00000           1  1579.25762  1278.52993    26.04387     0.00000     0.01895     1.00291 ztf_20180803172303_000586_zg_c01_o_q4_sciimg.fits
 58336.22057        ztfr  1235.72897   778.94880    30.00000           0    99.00000    99.00000    21.02380         586           3  -519.93452     1.07853           1  1641.20622  1169.26137    26.02915     0.00000     0.01567     1.00318 ztf_20180806220556_000586_zr_c01_o_q4_sciimg.fits
 58336.24530        ztfg  -490.09257   629.28122    30.00000           0    99.00000    99.00000    21.25546         586           3  -247.17384     1.00000           1  1639.86642  1164.26512    26.08078     0.00000     0.01875     1.00157 ztf_20180806245289_000586_zg_c01_o_q4_sciimg.fits
