mjd,f,ef,band
58959.62,-6.75,13.5,c
58973.61,1.0,8.66,o
58975.61,24.75,15.38,o
58989.6,-22.0,6.62,o
58999.6,-5.25,5.12,c
59001.61,12.67,6.54,o
59003.6,1.5,6.0,o
59005.56,24.33,12.32,o
59007.56,-13.25,8.25,o
59009.6,54.4,38.19,o
59013.6,48.0,7.89,o
59017.59,74.67,4.83,o
59021.55,91.25,4.68,o
59023.55,117.5,72.83,c
59025.57,113.75,5.38,o
59027.56,51.5,3.61,c
59029.56,94.5,6.12,o
59031.55,38.2,4.29,c
59033.56,74.2,6.98,o
59035.54,83.6,14.13,o
59036.5,107.0,30.0,o
59037.53,110.33,10.58,o
59039.55,96.25,8.62,o
59041.54,80.5,7.12,o
59043.59,98.25,6.5,o
59045.52,141.0,262.0,o
59047.57,25.0,6.62,c
59051.5,30.5,5.12,c
59053.52,70.75,4.25,o
59059.58,24.33,4.62,c
59061.48,77.0,6.93,o
59063.49,90.0,113.49,o
59064.45,75.25,9.0,o
59065.54,63.0,17.32,o
59069.44,72.0,10.96,o
59071.48,43.5,7.0,o
59073.51,32.5,5.25,o
59075.51,54.25,5.12,o
59077.5,40.25,4.38,o
59079.46,20.33,5.39,c
59083.45,6.67,4.62,c
59085.51,-5.75,5.62,o
59087.5,22.5,4.5,c
59089.46,41.0,5.12,o
59092.39,6.5,9.12,o
59097.5,-24.5,25.38,o
59098.49,23.33,8.47,o
58963.48570600012,nan,nan,ztfg
58963.48895830009,nan,nan,ztfg
58963.492337999865,nan,nan,ztfg
58963.496076399926,nan,nan,ztfg
58965.485902800225,nan,nan,ztfr
58965.49012729991,nan,nan,ztfr
58965.494340300094,nan,nan,ztfr
58965.49855320016,nan,nan,ztfr
58967.48443289986,nan,nan,ztfr
58967.48781249998,nan,nan,ztfr
58967.49163189996,nan,nan,ztfr
58967.49559029983,nan,nan,ztfr
58998.45046300022,4.23523616688388,3.749667090099581,ztfg
59002.429583299905,-5.885939779075412,9.483032662934713,ztfg
59014.3895717999,36.633569048263844,5.194538274089881,ztfg
59014.481655099895,56.89156155431035,8.015284629842803,ztfr
59018.387905099895,45.088860165890864,4.2143487539187845,ztfg
59018.4656134001,83.27438428886671,4.108273597161802,ztfr
59023.345925900154,40.77914712444201,5.323033326493082,ztfg
59025.339780100156,nan,nan,ztfg
59026.47439809982,87.12849003511606,4.601944058004062,ztfr
59030.38510419987,33.76453457544829,4.547901500367859,ztfg
59030.46686339984,78.96535092805193,4.983795509570397,ztfr
59032.484490700066,30.27498348650512,5.9122203834644935,ztfg
59032.48496530019,45.873217654003945,7.561999419855436,ztfg
59033.44767360017,40.174719540612465,6.361339487714566,ztfg
59036.38204859989,75.51179565171188,9.569991740933988,ztfr
59036.4834838002,44.19349263883488,9.387016551632138,ztfg
59039.35709490022,29.604123922793523,8.713154107921081,ztfg
59039.4568403,65.8066388188917,8.109749030379298,ztfr
59042.46325229993,77.33326158332922,5.611715625728428,ztfr
59045.36217590002,66.20755521306464,4.426591337726885,ztfr
59045.44671300007,24.754673435566684,3.3923423333718383,ztfg
59046.42251159996,67.05564986603835,4.088309382658749,ztfr
59048.41834490001,65.74006830211738,4.677149496989197,ztfr
59048.487094900105,15.610924811438446,4.525014753859327,ztfg
59051.418530100025,54.92490939200277,4.282050421929982,ztfr
59051.454444400035,15.690331709652076,3.7655914710238276,ztfg
59052.48814810021,22.955699760925768,4.796067844775767,ztfg
59052.488611099776,19.968380819680743,4.4326749805477546,ztfg
59053.40615739999,19.216740383654294,2.917910202316794,ztfg
59054.40339120012,52.35036329686355,4.167268042767019,ztfr
59054.45689810021,15.624028370266275,3.3259285591545042,ztfg
59056.42944440013,15.742300502282324,3.523556465533287,ztfg
59057.401435200125,15.813378169844878,3.5840773748309562,ztfg
59057.45478009991,44.19951415152839,4.18000054715983,ztfr
59059.413946799934,7.216359224312715,3.6430679680308784,ztfg
59060.37788189994,16.709452230363404,3.5544106364079493,ztfg
59060.424895800184,49.90031136565985,3.773022210712456,ztfr
59060.4287268999,49.87367886106171,3.7267079203563145,ztfr
59061.34144680016,56.693614913331444,5.437831218349015,ztfr
59062.38774310006,nan,nan,ztfg
59062.388205999974,11.648483798517498,7.306802759333764,ztfg
59063.37057870021,49.100252107868016,8.504478738888329,ztfr
59063.39483800018,26.954990799254656,9.138458897484089,ztfr
59063.435046299826,23.88799584597048,8.226160778831046,ztfg
59064.36612269981,40.71940987256734,10.552274765897119,ztfr
59065.4079167,22.6925279137441,11.938594266158269,ztfr
59066.38160880003,19.534130431235646,10.404153125741438,ztfg
59066.44175929995,48.849352336228094,9.552950417797572,ztfr
59069.37848380022,13.622286143953916,6.106980204127777,ztfg
59069.403506900184,46.96711317295037,6.4632415242988985,ztfr
59071.38888890017,40.6905562698861,5.570872544939453,ztfr
59071.45651620021,16.070366852987416,5.170021516725739,ztfg
59072.358067099936,12.215580683936707,4.476031367034831,ztfg
59072.43630790012,7.78903707722909,4.738616469054844,ztfg
59072.46172450017,47.64976014509102,4.905117026117753,ztfr
59073.35359949991,3.3972880453362744,3.903400429661262,ztfg
59075.31490739994,48.78255518795839,4.457063129067949,ztfr
59075.35702549992,6.073323345710362,3.6467212956183346,ztfg
59075.38189810002,-0.1834610424141083,3.7630045624260235,ztfg
59076.36658560019,43.49861503803329,5.134959780881098,ztfr
59077.3740393999,8.225101510386848,3.6500678179589174,ztfg
59078.34563660016,41.20302489449951,4.313199656530007,ztfr
59078.34752310021,38.7659448739904,4.15367732964953,ztfr
59078.37648149999,5.6938479061651694,4.088023146705597,ztfg
59078.394872699864,34.02843550784552,13.512198698769941,ztfg
59079.3310647998,7.271156839155881,3.524154417892537,ztfg
59079.33152779983,nan,nan,ztfg
59079.37274309993,nan,nan,ztfr
59079.373205999844,35.548068931818364,4.620272657351986,ztfr
59080.34163190005,41.89186911852648,4.677904955151709,ztfr
59080.42652780004,11.11440958254743,4.621275373185912,ztfg
59081.33745370014,11.593295198411475,4.156829069344726,ztfg
59081.350532399956,7.516997483811238,4.45284032264818,ztfg
59081.3744212999,35.84283241488729,4.81690761863348,ztfr
59081.37778940005,40.54682871472727,4.773960370785726,ztfr
59082.356608800124,nan,nan,ztfg
59082.35708330013,25.57345430311698,29.2439650023763,ztfg
59084.29304399993,28.693141172325674,4.935736535719685,ztfr
59084.35604170011,11.788866877058776,3.5510502858131896,ztfg
59085.37302079983,6.059125910883305,3.1529607117244773,ztfg
59086.333437500056,38.88382407116654,4.000536151703305,ztfr
59087.33622690011,10.55767402113928,3.863840644536779,ztfg
59087.37181709986,29.286418333246495,4.509197865739631,ztfr
59087.37462959997,34.51577387584425,4.842372291246941,ztfr
59088.325057900045,9.265214135628701,5.272620374853585,ztfg
59089.311504600104,9.488777537694329,6.325817877721676,ztfg
59090.32872689981,15.422997962769953,8.173761998185109,ztfg
