# Template No.           2: sn04fc (IIP; +50) ; z= 0.039 +/- 0.002
#redshifted_wavelength[A] flux[arbitraty]
   5411.69580       1.16039157    
   5419.02734       1.16596246    
   5426.36914       1.16691947    
   5433.71973       1.16156042    
   5441.08105       1.15061951    
   5448.45215       1.13730943    
   5455.83350       1.12656939    
   5463.22412       1.12374306    
   5470.62549       1.13307476    
   5478.03662       1.15644801    
   5485.45801       1.19272649    
   5492.88916       1.23787272    
   5500.33057       1.28581655    
   5507.78223       1.32983744    
   5515.24316       1.36410546    
   5522.71484       1.38498342    
   5530.19678       1.39177740    
   5537.68848       1.38675988    
   5545.19043       1.37448859    
   5552.70312       1.36060536    
   5560.22510       1.35042262    
   5567.75781       1.34764242    
   5575.30078       1.35350370    
   5582.85352       1.36653829    
   5590.41699       1.38297415    
   5597.99023       1.39766693    
   5605.57422       1.40533519    
   5613.16797       1.40181446    
   5620.77246       1.38505900    
   5628.38672       1.35568106    
   5636.01172       1.31693006    
   5643.64648       1.27412999    
   5651.29248       1.23370457    
   5658.94824       1.20199561    
   5666.61426       1.18410718    
   5674.29102       1.18299663    
   5681.97803       1.19897151    
   5689.67627       1.22966325    
   5697.38379       1.27046108    
   5705.10205       1.31529951    
   5712.83105       1.35763907    
   5720.56982       1.39145446    
   5728.31982       1.41206872    
   5736.08008       1.41670883    
   5743.85107       1.40473115    
   5751.63232       1.37753379    
   5759.42383       1.33821738    
   5767.22656       1.29109788    
   5775.03955       1.24116361    
   5782.86377       1.19355500    
   5790.69775       1.15309882    
   5798.54248       1.12390471    
   5806.39795       1.10901046    
   5814.26367       1.11006439    
   5822.14014       1.12706161    
   5830.02783       1.15817869    
   5837.92578       1.19978344    
   5845.83496       1.24669802    
   5853.75391       1.29275954    
   5861.68359       1.33166206    
   5869.62500       1.35797870    
   5877.57666       1.36817980    
   5885.53906       1.36141980    
   5893.51270       1.33986723    
   5901.49609       1.30843043    
   5909.49121       1.27385235    
   5917.49658       1.24331260    
   5925.51367       1.22281599    
   5933.54102       1.21573699    
   5941.58008       1.22189510    
   5949.62842       1.23743832    
   5957.68848       1.25562871    
   5965.75977       1.26840508    
   5973.84180       1.26838100    
   5981.93408       1.25080562    
   5990.03857       1.21498930    
   5998.15332       1.16480207    
   6006.27832       1.10807621    
   6014.41553       1.05500948    
   6022.56299       1.01593471    
   6030.72266      0.998985708    
   6038.89258       1.00823796    
   6047.07373       1.04278886    
   6055.26562       1.09700465    
   6063.46826       1.16186917    
   6071.68311       1.22708428    
   6079.90820       1.28337991    
   6088.14453       1.32445550    
   6096.39307       1.34807575    
   6104.65234       1.35608923    
   6112.92139       1.35343158    
   6121.20312       1.34643781    
   6129.49561       1.34097123    
   6137.79932       1.34088778    
   6146.11426       1.34723890    
   6154.44092       1.35837555    
   6162.77783       1.37084913    
   6171.12695       1.38077068    
   6179.48682       1.38517630    
   6187.85840       1.38296700    
   6196.24121       1.37514842    
   6204.63525       1.36433291    
   6213.04150       1.35370231    
   6221.45801       1.34581149    
   6229.88623       1.34164512    
   6238.32568       1.34026456    
   6246.77686       1.33916831    
   6255.23975       1.33525968    
   6263.71387       1.32609391    
   6272.19971       1.31097984    
   6280.69629       1.29154098    
   6289.20557       1.27150023    
   6297.72559       1.25570631    
   6306.25684       1.24866581    
   6314.80029       1.25302458    
   6323.35498       1.26848423    
   6331.92090       1.29153132    
   6340.49951       1.31612611    
   6349.08887       1.33520615    
   6357.69043       1.34260833    
   6366.30322       1.33486259    
   6374.92773       1.31232691    
   6383.56396       1.27930343    
   6392.21143       1.24305856    
   6400.87158       1.21199059    
   6409.54248       1.19343317    
   6418.22607       1.19170046    
   6426.92090       1.20692348    
   6435.62744       1.23500323    
   6444.34570       1.26870406    
   6453.07666       1.29957545    
   6461.81836       1.32016683    
   6470.57227       1.32592332    
   6479.33789       1.31623816    
   6488.11572       1.29439342    
   6496.90576       1.26642776    
   6505.70654       1.23928332    
   6514.52051       1.21877372    
   6523.34570       1.20795321    
   6532.18359       1.20633912    
   6541.03174       1.21017790    
   6549.89355       1.21364307    
   6558.76709       1.21058607    
   6567.65234       1.19631302    
   6576.54932       1.16887391    
   6585.45898       1.12951100    
   6594.38037       1.08217323    
   6603.31396       1.03228438    
   6612.25928      0.985172510    
   6621.21729      0.944655120    
   6630.18652      0.912220001    
   6639.16895      0.887047052    
   6648.16357      0.866857469    
   6657.16992      0.849322557    
   6666.18848      0.833586574    
   6675.21973      0.821416497    
   6684.26221      0.817588806    
   6693.31787      0.829333544    
   6702.38525      0.864916563    
   6711.46533      0.931682467    
   6720.55664       1.03403342    
   6729.66162       1.17184687    
   6738.77832       1.33973408    
   6747.90723       1.52733791    
   6757.04932       1.72062814    
   6766.20264       1.90392423    
   6775.36914       2.06222653    
   6784.54785       2.18339109    
   6793.73877       2.25974655    
   6802.94336       2.28888869    
   6812.15869       2.27358365    
   6821.38770       2.22088337    
   6830.62891       2.14069510    
   6839.88281       2.04411387    
   6849.14795       1.94182301    
   6858.42676       1.84281135    
   6867.71826       1.75355148    
   6877.02197       1.67768776    
   6886.33887       1.61619294    
   6895.66748       1.56787992    
   6905.00928       1.53013110    
   6914.36377       1.49969745    
   6923.73047       1.47343314    
   6933.11035       1.44886601    
   6942.50244       1.42453098    
   6951.90771       1.40005231    
   6961.32617       1.37598610    
   6970.75635       1.35348594    
   6980.19971       1.33387434    
   6989.65576       1.31822610    
   6999.12451       1.30705369    
   7008.60645       1.30016279    
   7018.10107       1.29670000    
   7027.60889       1.29537022    
   7037.12988       1.29475152    
   7046.66309       1.29362071    
   7056.20947       1.29119408    
   7065.76855       1.28722882    
   7075.34033       1.28196430    
   7084.92578       1.27593803    
   7094.52344       1.26974642    
   7104.13477       1.26383412    
   7113.75830       1.25838280    
   7123.39600       1.25332654    
   7133.04590       1.24848163    
   7142.70947       1.24373293    
   7152.38623       1.23919284    
   7162.07568       1.23526359    
   7171.77832       1.23256981    
   7181.49365       1.23177195    
   7191.22314       1.23331833    
   7200.96484       1.23722577    
   7210.71973       1.24296725    
   7220.48828       1.24952352    
   7230.27051       1.25559270    
   7240.06543       1.25990462    
   7249.87354       1.26153970    
   7259.69531       1.26015568    
   7269.53027       1.25604343    
   7279.37744       1.24999225    
   7289.23926       1.24300766    
   7299.11377       1.23597860    
   7309.00342       1.22940469    
   7318.90430       1.22328150    
   7328.81982       1.21718848    
   7338.74756       1.21055007    
   7348.68994       1.20297897    
   7358.64551       1.19457638    
   7368.61475       1.18606865    
   7378.59668       1.17871308    
   7388.59277       1.17398047    
   7398.60254       1.17310226    
   7408.62500       1.17662501    
   7418.66211       1.18412960    
   7428.71191       1.19422293    
   7438.77588       1.20483840    
   7448.85303       1.21377182    
   7458.94482       1.21930981    
   7469.04834       1.22075272    
   7479.16797       1.21866870    
   7489.29932       1.21477735    
   7499.44531       1.21147943    
   7509.60498       1.21115327    
   7519.77881       1.21542418    
   7529.96533       1.22462344    
   7540.16699       1.23760831    
   7550.38135       1.25201344    
   7560.61035       1.26486921    
   7570.85303       1.27341771    
   7581.10889       1.27588689    
   7591.37988       1.27199626    
   7601.66406       1.26304185    
   7611.96240       1.25153422    
   7622.27393       1.24049604    
   7632.60010       1.23262835    
   7642.93994       1.22959530    
   7653.29395       1.23163605    
   7663.66211       1.23761296    
   7674.04443       1.24547100    
   7684.43994       1.25294960    
   7694.85107       1.25831831    
   7705.27441       1.26089597    
   7715.71338       1.26118708    
   7726.16650       1.26059413    
   7736.63281       1.26080036    
   7747.11328       1.26303327    
   7757.60889       1.26745689    
   7768.11816       1.27291358    
   7778.64209       1.27712178    
   7789.18066       1.27729487    
   7799.73242       1.27100885    
   7810.29883       1.25705194    
   7820.87939       1.23598683    
   7831.47461       1.21022773    
   7842.08398       1.18357444    
   7852.70801       1.16030931    
   7863.34570       1.14410043    
   7873.99854       1.13701642    
   7884.66553       1.13894594    
   7895.34717       1.14759684    
   7906.04297       1.15909684    
   7916.75342       1.16903722    
   7927.47803       1.17367887    
   7938.21826       1.17098498    
   7948.97168       1.16119444    
   7959.74072       1.14677370    
   7970.52393       1.13175762    
   7981.32178       1.12066162    
   7992.13379       1.11726093    
   8002.96143       1.12357068    
   8013.80371       1.13929760    
   8024.65967       1.16190326    
   8035.53125       1.18724728    
   8046.41650       1.21062672    
   8057.31787       1.22792423    
   8068.23291       1.23656237    
   8079.16357       1.23602343    
   8090.10791       1.22782075    
   8101.06787       1.21496320    
   8112.04199       1.20108271    
   8123.03223       1.18947196    
   8134.03662       1.18229258    
   8145.05615       1.18014503    
   8156.08984       1.18207967    
   8167.13965       1.18601370    
   8178.20312       1.18940330    
   8189.28271       1.18997598    
   8200.37695       1.18632257    
   8211.48633       1.17821002    
   8222.60938       1.16656077    
   8233.74902       1.15313470    
   8244.90430       1.14002824    
   8256.07324       1.12913203    
   8267.25879       1.12169111    
   8278.45801       1.11805701    
   8289.67383       1.11767507    
   8300.90332       1.11927640    
   8312.14941       1.12120891    
   8323.40918       1.12181354    
   8334.68555       1.11976397    
   8345.97656       1.11430156    
   8357.28320       1.10533762    
   8368.60449       1.09342301    
   8379.94141       1.07960653    
   8391.29395       1.06522238    
   8402.66211       1.05164790    
   8414.04492       1.04007614    
   8425.44336       1.03133595    
   8436.85742       1.02579188    
   8448.28809       1.02333832    
   8459.73242       1.02348626    
   8471.19336       1.02552402    
   8482.66895       1.02870774    
   8494.16113       1.03242636    
   8505.66797       1.03628278    
   8517.19141       1.04004908    
   8528.72949       1.04348660    
   8540.28320       1.04607344    
   8551.85352       1.04671860    
   8563.43848       1.04358113    
   8575.04004       1.03410172    
   8586.65625       1.01532245    
   8598.28906      0.984494627    
   8609.93750      0.939879537    
   8621.60156      0.881570458    
   8633.28125      0.812106550    
   8644.97656      0.736660123    
   8656.68848      0.662645876    
   8668.41602      0.598726630    
   8680.15820      0.553346932    
   8691.91797      0.533066213    
   8703.69336      0.541055858    
   8715.48438      0.576133788    
   8727.29102      0.632624924    
   8739.11426      0.701165080    
   8750.95410      0.770350933    
   8762.80762      0.828932703    
   8774.68066      0.868091166    
   8786.56738      0.883296490    
   8798.47070      0.875315785    
   8810.38965      0.850114703    
   8822.32617      0.817647219    
   8834.27637      0.789781332    
   8846.24512      0.777810574    
   8858.22949      0.790098846    
   8870.22949      0.830374122    
   8882.24609      0.897033393    
   8894.27930      0.983582556    
   8906.32910       1.08007634    
   8918.39453       1.17519724    
   8930.47559       1.25848258    
   8942.57520       1.32220471    
   8954.68848       1.36250961    
   8966.82031       1.37962735    
   8978.96777       1.37718880    
   8991.13086       1.36089742    
   9003.31250       1.33693194    
   9015.50879       1.31049013    
   9027.72363       1.28480780    
   9039.95312       1.26083696    
   9052.20020       1.23758423    
   9064.46191       1.21294236    
   9076.74316       1.18473136    
   9089.03906       1.15164757    
   9101.35254       1.11386323    
   9113.68164       1.07313800    
   9126.02832       1.03244877    
   9138.39160      0.995272160    
   9150.77148      0.964732468    
   9163.16699      0.942856729    
   9175.58203      0.930124521    
   9188.01074      0.925414562    
   9200.45898      0.926335454    
   9212.92188      0.929834783    
   9225.40430      0.932913780    
   9237.90039      0.933264673    
   9250.41699      0.929686189    
   9262.94824      0.922196627    
   9275.49707      0.911853671    
   9288.06348      0.900355637    
   9300.64551      0.889548242    
   9313.24512      0.880967319    
   9325.86230      0.875523031    
   9338.49609      0.873380542    
   9351.14648      0.874037027    
   9363.81543      0.876543939    
   9376.50000      0.879797459    
   9389.20312      0.882811546    
   9401.92285      0.884910047    
   9414.65918      0.885803163    
   9427.41406      0.885552168    
   9440.18555      0.884452999    
   9452.97461      0.882887363    
   9465.78027      0.881188214    
   9478.60352      0.879554570    
   9491.44531      0.878028691    
   9504.30273      0.876530468    
   9517.17871      0.874924600    
   9530.07129      0.873093247    
   9542.98242      0.870990574    
   9555.91113      0.868661463    
   9568.85547      0.866225600    
   9581.82031      0.863836169    
   9594.79980      0.861629128    
   9607.79883      0.859681487    
   9620.81348      0.857992172    
   9633.84863      0.856486678    
   9646.89941      0.855045199    
   9659.96777      0.853540897    
   9673.05273      0.851877511    
   9686.15820      0.850015402    
   9699.28027      0.847976208    
   9712.41992      0.845832527    
   9725.57715      0.843681514    
   9738.75391      0.841614962    
   9751.94531      0.839694202    
   9765.15723      0.837935388    
   9778.38574      0.836309195    
   9791.63379      0.834753335    
   9804.89844      0.833193243    
   9818.18164      0.831563473    
   9831.48242      0.829825103    
   9844.80078      0.827973783    
   9858.13770      0.826037943    
   9871.49316      0.824067891    
   9884.86621      0.822120249    
   9898.25684      0.820242524    
   9911.66699      0.818460703    
   9925.09473      0.816774368    
   9938.54102      0.815159082    
   9952.00488      0.813574612    
   9965.48633      0.811976731    
   9978.98633      0.810329497    
   9992.50488      0.808613837    
   10006.0420      0.808484435    
   10019.5986      0.808304965    
   10033.1719      0.808108449    
   10046.7637      0.807930768    
   10060.3740      0.807801187    
   10074.0029      0.807735145    
   10087.6504      0.807730317    
   10101.3164      0.807768762    
   10115.0020      0.807821810    
   10128.7041      0.807858825    
   10142.4258      0.807855070    
   10156.1660      0.807798326    
   10169.9258      0.807691753    
   10183.7021      0.807552397    
   10197.4990      0.807405949    
   10211.3125      0.807279348    
   10225.1465      0.807193458    
   10238.9980      0.807157397    
   10252.8701      0.807166398    
   10266.7588      0.807203829    
   10280.6680      0.807246208    
   10294.5947      0.807269931    
   10308.5410      0.807258010    
   10322.5068      0.807204664    
   10336.4912      0.807116270    
   10350.4932      0.807009161    
   10364.5166      0.806904554    
