#wavelength[A] flux[arbitraty]
   3637.49121      0.830419302    
   3642.41895      0.832344294    
   3647.35327      0.833809078    
   3652.29468      0.835591078    
   3657.24243      0.836972594    
   3662.19678      0.839625478    
   3667.15820      0.840683758    
   3672.12622      0.844381988    
   3677.10083      0.853715599    
   3682.08228      0.840873420    
   3687.07031      0.836224437    
   3692.06543      0.844858527    
   3697.06714      0.846387088    
   3702.07544      0.832777560    
   3707.09082      0.863938451    
   3712.11279      0.862623334    
   3717.14185      0.865620553    
   3722.17749      0.865060031    
   3727.21997      0.837014616    
   3732.26929      0.852889955    
   3737.32568      0.873415172    
   3742.38843      0.867027164    
   3747.45850      0.851083219    
   3752.53540      0.860113919    
   3757.61865      0.862700462    
   3762.70923      0.883023977    
   3767.80664      0.889802337    
   3772.91113      0.928622484    
   3778.02222      0.856761336    
   3783.14038      0.847253680    
   3788.26562      0.968462288    
   3793.39746      0.904530168    
   3798.53662      0.897375882    
   3803.68262      0.908536196    
   3808.83545      0.934187472    
   3813.99536      0.940744519    
   3819.16235      0.939643562    
   3824.33618      0.951869011    
   3829.51709      0.938935101    
   3834.70508      0.959105372    
   3839.89990       1.05475640    
   3845.10181      0.965564549    
   3850.31104      0.937960625    
   3855.52710      0.946951568    
   3860.75024      0.910327137    
   3865.98047       1.01191092    
   3871.21777       1.01751387    
   3876.46240      0.994675994    
   3881.71387      0.972956121    
   3886.97241       1.06895530    
   3892.23804       1.03896725    
   3897.51099      0.986550927    
   3902.79126      0.978897750    
   3908.07837      0.977365732    
   3913.37256      0.893689811    
   3918.67407      0.936801732    
   3923.98267      0.959410489    
   3929.29883      0.919987977    
   3934.62183      0.928139985    
   3939.95215      0.921705425    
   3945.28955      0.951037765    
   3950.63428      0.905619383    
   3955.98657      0.976715744    
   3961.34546      0.936287642    
   3966.71216      0.966639340    
   3972.08594      0.984590888    
   3977.46704       1.02647269    
   3982.85547       1.01526666    
   3988.25098      0.972535074    
   3993.65405      0.968714476    
   3999.06421      0.964567542    
   4004.48193      0.984874487    
   4009.90698      0.984772205    
   4015.33936      0.976971090    
   4020.77881      0.963278294    
   4026.22583      0.990868628    
   4031.68018       1.03200841    
   4037.14209      0.987910092    
   4042.61108       1.01203167    
   4048.08789      0.970963955    
   4053.57178      0.963589907    
   4059.06348      0.997168541    
   4064.56226       1.00363159    
   4070.06860       1.06352544    
   4075.58228       1.04058313    
   4081.10352       1.03952777    
   4086.63232      0.989636838    
   4092.16846       1.02760971    
   4097.71240       1.02564883    
   4103.26367       1.05381501    
   4108.82227       1.04736006    
   4114.38867       1.08905017    
   4119.96240       1.09400189    
   4125.54395       1.08254790    
   4131.13281       1.11624455    
   4136.72900       1.12711358    
   4142.33350       1.03643250    
   4147.94531       1.09445953    
   4153.56445       1.06126297    
   4159.19141       1.09423470    
   4164.82617       1.10131669    
   4170.46826       1.06648791    
   4176.11816       1.07839561    
   4181.77539       1.11070585    
   4187.44043       1.07902431    
   4193.11328       1.08522892    
   4198.79395       1.12256181    
   4204.48193       1.12012696    
   4210.17773       1.11509502    
   4215.88135       1.08111012    
   4221.59277       1.06207585    
   4227.31201       1.06975675    
   4233.03857       1.10261035    
   4238.77344       1.11813498    
   4244.51562       1.06919003    
   4250.26562       1.10889125    
   4256.02393       1.07499003    
   4261.78955       1.07963920    
   4267.56299       1.11930728    
   4273.34473       1.11077845    
   4279.13379       1.06496465    
   4284.93066       1.13137817    
   4290.73584       1.09915900    
   4296.54834       1.05074751    
   4302.36914       1.03150439    
   4308.19727       1.07311404    
   4314.03369       1.08653677    
   4319.87842       1.07405722    
   4325.72998       1.06691635    
   4331.59033       1.07311344    
   4337.45850       1.04098618    
   4343.33447       1.05577111    
   4349.21875       1.05695844    
   4355.11035       1.01078355    
   4361.01025       1.02853632    
   4366.91846       1.01386714    
   4372.83447       1.05354321    
   4378.75830      0.996002197    
   4384.69043      0.999863923    
   4390.63037       1.00308609    
   4396.57861       1.00111556    
   4402.53467      0.991765678    
   4408.49902      0.987797379    
   4414.47119      0.968110263    
   4420.45166      0.978382826    
   4426.43994      0.970024645    
   4432.43652      0.966333985    
   4438.44141      0.951558113    
   4444.45410      0.956621349    
   4450.47510      0.984667063    
   4456.50439      0.976933002    
   4462.54150      0.993278265    
   4468.58691       1.00551999    
   4474.64062      0.977728069    
   4480.70264       1.01798487    
   4486.77295      0.994550347    
   4492.85107       1.04510081    
   4498.93750       1.04274404    
   4505.03223       1.02551281    
   4511.13525       1.02697849    
   4517.24658       1.02702808    
   4523.36621       1.02926838    
   4529.49414       1.05227041    
   4535.63086       1.06389308    
   4541.77490       1.07806945    
   4547.92773       1.07655394    
   4554.08887       1.04991496    
   4560.25830       1.05471289    
   4566.43652       1.07992470    
   4572.62256       1.08543634    
   4578.81738       1.09252274    
   4585.02002       1.09214330    
   4591.23145       1.09535646    
   4597.45117       1.06360912    
   4603.67969       1.10171664    
   4609.91650       1.10736680    
   4616.16162       1.12932873    
   4622.41504       1.12954485    
   4628.67725       1.11931956    
   4634.94775       1.13742161    
   4641.22705       1.16886055    
   4647.51416       1.16088510    
   4653.81055       1.12987185    
   4660.11523       1.10911381    
   4666.42822       1.08192444    
   4672.75000       1.12324309    
   4679.08008       1.11283660    
   4685.41943       1.12004864    
   4691.76660       1.11251819    
   4698.12256       1.11904073    
   4704.48730       1.12677324    
   4710.86035       1.15592921    
   4717.24219       1.11157417    
   4723.63281       1.10038650    
   4730.03223       1.09870863    
   4736.43994       1.11976802    
   4742.85645       1.11234760    
   4749.28174       1.15764773    
   4755.71582       1.11675227    
   4762.15820       1.14742744    
   4768.60986       1.12768936    
   4775.06982       1.12754965    
   4781.53857       1.13913000    
   4788.01660       1.12053502    
   4794.50293       1.12024140    
   4800.99805       1.13934731    
   4807.50195       1.12450206    
   4814.01514       1.12733150    
