#
# made by: "extract1d.pro"
# files: ie5430b8q_sflt.fits,ie5430baq_sflt.fits
# dlam: 50.0 A
# width: [7,7] pix
# skyorder: 2
# average MJD: 58994.1408835750
# average JD: 2458994.6408835752
# average UT (YYYY/MM/DD HH:MM:SS.SS): 2020/05/25 03:22:52.34
#
# made on: Thu Jul  9 15:00:14 2020
#
# columns:
# 1: lam [micron]
# 2: fnu [uJy]
# 3: fnu err [uJy]
#
1.1050   2228.9926      7.7642
1.1100   2323.4454      6.1820
1.1150   2289.2763      6.9383
1.1200   2332.6054      8.0977
1.1250   2213.4032      6.7257
1.1300   2207.0341      6.6210
1.1350   2162.4608      5.3237
1.1400   2113.4138      6.4595
1.1450   2006.8089      6.4188
1.1500   2096.5037      6.5314
1.1550   2129.5633      6.4304
1.1600   2111.6764      6.5089
1.1650   2118.7973      6.4774
1.1700   2227.4883      7.6944
1.1750   2122.4181      6.4089
1.1800   2068.5842      5.0918
1.1850   2086.0033      6.0607
1.1900   2070.4616      6.1401
1.1950   2076.8998      6.1909
1.2000   2080.8539      5.9950
1.2050   2085.6905      6.9994
1.2100   2113.7510      5.0195
1.2150   2101.5004      6.0096
1.2200   2119.9997      5.9614
1.2250   2127.5325      6.0615
1.2300   2153.5178      6.2862
1.2350   2187.8146      6.1824
1.2400   2236.4950      6.1009
1.2450   2310.3304      6.2048
1.2500   2384.8852      6.2480
1.2550   2426.3921      5.5724
1.2600   2524.6555      6.6345
1.2650   2587.0919      6.7050
1.2700   2655.9485      6.8532
1.2750   2686.9587      6.8197
1.2800   2661.7840      6.8190
1.2850   2675.6303      5.5181
1.2900   2619.8769      6.6888
1.2950   2582.2095      6.5528
1.3000   2498.4097      6.5143
1.3050   2413.7277      6.3059
1.3100   2359.9109      6.1854
1.3150   2296.6685      6.1708
1.3200   2229.9721      6.1767
1.3250   2188.7110      5.4217
1.3300   2140.5125      5.9446
1.3350   2094.2696      5.9678
1.3400   2051.2292      5.8072
1.3450   2155.5517      7.1579
1.3500   1986.5429      5.6823
1.3550   1972.0119      4.6909
1.3600   1980.3890      5.8391
1.3650   2028.8505      5.8100
1.3700   2070.2415      5.9241
1.3750   2077.2455      5.8626
1.3800   2092.7073      6.1485
1.3850   2184.8804      7.3349
1.3900   1932.2658      4.8492
1.3950   1953.7704      5.9914
1.4000   1880.7123      5.8804
1.4050   1819.8782      5.8956
1.4100   1751.7383      5.5673
1.4150   1713.1719      5.6157
1.4200   1678.9374      5.6066
1.4250   1585.6895      4.4856
1.4300   1521.2457      5.2574
1.4350   1492.3651      5.2831
1.4400   1449.2333      5.1372
1.4450   1411.9744      5.1809
1.4500   1416.6565      5.0918
1.4550   1411.1532      5.1611
1.4600   1350.7419      5.7843
1.4650   1419.9854      4.3310
1.4700   1397.6515      5.1421
1.4750   1384.9755      5.3568
1.4800   1385.9732      5.2176
1.4850   1385.9909      5.2231
1.4900   1365.0416      5.2262
1.4950   1294.6208      4.5129
1.5000   1304.3959      5.1487
1.5050   1290.6173      5.1052
1.5100   1297.2766      5.1362
1.5150   1331.3313      5.1881
1.5200   1329.0316      6.0057
1.5250   1406.9608      5.3445
1.5300   1438.4616      5.3568
1.5350   1465.4137      4.4344
1.5400   1444.9027      5.5084
1.5450   1390.1261      5.3266
1.5500   1495.2878      6.7242
1.5550   1333.1000      5.3118
1.5600   1277.9200      4.2949
1.5650   1256.6071      5.2634
1.5700   1230.2673      5.2402
1.5750   1197.0847      5.1634
1.5800   1150.6549      5.1588
1.5850   1132.5206      5.0724
1.5900   1094.8379      5.0675
1.5950   1072.6897      5.0870
1.6000   1043.9544      5.0128
1.6050    998.7845      4.0711
1.6100    974.8571      4.9970
1.6150    952.7766      4.9064
1.6200    933.0721      4.9040
1.6250    935.6723      4.9508
1.6300    945.0469      4.1074
1.6350    953.8529      5.8995
1.6400    972.9307      5.1225
1.6450    970.5114      5.1461
1.6500   1017.5513      5.2595
1.6550   1040.3848      5.3513
1.6600   1094.0227      5.6437
1.6650   1161.1391      6.1294
1.6700   1195.0730      6.7081
1.6750   1218.2172      7.6037
1.6800   1200.9151      7.4500
1.6850   1223.8668     11.7573
1.6900   1144.3525     15.8469
1.6950   1131.6500     16.8332
1.7000   1106.1941     20.0037
