#
# made by: "extract1d.pro"
# files: ie5430b1q_sflt.fits,ie5430b3q_sflt.fits
# dlam: 25.0 A
# width: [8,8] pix
# skyorder: 2
# average MJD: 58994.1302700600
# average JD: 2458994.6302700602
# average UT (YYYY/MM/DD HH:MM:SS.SS): 2020/05/25 03:07:35.33
#
# made on: Thu Jul  9 14:59:58 2020
#
# columns:
# 1: lam [micron]
# 2: fnu [uJy]
# 3: fnu err [uJy]
#
0.7800   4108.4400     42.9699
0.7825   4519.7269     34.0979
0.7850   4910.4800     30.9035
0.7875   5247.7524     28.3625
0.7900   5338.3977     26.4807
0.7925   5316.3900     24.9316
0.7950   5283.4844     23.3889
0.7975   5073.2183     21.9530
0.8000   4816.2269     20.7610
0.8025   4563.3857     19.9421
0.8050   4263.5136     23.1651
0.8075   3871.3216     17.8033
0.8100   3500.5432     16.6631
0.8125   3226.4657     16.0393
0.8150   3012.3878     15.0465
0.8175   2712.5823     14.2591
0.8200   2345.5150     13.2751
0.8225   2046.9357     12.1923
0.8250   1931.6944     11.6245
0.8275   1945.3104     11.3115
0.8300   2060.7819     11.2705
0.8325   2195.4489     11.2927
0.8350   2451.0226      9.6722
0.8375   2979.4513     12.4231
0.8400   3529.6810     13.2228
0.8425   4131.9671     13.9766
0.8450   4747.6016     15.0189
0.8475   5681.5462     22.3262
0.8500   6072.8237     16.5381
0.8525   6627.7850     17.0887
0.8550   6891.9601     17.4596
0.8575   7187.9455     17.3803
0.8600   7436.5462     17.7515
0.8625   7418.1575     17.8474
0.8650   7461.6126     17.5970
0.8675   7425.7139     17.7243
0.8700   7392.5894     14.1547
0.8725   7351.9795     16.8309
0.8750   7221.6630     16.5507
0.8775   6889.3118     16.3700
0.8800   6603.2847     15.5675
0.8825   6345.8477     15.2859
0.8850   6111.8328     14.7637
0.8875   5989.7190     14.3788
0.8900   5868.8221     14.2519
0.8925   5740.9630     14.2464
0.8950   5645.0588     13.7279
0.8975   5571.2064     14.1248
0.9000   5510.9935     13.7516
0.9025   5431.1320     13.2895
0.9050   5341.2650     13.1795
0.9075   5175.8283     12.7499
0.9100   5038.6403     12.7307
0.9125   4958.0833     12.5579
0.9150   4916.0916     12.5968
0.9175   4737.5159     14.8124
0.9200   4914.2593     12.5930
0.9225   4862.3142     12.0951
0.9250   4796.9364     12.0118
0.9275   4772.8575     12.3228
0.9300   4825.7463      9.7099
0.9325   4842.4856     11.7725
0.9350   4780.8837     12.0164
0.9375   4753.6205     11.4723
0.9400   4678.8402     11.4568
0.9425   4629.9403     11.9984
0.9450   4551.0186     11.2029
0.9475   4542.7024     11.3179
0.9500   4449.2087     11.3885
0.9525   4321.5102     11.7004
0.9550   4213.1215     10.8100
0.9575   4093.5104     10.9086
0.9600   4004.7628     10.8052
0.9625   3890.1340     10.3029
0.9650   3784.4323      8.4787
0.9675   3626.0113     10.1952
0.9700   3532.0592      9.7167
0.9725   3429.6140      9.7656
0.9750   3321.5606      9.3436
0.9775   3233.9402      9.4547
0.9800   3090.0660      9.2444
0.9825   3039.3628      9.2372
0.9850   2992.7993      9.1972
0.9875   2946.5255      9.1246
0.9900   2917.0617      9.1036
0.9925   2894.5402      8.8796
0.9950   2610.3948      8.3648
0.9975   2859.8391      8.7254
1.0000   2423.4057      8.1777
1.0025   2768.9996      8.7256
1.0050   2709.3142      8.4779
1.0075   2657.3355      8.4678
1.0100   2478.2150      8.2847
1.0125   2590.5906      8.5727
1.0150   2433.7580      9.6548
1.0175   2493.9286      8.1434
1.0200   2381.4470      7.9951
1.0225   2338.5364      7.8816
1.0250   2321.1773      7.8475
1.0275   2226.9920      7.6736
1.0300   2205.7323      7.6399
1.0325   2161.5313      7.5655
1.0350   2094.1499      7.4274
1.0375   2034.1823      7.3473
1.0400   1969.2625      6.0165
1.0425   1943.7261      7.2464
1.0450   1900.3446      7.2817
1.0475   1890.2172      7.1944
1.0500   1857.1994      7.1645
1.0525   1852.0889      7.1544
1.0550   1846.3496      7.1482
1.0575   1836.3957      7.2887
1.0600   1832.7863      7.1835
1.0625   1825.6548      7.1199
1.0650   1873.3583      7.1716
1.0675   1883.8550      7.2428
1.0700   1896.0273      7.1766
1.0725   1912.1172      8.4768
1.0750   1954.2167      5.9594
1.0775   1994.4138      7.4322
1.0800   2012.3291      7.4836
1.0825   2058.7902      7.4656
1.0850   2064.6766      7.4726
1.0875   2068.7328      7.5012
1.0900   2076.4322      7.6598
1.0925   2108.7426      7.6243
1.0950   2099.1119      7.5820
1.0975   2104.3069      7.6828
1.1000   2149.8217      7.6823
1.1025   2008.7246      7.7090
1.1050   2264.4482      9.4612
1.1075   2183.2738      7.9720
1.1100   2087.3862      7.6365
1.1125   2208.6783      7.9145
1.1150   2211.5847      7.9074
1.1175   2185.3962      7.9133
1.1200   2169.6773      8.1049
1.1225   2197.0729      8.0873
1.1250   2038.6905      8.0104
1.1275   2175.7582      7.9508
1.1300   2156.3692      7.9315
1.1325   2144.1366      7.9057
1.1350   2156.3003      8.0768
1.1375   2176.3078      8.1791
1.1400   2213.8721      8.6069
1.1425   2186.2817      9.6375
1.1450   2070.9243      9.1089
1.1475   2013.3698     12.8488
